"","Sequence","species","English.name","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","wing.lcentr","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","category.n","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","threatened","hits"
"51",1657,"Coccyzus melacoryphus","Dark-billed Cuckoo","Cuculidae","Cuculiformes","AVIBASE-5426F64E",18,8,7,3,4,25,17.9,6.2,7.7,24.5,-0.047371056,116.3,32,84.3,27.5,139.2,49.7,"Dunning",NA,"NO",NA,NA,"Woodland",1,1,"Carnivore","Invertivore","Insessorial",-51.57,12.46,-10.07,-58.69,14444342.03,22684343,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010034239,4.035286141,-0.30728718,2,2.51406931,-0.254619339,0,1.58108108108108
"52",1658,"Coccyzus erythropthalmus","Black-billed Cuckoo","Cuculidae","Cuculiformes","AVIBASE-41E9F54B",5,2,3,0,4,27,17,5.7,6.6,22.9,0.062722493,136.9,55.3,80.3,40.8,143.4,50.9,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",32.02,55.74,43.59,-90.65,4944717.14,22684328,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03389223,2.963303121,-0.144512234,2.605,2.543153489,-0.248575617,0,4.27027027027027
"53",1670,"Eudynamys scolopaceus","Western Koel","Cuculidae","Cuculiformes","AVIBASE-A412E6AE",10,6,4,0,8,32.1,20.4,10.3,10.6,31,0.380711142,196.4,62.4,136.4,31.4,179.7,194.9,"Dunning",NA,"NO",NA,NA,"Woodland",2,2,"Herbivore","Frugivore","Insessorial",-34.36,35.41,19.56,97.74,9692360.68,22684049,1,0,0,0,0,0,0,0,0,0,0,0,0,1.376515913,3.636321375,-0.576336676,1,5.318335143,0.328109903,0,6.5
"54",1671,"Eudynamys orientalis","Eastern Koel","Cuculidae","Cuculiformes","AVIBASE-3F75E818",9,4,5,0,8,33.9,19.7,10,11.1,37.4,0.452859827,209.9,50.5,159.9,23.9,206,194.9,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Frugivore","Insessorial",-36.68,2.65,-13.65,139.99,2672035.03,61432919,1,0,0,0,0,0,0,0,0,0,0,0,0,1.376515913,2.347823724,-0.576336676,1,4.181795374,0.091935804,0,8.5045045045045
"55",1673,"Scythrops novaehollandiae","Channel-billed Cuckoo","Cuculidae","Cuculiformes","AVIBASE-D9638667",5,2,3,0,4,82.8,63.1,26.7,31.4,45.4,1.1438839,339.2,151.5,184.2,45.1,270,684,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Omnivore","Frugivore","Insessorial",-42.37,1.88,-17.62,139.27,2375285.46,22684079,1,0,0,0,0,0,0,0,0,0,0,0,0,2.631987224,2.230100983,-0.28576322,2.08,5.184188001,0.300233993,0,5.84684684684685
"56",1682,"Chrysococcyx maculatus","Asian Emerald Cuckoo","Cuculidae","Cuculiformes","AVIBASE-DD1544E8",5,2,3,0,4,16.9,11.3,5.3,5,14.4,-0.099211222,106.6,47.1,59.1,44.3,64.2,27.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",13.03,30.89,24.16,100.65,1869561.64,22684000,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.585427681,1.990687345,NA,NA,2.720184571,-0.211788382,0,10.4234234234234
"57",1683,"Chrysococcyx xanthorhynchus","Violet Cuckoo","Cuculidae","Cuculiformes","AVIBASE-A6C03533",5,2,3,0,4,19.3,13,5.5,5.1,14.9,-0.132346174,100.4,41,59,41,68.6,22.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.78,28.09,8.64,106.16,2956376.12,22684003,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.786909735,2.448947593,NA,NA,2.658681002,-0.224568885,0,4.47747747747748
"58",1686,"Chrysococcyx cupreus","African Emerald Cuckoo","Cuculidae","Cuculiformes","AVIBASE-1B309CB5",9,4,5,0,4,19.8,11.9,5.5,5.3,15.8,-0.104021134,105.7,39.4,64.8,37.9,90.6,37.7,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-34.21,18.1,-2.08,22.33,11402508.04,22684021,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.266310599,3.798816693,NA,NA,2.787936623,-0.197709438,0,11.0810810810811
"59",1687,"Chrysococcyx caprius","Diederik Cuckoo","Cuculidae","Cuculiformes","AVIBASE-0482FA7E",5,2,3,0,4,18.3,11.6,6,5.2,18.3,-0.062869662,113.4,43.6,69.6,38.5,79.6,32.8,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-34.84,23.7,-2.97,20.41,17768023.87,22684026,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.405542179,4.242383789,NA,NA,2.70274487,-0.215412369,0,6.59459459459459
"60",1690,"Cacomantis sonneratii","Banded Bay Cuckoo","Cuculidae","Cuculiformes","AVIBASE-9E932BD4",5,2,3,0,4,23.7,15.2,6.4,5.4,15.3,-0.094935744,107.4,34.5,69.3,33.3,95.8,33.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.78,33.08,13.43,96.57,4946192.25,22683917,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.375509891,2.963601397,NA,NA,2.920449145,-0.170173203,0,9.47747747747748
"61",1691,"Cacomantis merulinus","Plaintive Cuckoo","Cuculidae","Cuculiformes","AVIBASE-54089C78",12,4,6,2,8,20.8,12.8,5.3,5.6,15.5,-0.112037655,104.2,34,70.7,32.5,103.7,25.3,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-8.85,29.56,13.43,105.48,5031778.72,22683923,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.665166298,2.980756902,NA,NA,2.690569851,-0.21794235,0,8.93243243243243
"62",1693,"Cacomantis variolosus","Brush Cuckoo","Cuculidae","Cuculiformes","AVIBASE-05824D50",15,7,5,3,8,20.5,12.9,5.3,5.4,16.3,-0.052180968,115.4,45.5,72.9,38.3,112.9,35.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-39.48,19.58,-8.9,129.81,3706197.51,61434337,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3180228,2.67498978,-0.576336676,1,3.144610352,-0.12359228,0,5.32432432432432
"63",1695,"Heteroscenes pallidus","Pallid Cuckoo","Cuculidae","Cuculiformes","AVIBASE-D2B68684",5,2,2,1,4,26.5,15.6,6.6,7,22.7,0.326198803,186.2,92.5,94,49.6,162,87.7,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-43.64,-10.69,-25.74,134.48,7667931.16,22683898,1,0,0,0,0,0,0,0,0,0,0,0,0,0.577951205,3.402030206,NA,NA,4.634986942,0.186109464,0,5.42342342342342
"64",1715,"Cuculus clamosus","Black Cuckoo","Cuculidae","Cuculiformes","AVIBASE-EDB84334",1,1,0,0,0,29.1,15.3,8.1,9.9,33,0.298408198,181,82.6,102.4,44.2,157,78.8,"Dunning",NA,"YES","Beak Nares; Kipp's Distance; Secondary1; Hand-Wing Index","Cuculus solitarius","Forest",2,3,"Carnivore","Invertivore","Insessorial",-34.84,17.95,-6.32,25.11,11853670.65,22683866,1,0,0,0,0,0,0,0,0,0,0,0,0,0.470942303,3.837620938,NA,NA,2.915791996,-0.171140963,0,28.2117117117117
"65",1716,"Cuculus micropterus","Indian Cuckoo","Cuculidae","Cuculiformes","AVIBASE-5CFEDF61",9,4,4,1,8,30.3,19.4,8.4,9.3,19.5,0.380176708,196.3,87.9,107,45.1,146.1,88.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.78,52.34,25.25,107.12,10050685.23,22683870,1,0,0,0,0,0,0,0,0,0,0,0,0,0.590415956,3.672624173,NA,NA,3.141805431,-0.124175146,0,19.2522522522523
"66",1717,"Cuculus canorus","Common Cuckoo","Cuculidae","Cuculiformes","AVIBASE-B3D2C3C5",22,11,11,0,11,26,15.4,7.6,7.6,21.4,0.357196015,192,84.6,105.9,43.9,158.1,111.4,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Insessorial",17.49,71.25,49.44,81.5,37338142.79,22683873,1,0,0,0,0,0,0,0,0,0,0,0,0,0.817156634,4.984998758,1.629869195,9.2,2.756471878,-0.204247843,0,26.7342342342342
"67",1718,"Cuculus gularis","African Cuckoo","Cuculidae","Cuculiformes","AVIBASE-66931B3F",5,2,3,0,4,27.5,17,7.8,8.1,22.4,0.448049915,209,101.5,107.7,48.5,158,103,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Carnivore","Invertivore","Insessorial",-30.95,16.48,-3.8,21.29,12409053.89,22683879,1,0,0,0,0,0,0,0,0,0,0,0,0,0.738758294,3.883409717,1.629869195,9.2,3.112123909,-0.130342996,0,3.05429864253394
"68",1719,"Cuculus saturatus","Himalayan Cuckoo","Cuculidae","Cuculiformes","AVIBASE-565F83B3",5,3,2,0,4,24.8,15.3,6.4,7.5,21.6,0.306959153,182.6,87.4,95.3,47.8,146.4,87,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",17.66,69.44,52.86,104.25,16826585.93,22734715,1,1,0,0,0,0,1,0,0,0,0,0,0,0.569937425,4.18794349,NA,NA,2.899773264,-0.174469672,0,4.59459459459459
"69",1721,"Cuculus poliocephalus","Lesser Cuckoo","Cuculidae","Cuculiformes","AVIBASE-FF41B79F",5,2,3,0,4,22.2,13,6,6,18.2,0.154110828,154,73.6,78.9,48.3,131.8,46.6,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",18.16,46.5,32.14,112.09,5291320.75,22683889,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.054370153,3.031051242,NA,NA,2.646257702,-0.227150459,0,9.86936936936937
"70",1722,"Cuculus rochii","Madagascar Cuckoo","Cuculidae","Cuculiformes","AVIBASE-C2E0717C",5,1,4,0,4,22.4,13.2,6,6.6,18.7,0.205416559,163.6,73.7,87,45.8,138,62.7,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Insessorial",-25.2,-11.95,-19.23,46.74,575938.39,22683893,1,0,0,0,0,0,0,0,0,0,0,0,0,0.242390754,0.813228773,NA,NA,2.92499846,-0.169227851,0,6.18468468468468
"71",1723,"Podica senegalensis","African Finfoot","Heliornithidae","Gruiformes","AVIBASE-46DECAEE",5,3,2,0,4,44.6,20.6,5.3,8.1,40.9,0.326198803,186.2,50,134.8,27.2,125,599,"Dunning",NA,"NO",NA,NA,"Wetland",2,1,"Carnivore","Aquatic predator","Aquatic",-34.21,16.64,-0.82,19.26,11384786.12,22692177,1,0,0,0,0,0,0,0,0,0,0,0,0,2.499290904,3.797261272,-0.213119856,2.35,6.474986819,0.568463277,0,4.09009009009009
"72",1724,"Heliopais personatus","Masked Finfoot","Heliornithidae","Gruiformes","AVIBASE-EC6869E2",4,2,2,0,4,52.8,26.9,6.6,12.2,47.6,0.6110525,239.5,95.8,143.8,40,108.2,510,"EltonTraits_Model",NA,"NO",NA,NA,"Wetland",2,1,"Carnivore","Aquatic predator","Aquatic",12.51,27.83,19.5,96.8,272422.63,22692181,4,1,0,1,0,1,1,1,1,1,0,0,0,2.338440032,0.064582727,0.688195957,5.7,4.191384247,0.093928381,1,3.24774774774775
"73",1725,"Heliornis fulica","Sungrebe","Heliornithidae","Gruiformes","AVIBASE-097FAA36",8,3,5,0,4,32.4,16.3,4.4,6.9,21.6,0.08730649,141.5,51.3,90.4,36.2,81.8,132,"Dunning",NA,"NO",NA,NA,"Wetland",2,1,"Carnivore","Aquatic predator","Aquatic",-27.05,23.84,-4.37,-63.44,8812012.44,22692192,1,0,0,0,0,0,0,0,0,0,0,0,0,0.986831229,3.541099199,-0.25347728,2.2,4.541674776,0.166719103,0,2.56306306306306
"74",1733,"Sarothrura ayresi","White-winged Flufftail","Rallidae","Gruiformes","AVIBASE-534D524C",5,2,3,0,4,11.3,5.7,2,4,20.9,-0.278781283,73,19,54,26,35.6,31.8,"Dunning",NA,"NO",NA,NA,"Grassland",1,1,"Omnivore","Omnivore","Terrestrial",-25.57,9.44,3.8,37.32,2995.34,22692245,5,1,1,0,1,0,1,1,1,1,0,0,1,-0.436504404,-4.445714173,-0.038237683,3,2.622741654,-0.232037117,1,4.95945945945946
"75",1746,"Rallina eurizonoides","Slaty-legged Crake","Rallidae","Gruiformes","AVIBASE-B056B57C",5,2,3,0,4,25.3,13.1,3.8,6.5,42.2,0.003400241,125.8,28.8,95.4,23.2,61.2,109,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",-5.71,31.12,18.18,103.78,2090656.41,22692317,1,0,0,0,0,0,0,0,0,0,0,0,0,0.795377188,2.102461447,0.728553381,5.85,2.378343116,-0.282823378,0,3.31081081081081
"76",1748,"Coturnicops noveboracensis","Yellow Rail","Rallidae","Gruiformes","AVIBASE-2B100B36",4,0,3,1,4,15.3,7.4,2.3,4.9,23.6,-0.209304771,86,22.4,63.6,26,33,60.9,"Dunning",NA,"NO",NA,NA,"Wetland",2,3,"Carnivore","Omnivore","Terrestrial",42.18,62.12,51.67,-93.62,3674188.27,22692275,1,0,0,0,0,0,0,0,0,0,0,0,0,0.213262481,2.666315588,1.315081284,8.03,2.126855185,-0.335082821,0,20.4459459459459
"77",1758,"Laterallus jamaicensis","Black Rail","Rallidae","Gruiformes","AVIBASE-5C7D70A4",4,1,2,1,4,15,6.8,1.8,3.5,20.9,-0.319932755,65.3,14.1,51.3,21.5,28.8,32.6,"Dunning",NA,"NO",NA,NA,"Wetland",2,1,"Carnivore","Aquatic predator","Terrestrial",-41.87,41.1,-3.6,-69.34,926165.39,22692353,4,1,0,0,0,0,0,0,1,1,0,1,0,-0.411658406,1.288280905,1.091770202,7.2,1.776870411,-0.407810007,1,56.0405405405405
"78",1760,"Laterallus spilonota","Galapagos Rail","Rallidae","Gruiformes","AVIBASE-B757AC6B",5,2,3,0,4,16.1,8.6,2.4,3.9,20.9,-0.317260581,65.8,16.8,48.5,25.7,24.2,40.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Omnivore","Terrestrial",-1.32,0.62,-0.63,-90.84,2021.77,22692366,3,1,1,0,0,1,0,0,0,0,0,1,0,-0.202103698,-4.838798555,0.284621712,4.2,2.79689347,-0.195848196,1,6.17117117117117
"79",1765,"Laterallus rogersi","Inaccessible Rail","Rallidae","Gruiformes","AVIBASE-0712580C",4,2,2,0,4,21.2,12.7,2.6,4.2,22.5,-0.379255007,54.2,0.1,54.1,0.2,28.5,39.3,"Dunning",NA,"NO",NA,NA,"Grassland",2,1,"Omnivore","Omnivore","Terrestrial",-37.33,-37.28,-37.3,-12.68,16.43,22692556,3,0,1,0,0,0,0,0,0,0,0,0,0,-0.224746175,-9.651418267,NA,NA,NA,NA,1,9.09009009009009
"80",1768,"Rallus tenuirostris","Mexican Rail","Rallidae","Gruiformes","AVIBASE-8C41ABD3",4,2,2,0,4,61.9,22.2,3.9,6.3,50.2,0.148766481,153,36.5,116.5,23.9,64.8,306,"Updated_literature","Dunning (2021)","NO",NA,NA,"Wetland",1,1,"Carnivore","Aquatic predator","Terrestrial",18.08,22.03,20.18,-100.98,189445.5,22728525,2,1,0,1,0,0,0,0,0,0,0,0,0,1.827614408,-0.298670536,NA,NA,2.278613668,-0.303547256,0,25.4369369369369
"81",1770,"Rallus elegans","King Rail","Rallidae","Gruiformes","AVIBASE-0BB84341",5,2,3,0,4,59.1,35.6,4.4,8.1,53.2,0.177625955,158.4,38.6,118.2,24.6,58,313.3,"Dunning",NA,"NO",NA,NA,"Wetland",1,1,"Carnivore","Aquatic predator","Terrestrial",17.85,47.12,36.43,-88.8,3180557.02,62155060,2,0,1,1,0,1,1,0,1,1,0,1,0,1.851190504,2.522039704,1.95272859,10.4,3.269379405,-0.097665146,0,54.2432432432432
"82",1771,"Rallus crepitans","Clapper Rail","Rallidae","Gruiformes","AVIBASE-E893F98D",4,2,2,0,4,64.7,20.9,3.8,6.2,48.4,0.122044745,148,33,115,22.3,61,306,"Updated_literature","Dunning (2021)","NO",NA,NA,"Wetland",1,2,"Carnivore","Aquatic predator","Terrestrial",9,43.46,25.57,-80.32,227121.95,62155296,1,0,0,0,0,0,0,0,0,0,0,0,0,1.827614408,-0.117284822,NA,NA,1.968098426,-0.368072634,0,22.5540540540541
"83",1773,"Rallus limicola","Virginia Rail","Rallidae","Gruiformes","AVIBASE-4880DC55",8,2,4,2,8,37.8,24.9,2.9,5.4,32.4,-0.129139566,101,26.8,74.2,26.5,38.6,84.1,"Dunning",NA,"NO",NA,NA,"Wetland",1,3,"Carnivore","Aquatic predator","Terrestrial",-17.32,55.34,43.23,-100.95,5650094.92,22692479,1,0,0,0,0,0,0,0,0,0,0,0,0,0.536035873,3.096655704,1.441534547,8.5,2.141265419,-0.33208836,0,28.0315315315315
"84",1778,"Rallus caerulescens","African Rail","Rallidae","Gruiformes","AVIBASE-5B443EDE",5,2,3,0,4,50.2,32.9,4,7.5,40.3,-0.032941319,119,21.9,94.4,18.9,42,162.1,"Dunning",NA,"NO",NA,NA,"Wetland",2,1,"Carnivore","Aquatic predator","Terrestrial",-34.84,13.61,-13.68,29.18,5673805.66,22692498,1,0,0,0,0,0,0,0,0,0,0,0,0,1.192242735,3.100843443,0.257716763,4.1,4.314887199,0.119592418,0,26.5225225225225
"85",1779,"Rallus madagascariensis","Madagascar Rail","Rallidae","Gruiformes","AVIBASE-DBBFE96E",4,2,2,0,4,55.6,42,4.8,7.4,37.6,-0.1034867,105.8,21.2,84.5,20.1,40,114,"Dunning",NA,"NO",NA,NA,"Wetland",2,1,"Carnivore","Aquatic predator","Terrestrial",-25.06,-14.18,-19.14,48.36,149530.83,22692504,3,1,0,0,0,0,1,0,0,0,0,0,0,0.840227754,-0.535269328,NA,NA,2.442088977,-0.269576924,1,8.51351351351351
"86",1780,"Aramidopsis plateni","Snoring Rail","Rallidae","Gruiformes","AVIBASE-80EC4AB6",1,0,0,1,1,49.8,29.7,3.9,8.5,58.2,0.068601275,138,5.9,132.1,4.3,36,116,"Inferred",NA,"YES","Body Mass","Lewinia striata","Woodland",2,1,"Carnivore","Aquatic predator","Terrestrial",-4.9,1.76,-1.27,121.86,83126.44,22692552,3,1,1,0,0,0,1,0,0,0,0,0,0,0.857619497,-1.122409098,NA,NA,4.564945321,0.171554746,1,5.38288288288288
"87",1784,"Lewinia muelleri","Auckland Rail","Rallidae","Gruiformes","AVIBASE-C5AFD635",0,0,0,0,0,30.1,19,3.3,5.2,29.2,-0.167618864,93.8,18.5,75.5,19.7,41,93,"Dunning",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Lewinia pectoralis","Forest",2,1,"Carnivore","Aquatic predator","Terrestrial",-50.91,-50.6,-50.85,166.04,43.24,22692529,3,0,1,0,0,0,0,0,0,0,0,0,0,0.636628799,-8.683761207,NA,NA,4.445494085,0.146732659,1,28.6351351351351
"88",1786,"Gallirallus calayanensis","Calayan Rail","Rallidae","Gruiformes","AVIBASE-CB7F715F",1,0,0,1,1,33.1,19.9,5,9.7,58.1,0.13273344,150,14.9,135.1,9.9,76.2,244,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",19.29,19.35,19.32,121.47,67.91,22732059,3,0,1,1,0,1,1,0,0,0,0,0,0,1.601197531,-8.2323439,NA,NA,3.703410647,-0.007473021,1,1.28837209302326
"89",1788,"Gallirallus australis","Weka","Rallidae","Gruiformes","AVIBASE-0136C1F3",6,2,1,3,4,46.6,22.6,5.8,11.3,57.5,0.224656209,167.2,9,155.8,5.6,117.2,875.7,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Terrestrial",-47.29,-35.17,-42.53,171.38,41536.8,22692384,3,0,1,0,0,1,1,0,0,0,0,1,0,2.879052873,-1.816192139,-0.067780373,2.890196079,6.450523433,0.563379761,1,49.5
"90",1792,"Eulabeornis castaneoventris","Chestnut Rail","Rallidae","Gruiformes","AVIBASE-EC514143",8,2,4,2,6,58.8,32.7,6.1,12.2,67.5,0.480115997,215,54.5,163.7,25,113,684.5,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Aquatic predator","Terrestrial",-17.1,-5.32,-13.41,128.64,69431.58,22692778,1,0,0,0,0,0,0,0,0,0,0,1,0,2.632717951,-1.302430113,0.365336561,4.5,6.064844801,0.483235356,0,18.1711711711712
"91",1794,"Hypotaenidia okinawae","Okinawa Rail","Rallidae","Gruiformes","AVIBASE-4060A1CC",0,0,0,0,0,43.6,24.6,4.4,8.5,52.2,0.094254141,142.8,34,108.7,23.9,52.5,433,"Dunning",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Hypotaenidia torquata","Forest",1,1,"Carnivore","Invertivore","Terrestrial",26.53,26.87,26.67,128.13,594.31,22692412,4,1,1,1,0,1,1,0,1,0,0,1,0,2.174767034,-6.063126131,NA,NA,5.254907572,0.314929591,1,16.0945945945946
"92",1802,"Hypotaenidia owstoni","Guam Rail","Rallidae","Gruiformes","AVIBASE-8E3F31AB",1,1,0,0,1,38.7,21.2,4.8,8.2,43.4,-0.070351748,112,17,95,15.2,49,226,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Terrestrial",NA,NA,NA,NA,NA,22692441,5,1,1,1,0,0,0,0,1,0,0,1,0,1.524564305,NA,NA,NA,3.983906762,0.050814352,1,10.1351351351351
"93",1806,"Hypotaenidia philippensis","Buff-banded Rail","Rallidae","Gruiformes","AVIBASE-732D08C3",8,1,4,3,4,32.5,16.6,4.1,7.3,42.9,0.08730649,141.5,36.2,100.3,26.5,66.7,205.9,"Dunning",NA,"NO",NA,NA,"Wetland",2,1,"Omnivore","Omnivore","Terrestrial",-47.29,19.58,-14.9,139.64,2532556.07,22692425,1,0,0,0,0,0,0,0,0,0,0,0,0,1.43141992,2.294212456,NA,NA,3.067466663,-0.139622816,0,2.77027027027027
"94",1808,"Dryolimnas cuvieri","White-throated Rail","Rallidae","Gruiformes","AVIBASE-41D9C3F5",11,7,3,1,9,45.5,27.2,4.6,8.1,46.2,0.064860232,137.3,25.9,109.3,19.1,52.5,182.4,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Omnivore","Terrestrial",-25.61,-9.34,-19.38,46.7,590995.52,22692535,1,0,0,0,0,0,0,0,0,0,0,0,0,1.310231384,0.839036517,0.096287065,3.5,5.064254559,0.275311704,0,1.02252252252252
"95",1810,"Crex egregia","African Crake","Rallidae","Gruiformes","AVIBASE-09A0F2EB",5,2,3,0,4,25.1,13.1,3.6,6.9,43,-0.021183755,121.2,25.9,96.4,21.1,38.4,119,"Dunning",NA,"NO",NA,NA,"Wetland",2,3,"Carnivore","Omnivore","Terrestrial",-30.91,16.83,-5.1,21,11681471.46,22692539,1,1,0,1,0,0,0,0,0,0,0,0,0,0.883152799,3.822987309,0.553671209,5.2,2.677801488,-0.220595629,0,5.57207207207207
"96",1811,"Crex crex","Corncrake","Rallidae","Gruiformes","AVIBASE-7E257242",5,2,3,0,4,24.2,10.2,3.5,6.4,40.5,0.063256928,137,46.4,89.6,34.1,51.2,154.9,"Dunning",NA,"NO",NA,NA,"Grassland",2,3,"Carnivore","Omnivore","Terrestrial",38.84,66.5,53.88,60.58,12516028.75,22692543,1,1,1,0,0,1,1,1,1,0,0,1,0,1.146809054,3.891993481,1.845108792,10,2.035985627,-0.353965606,0,34.1081081081081
"97",1819,"Aramides axillaris","Rufous-necked Wood-rail","Rallidae","Gruiformes","AVIBASE-4EAFBF4C",4,0,2,2,4,40.5,21.8,5.1,10,53.1,0.219311862,166.2,40.3,126,24.2,53.5,292,"Dunning",NA,"NO",NA,NA,"Woodland",1,1,"Carnivore","Aquatic predator","Terrestrial",-7.07,24.7,10.76,-78.66,393931.62,22692565,1,0,0,0,0,0,0,0,0,0,0,0,0,1.780783108,0.433405421,0.49986131,5,3.961372957,0.046131805,0,0.783783783783784
"98",1823,"Cyanolimnas cerverai","Zapata Rail","Rallidae","Gruiformes","AVIBASE-F7E6722E",5,4,1,0,5,40.3,21.8,4.2,8.2,42.2,-0.12058861,102.6,10.3,92.3,10,43.2,175,"EltonTraits_Model",NA,"NO",NA,NA,"Wetland",2,1,"Carnivore","Aquatic predator","Terrestrial",22.3,22.57,22.44,-81.39,1003.79,22692737,5,0,1,0,0,0,1,0,1,0,0,0,0,1.26881528,-5.538989084,NA,NA,4.64294426,0.187763003,1,5.30630630630631
"99",1826,"Pardirallus maculatus","Spotted Rail","Rallidae","Gruiformes","AVIBASE-E202D760",5,3,2,0,4,43.4,28.9,4.5,8.1,38.7,-0.017977147,121.8,30.9,91.9,25.1,48.2,171,"Dunning",NA,"NO",NA,NA,"Wetland",2,2,"Carnivore","Aquatic predator","Terrestrial",-37.4,23.07,-12.71,-54.59,7546722.29,22692763,1,0,0,0,0,0,0,0,0,0,0,0,0,1.245692863,3.386096694,0.324979137,4.35,3.506341136,-0.048424262,0,14.8558558558559
"100",1834,"Porzana carolina","Sora","Rallidae","Gruiformes","AVIBASE-2CC21529",8,4,2,2,4,20.4,10.1,3,5.7,30.1,-0.121123045,102.5,34.8,69.5,33.4,50.8,74.8,"Dunning",NA,"NO",NA,NA,"Wetland",1,3,"Omnivore","Omnivore","Terrestrial",30.64,65.84,48.73,-101.49,9780642.26,22692684,1,0,0,0,0,0,0,0,0,0,0,0,0,0.418847191,3.645388511,2.114158288,11,1.865370331,-0.389419635,0,60.9189189189189
"101",1835,"Porzana porzana","Spotted Crake","Rallidae","Gruiformes","AVIBASE-460708F9",8,4,4,0,4,19.8,10.4,2.5,5,28.7,-0.065541836,112.9,39,73.9,34.5,45,87.1,"Dunning",NA,"NO",NA,NA,"Wetland",1,3,"Omnivore","Aquatic predator","Terrestrial",24.02,65.92,54.44,55.52,10691863.17,22692676,1,0,0,0,0,0,0,0,1,0,0,1,0,0.57108619,3.734466359,1.97963354,10.5,2.060876036,-0.348793354,0,9.29279279279279
"102",1838,"Zapornia paykullii","Band-bellied Crake","Rallidae","Gruiformes","AVIBASE-3FEE66C7",5,2,3,0,4,28.5,14.1,3.7,7.3,35.8,0.006606849,126.4,37.5,89.7,29.4,53.4,111,"Dunning",NA,"NO",NA,NA,"Wetland",2,3,"Carnivore","Aquatic predator","Terrestrial",32.27,53.85,44.21,125.72,1588796.19,22692702,2,1,0,1,0,0,0,0,1,0,0,0,0,0.813559507,1.827959975,NA,NA,2.38604808,-0.281222278,0,1.61261261261261
