"","species","English.name","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","wing.lcentr","clutchcentr","clutch.size","gen.length","genlcentr","hits"
"52","Calliope pectardens","Firethroat",9217,"Muscicapidae","Passeriformes","AVIBASE-AD2D6B14",5,0,5,0,4,15,8.2,3,3.1,26.5,71,12.7,58.8,17.8,56.2,14.5,"Updated_literature","BoW","NO",NA,NA,0,2,3,"Carnivore","Invertivore","Terrestrial",27.7,38.05,32.13,101.52,814933.45,22709724,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2.79449302,-1.827650422,-0.360794359,NA,NA,2.170388714,-4.536915966,4.26576576576577
"53","Anthus pratensis","Meadow Pipit",9962,"Motacillidae","Passeriformes","AVIBASE-14873249",26,15,11,0,9,14.2,8.1,3.1,3.1,21.5,77.8,18.9,58.7,24.3,56.3,18.4,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Invertivore","Terrestrial",41.08,71.19,59.47,30.67,6733599.47,22718556,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4.90625169,-1.589448406,-0.332886721,1.77241644,4.775,2.174634737,-4.529594167,9.77927927927928
"54","Setophaga kirtlandii","Kirtland's Warbler",10603,"Parulidae","Passeriformes","AVIBASE-B9A2B7CC",4,2,2,0,3,13.3,7.9,3.8,3.9,20.5,70,14.3,55.7,20.5,59.5,13.9,"Dunning",NA,"NO",NA,NA,0,2,3,"Carnivore","Invertivore","Insessorial",43.4,46.95,45.37,-87.6,37706.54,22721722,2,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.27877988,-1.869910231,-0.364898423,1.615655151,4.63,2.181159176,-4.51834349,3.67117117117117
"55","Vireo bellii","Bell's Vireo",6417,"Vireonidae","Passeriformes","AVIBASE-C3168495",13,3,10,0,4,13.5,7,3.7,3.7,19.2,55.7,10.8,44.9,19.4,44.1,8.5,"Dunning",NA,"NO",NA,NA,0,2,3,"Carnivore","Invertivore","Insessorial",21.36,47.35,34.81,-99.81,2636566.53,22705156,1,0,1,1,1,0,0,1,0,1,1,0,0,0,3.96861936,-2.361732908,-0.423586544,0.826443142,3.9,2.186976141,-4.508312775,7.43693693693694
"56","Serinus syriacus","Syrian Serin",10220,"Fringillidae","Passeriformes","AVIBASE-95594E16",5,2,3,0,4,10.1,6.1,4.5,5.6,14.4,73.4,22.3,51.7,30.1,52.8,11.7,"Dunning",NA,"NO",NA,NA,0,2,2,"Herbivore","Granivore","Generalist",30.08,34.66,32.81,35.76,7402.84,22720053,3,1,1,0,0,0,0,1,0,1,0,0,1,0,-1.906749721,-2.042210229,-0.350944604,0.934554376,4,2.201323567,-4.483572219,4.0045045045045
"57","Anthus cervinus","Red-throated Pipit",9959,"Motacillidae","Passeriformes","AVIBASE-319D044A",13,6,7,0,4,14.1,7.9,3,3,21.7,83.3,22.9,60.3,27.5,56.6,20.9,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Invertivore","Terrestrial",48.72,75.18,68.1,104.51,3787889.02,22718560,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.33095073,-1.462049912,-0.310314367,2.404867159,5.36,2.209202316,-4.469986184,5.85585585585586
"58","Acrocephalus paludicola","Aquatic Warbler",7556,"Acrocephalidae","Passeriformes","AVIBASE-C15141A6",5,2,3,0,4,12.3,7,2.6,2.9,19.4,62.1,17.7,44.4,28.4,47.2,11.6,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Invertivore","Insessorial",49.28,56.15,52.09,24.27,182586.45,22714696,3,1,1,0,0,0,0,1,0,1,0,0,1,0,1.29861033,-2.050793973,-0.397320532,1.945394415,4.935,2.226320722,-4.440467379,7.06756756756757
"59","Setophaga fusca","Blackburnian Warbler",10611,"Parulidae","Passeriformes","AVIBASE-4168AF09",44,20,18,6,4,12.3,8,3.5,3.5,17.6,65.7,21.9,45.6,32.4,47.2,9.7,"Dunning",NA,"NO",NA,NA,0,1,3,"Carnivore","Invertivore","Insessorial",34.72,54.24,47.11,-82.52,2026720.02,22721695,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.70556058,-2.229673185,-0.3825459,0.934554376,4,2.237287672,-4.421556081,15.3693693693694
"60","Oenanthe oenanthe","Northern Wheatear",9334,"Muscicapidae","Passeriformes","AVIBASE-DF526047",29,13,16,0,4,17.9,9.9,3.7,3.7,27.3,95.1,30.5,64.6,32.1,56.7,25.4,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Invertivore","Insessorial",28.01,81.4,56.46,53.12,29248291.46,103773898,1,0,1,0,1,0,0,1,0,0,0,0,1,0,6.37496301,-1.267049897,-0.261886407,2.556222887,5.5,2.246001873,-4.406529402,14.0945945945946
"61","Glaucidium brodiei","Collared Owlet",2770,"Strigidae","Strigiformes","AVIBASE-BD6F3561",5,2,3,0,4,20.5,11.3,6.7,10.6,16.7,92.6,19.4,74.3,20.7,50.4,59.4,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Vertivore","Insessorial",-2.07,35.64,23.41,103.36,2470997.29,200290653,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3.90376368,-0.417504845,-0.272146568,0.934554376,4,2.247669693,-4.40365343,9.06306306306306
"62","Anthus nilghiriensis","Nilgiri Pipit",9976,"Motacillidae","Passeriformes","AVIBASE-9E5537A4",5,2,3,0,4,15.5,9.1,3.6,3.9,23.7,74.8,11.8,62.7,15.8,69.3,31,"Inferred",NA,"YES","Body Mass","Anthus sylvanus",0,3,1,"Carnivore","Invertivore","Terrestrial",8.34,12.37,10.5,76.97,11553.33,22718582,3,1,1,0,0,0,0,0,1,1,0,0,1,0,-1.461639724,-1.067811867,-0.345198914,-0.362780432,2.8,2.252178556,-4.395878392,4.02702702702703
"63","Acrocephalus melanopogon","Moustached Warbler",7557,"Acrocephalidae","Passeriformes","AVIBASE-E1559C49",13,5,8,0,4,12.7,7.2,2.6,2.5,19,56.7,10.9,45.8,19.3,47.8,10.9,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Invertivore","Insessorial",24.37,49.94,42.27,49.27,2304218.81,22714693,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.83388356,-2.113036282,-0.41948248,0.934554376,4,2.255125736,-4.390796305,3.74324324324324
"64","Setophaga caerulescens","Black-throated Blue Warbler",10615,"Parulidae","Passeriformes","AVIBASE-67B455A7",9,4,5,0,4,13,7.4,3.4,3.3,18.6,62.2,14.9,47,24.1,48.9,10.1,"Dunning",NA,"NO",NA,NA,0,1,3,"Carnivore","Invertivore","Insessorial",33.82,49.94,44.91,-77.04,1168234.94,22721673,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.15463586,-2.189263647,-0.396910126,0.934554376,4,2.256927131,-4.387689998,7.54504504504505
"65","Ficedula subrubra","Kashmir Flycatcher",9264,"Muscicapidae","Passeriformes","AVIBASE-BFB564AA",5,2,3,0,4,12,6.5,3.4,3,16.9,66.4,13.8,51.9,21,50.8,10.4,"Dunning",NA,"NO",NA,NA,0,2,3,"Carnivore","Invertivore","Insessorial",33.26,34.03,33.6,74.76,8323.65,22709346,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-1.78951257,-2.159993265,-0.379673055,1.475110547,4.5,2.26356114,-4.37625038,8.31531531531532
"66","Loxia scotica","Scottish Crossbill",10208,"Fringillidae","Passeriformes","AVIBASE-74FCC44D",10,5,5,0,4,20,15.3,7.4,12.1,16.9,97.4,33.2,63,34.5,61.5,43.2,"Dunning",NA,"NO",NA,NA,0,1,2,"Herbivore","Granivore","Insessorial",56.43,58.12,57.22,-3.92,13734.01,22720641,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.288738193,-0.735958576,-0.252447059,0.393998206,3.5,2.264659347,-4.374356643,4.87837837837838
"67","Prunella montanella","Siberian Accentor",9617,"Prunellidae","Passeriformes","AVIBASE-D3220040",5,2,3,0,4,12.9,7.4,3.5,3.4,18.9,72.1,17.5,54.1,24.4,66.4,17,"Dunning",NA,"NO",NA,NA,0,2,3,"Carnivore","Invertivore","Terrestrial",47.27,72.25,62.42,117.86,6373551.3,22718630,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.85129867,-1.668585727,-0.356279888,2.015666717,5,2.268002597,-4.368591577,1.62612612612613
"68","Rallus tenuirostris","Mexican Rail",1768,"Rallidae","Gruiformes","AVIBASE-8C41ABD3",4,2,2,0,4,61.9,22.2,3.9,6.3,50.2,153,36.5,116.5,23.9,64.8,306,"Updated_literature","Dunning (2021)","NO",NA,NA,0,1,1,"Carnivore","Aquatic predator","Terrestrial",18.08,22.03,20.18,-100.98,189445.5,22728525,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1.33548795,1.221786031,-0.024261078,NA,NA,2.278613668,-4.350293953,25.4369369369369
"69","Loxops caeruleirostris","Akekee",10090,"Fringillidae","Passeriformes","AVIBASE-0F8900D1",5,2,2,1,4,14.2,9.1,4.5,5.4,20.5,61.8,15.8,46.5,25.3,52.4,10.8,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",22.11,22.13,22.12,-159.43,5.22,22720832,5,1,0,1,1,0,0,1,0,0,0,0,1,0,-9.163871308,-2.122252937,-0.398551751,-1.227670305,2,2.282846669,-4.342994609,7.63063063063063
"70","Setophaga ruticilla","American Redstart",10602,"Parulidae","Passeriformes","AVIBASE-BED38F50",35,18,16,1,6,12.3,6.8,4,3,17,62,15.6,48,24.6,52.6,8.2,"Dunning",NA,"NO",NA,NA,0,1,3,"Carnivore","Invertivore","Insessorial",30.05,65.02,47.72,-98.09,6675504.95,22721762,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8975867,-2.397664917,-0.397730939,0.934554376,4,2.290661573,-4.329518668,10.6216216216216
"71","Calliope obscura","Blackthroat",9218,"Muscicapidae","Passeriformes","AVIBASE-497B8CEE",5,0,5,0,4,14.2,8.7,3.5,3.3,26.7,68,13.5,55,19.8,47.8,19.6,"EltonTraits_GenAvg",NA,"NO",NA,NA,0,1,2,"Carnivore","Invertivore","Generalist",30.97,35.67,33.49,104.89,67106.71,22709717,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0.29767061,-1.526269505,-0.373106552,0.934554376,4,2.292564734,-4.326236877,32.8873873873874
"72","Porphyrospiza caerulescens","Blue Finch",10772,"Thraupidae","Passeriformes","AVIBASE-17B1CAD5",4,1,3,0,4,12.7,7.8,4,5.2,18,62.5,7.7,54.8,12.4,57.5,13,"Updated_literature","BoW","NO",NA,NA,0,3,1,"Herbivore","Granivore","Terrestrial",-20.35,-3.74,-13.95,-47.9,1671290.25,22723966,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3.51273778,-1.936849714,-0.395678906,NA,NA,2.302617792,-4.308901486,25.0900900900901
"73","Setophaga subita","Barbuda Warbler",10626,"Parulidae","Passeriformes","AVIBASE-9346A3C9",4,2,2,0,4,12.5,7.9,3,2.8,17,50.6,6.8,43.9,13.3,48.1,7.6,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Invertivore","Insessorial",17.54,17.73,17.63,-61.8,153.93,22729426,3,1,1,1,1,0,0,0,0,0,1,0,1,0,-5.779870756,-2.473650824,-0.444517273,-0.795225368,2.4,2.304221717,-4.306135694,2.18918918918919
"74","Ammospiza caudacuta","Saltmarsh Sparrow",10429,"Passerellidae","Passeriformes","AVIBASE-79C9C8C4",10,4,6,0,9,15.7,9,3.8,5.4,21.2,56.8,10.6,46.1,18.9,47.5,19.2,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Invertivore","Generalist",36.02,43.95,39.39,-74.71,69526.84,22721129,4,1,0,1,1,0,1,0,0,1,1,0,1,0,0.33309943,-1.546888792,-0.419072073,NA,NA,2.337685565,-4.248430974,7.93693693693694
"75","Tachycineta cyaneoviridis","Bahama Swallow",7738,"Hirundinidae","Passeriformes","AVIBASE-EB65944A",6,3,3,0,4,11.8,6.2,4.1,2.7,11.8,112.7,61.9,50.9,54.8,68.1,17.5,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Aerial",23.68,27.13,25.15,-77.89,8103.75,22712080,4,1,0,1,1,0,0,1,0,1,0,0,1,0,-1.816286514,-1.63959819,-0.189654873,-0.146557964,3,2.350198027,-4.226854611,9.02702702702703
"76","Capito fitzpatricki","Sira Barbet",3636,"Capitonidae","Piciformes","AVIBASE-080577D1",3,2,1,0,3,23.8,17,9.2,10.7,24.3,92,17,75,18.5,58.8,69.5,"DataFromSplit",NA,"NO",NA,NA,NA,1,1,"Herbivore","Frugivore","Insessorial",-10.75,-10.37,-10.56,-74.3,500.27,45359950,2,0,0,0,0,1,0,1,0,0,0,0,1,0,-4.601220757,-0.260472318,-0.274609006,NA,NA,2.353423875,-4.221291992,1.07207207207207
"77","Cecropis daurica","Red-rumped Swallow",7704,"Hirundinidae","Passeriformes","AVIBASE-ECD0580B",46,22,24,0,18,11.3,5.4,3.8,3,14.3,122.2,65,57.2,53.2,96.1,22.2,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Invertivore","Aerial",-14.74,54.78,29.46,82.45,18735899.27,103812643,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.92958328,-1.401706782,-0.150666261,1.004826678,4.065,2.362743673,-4.205221027,4.80630630630631
"78","Euphagus carolinus","Rusty Blackbird",10533,"Icteridae","Passeriformes","AVIBASE-5F77FED5",9,4,5,0,4,23,15.3,5,6.6,30.2,114.4,32.1,82.6,28,90,59.6,"Dunning",NA,"NO",NA,NA,0,2,3,"Omnivore","Omnivore","Terrestrial",42.42,69.61,57.69,-110.48,7275943.03,22724329,3,1,0,0,1,0,1,1,0,1,1,0,1,0,4.98371528,-0.414143497,-0.182677964,1.475110547,4.5,2.373692921,-4.186340255,25.1441441441441
"79","Haemorhous cassinii","Cassin's Finch",10153,"Fringillidae","Passeriformes","AVIBASE-AC1E519F",5,2,3,0,4,14,10.3,7.4,8.9,17.5,90.2,25.6,63.5,28.8,61.5,26.5,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Granivore","Insessorial",30.32,53.51,43.11,-114.16,1502229.58,22720560,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3.40609224,-1.224654338,-0.281996322,1.475110547,4.5,2.375655281,-4.182956381,3.81981981981982
"80","Magumma parva","Anianiau",10088,"Fringillidae","Passeriformes","AVIBASE-55DDF05C",4,2,2,0,4,15.7,9.7,3.7,4.3,19.6,57.5,12.5,45,21.8,43,9.3,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",22.01,22.2,22.11,-159.59,318.21,22720774,3,1,1,1,1,0,0,1,0,0,0,0,1,0,-5.053657168,-2.271784671,-0.416199228,-0.146557964,3,2.376509027,-4.18148419,5.37837837837838
"81","Prinia familiaris","Bar-winged Prinia",7508,"Cisticolidae","Passeriformes","AVIBASE-49F183EA",4,0,4,0,4,14.5,8.7,2.7,3.2,21.6,54.2,5,49.3,9.1,56,9,"Updated_literature","BoW","NO",NA,NA,0,2,1,"Carnivore","Invertivore","Generalist",-8.85,5.66,-2.46,103.87,497167.74,22713598,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2.30031404,-2.304574494,-0.429742641,-0.362780432,2.8,2.384512182,-4.167683631,1.77477477477477
"82","Passerella arborea","American Tree Sparrow",10425,"Passerellidae","Passeriformes","AVIBASE-2A86F9C9",5,2,3,0,4,11.8,7.9,4.6,6.2,20.2,72.2,14.5,58.5,19.9,69.2,17.8,"Dunning",NA,"NO",NA,NA,0,2,3,"Omnivore","Omnivore","Terrestrial",51.01,70.58,61.74,-116.48,4982333.58,22721159,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.60504022,-1.622600614,-0.355869482,NA,NA,2.385897614,-4.165294606,17.6486486486486
"83","Zapornia paykullii","Band-bellied Crake",1838,"Rallidae","Gruiformes","AVIBASE-3FEE66C7",5,2,3,0,4,28.5,14.1,3.7,7.3,35.8,126.4,37.5,89.7,29.4,53.4,111,"Dunning",NA,"NO",NA,NA,0,2,3,"Carnivore","Aquatic predator","Terrestrial",32.27,53.85,44.21,125.72,1588796.19,22692702,2,0,1,0,1,0,0,0,0,1,0,0,0,0,3.46211846,0.20773113,-0.133429191,NA,NA,2.38604808,-4.165035144,1.61261261261261
"84","Hyliota usambara","Usambara Hyliota",7174,"Hyliotidae","Passeriformes","AVIBASE-BC190F25",2,1,1,0,2,12.9,7.3,3.2,3.3,16.2,62.5,11,51.5,17.6,40.5,11.2,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",-5.2,-4.84,-5.02,38.68,412.8,22715457,4,1,1,0,0,0,0,1,0,0,0,0,0,0,-4.793405496,-2.085885293,-0.395678906,-0.146557964,3,2.395821274,-4.148182347,2.02252252252252
"85","Dicaeum kampalili","Flame-crowned Flowerpecker",9422,"Dicaeidae","Passeriformes","AVIBASE-0C55C543",4,1,3,0,4,11.4,6.7,4.4,4.8,14.2,54.5,10.5,44,19.4,29.4,11.6,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Herbivore","Omnivore","Insessorial",5.56,9.82,7.61,125.31,62498.97,103776050,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.22653665,-2.050793973,-0.428511422,NA,NA,2.40646644,-4.129825931,1.04954954954955
"86","Setophaga petechia","American Yellow Warbler",10612,"Parulidae","Passeriformes","AVIBASE-A6C0C4A9",92,45,24,23,8,11.7,8,3.4,3.2,20,60.2,14.1,45.7,23.6,43.3,10.2,"Dunning",NA,"NO",NA,NA,0,1,3,"Carnivore","Invertivore","Insessorial",-3.94,70.64,50.59,-108.69,15552185.22,22721657,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.74334301,-2.179411351,-0.405118254,1.372404874,4.405,2.409592181,-4.124435935,12.1171171171171
"87","Oriolus kundoo","Indian Golden Oriole",6282,"Oriolidae","Passeriformes","AVIBASE-4C263A0E",16,5,11,0,4,30.9,19.4,9.2,8.7,23.6,138.9,46.4,93,33.3,84.6,65.6,"Updated_literature","Dunning (2021)","NO",NA,NA,0,1,3,"Omnivore","Omnivore","Insessorial",20.72,44.82,32.5,73.98,2500730.74,103692955,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.91572483,-0.318223375,-0.082128386,0.393998206,3.5,2.412006671,-4.120272413,13.0225225225225
"88","Passer hispaniolensis","Spanish Sparrow",9912,"Passeridae","Passeriformes","AVIBASE-5A8E09A1",23,6,17,0,13,15.4,10.5,7.3,8.4,19.9,76.3,19.9,56.4,26,54.7,24.2,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Granivore","Terrestrial",23.89,47.83,38.13,40.32,4197257.38,22718179,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.43357316,-1.315446438,-0.339042818,1.907555483,4.9,2.432645409,-4.084683183,22.4864864864865
"89","Setophaga chrysoparia","Golden-cheeked Warbler",10632,"Parulidae","Passeriformes","AVIBASE-8A35BFD6",6,3,3,0,4,13,8.2,3.5,4.3,18.2,61.7,13.2,48.5,21.4,53.7,9.9,"Dunning",NA,"NO",NA,NA,0,1,3,"Carnivore","Invertivore","Insessorial",29.56,33.25,30.74,-98.49,39798.62,22721692,4,1,1,1,1,0,1,1,0,1,0,0,1,0,-0.22478119,-2.209264314,-0.398962158,0.664276291,3.75,2.439937895,-4.072108094,7.54954954954955
"90","Rallus madagascariensis","Madagascar Rail",1779,"Rallidae","Gruiformes","AVIBASE-DBBFE96E",4,2,2,0,4,55.6,42,4.8,7.4,37.6,105.8,21.2,84.5,20.1,40,114,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Aquatic predator","Terrestrial",-25.06,-14.18,-19.14,48.36,149530.83,22692504,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1.09888916,0.234399377,-0.217972918,NA,NA,2.442088977,-4.06839879,8.51351351351351
"91","Petroica rodinogaster","Pink Robin",7128,"Petroicidae","Passeriformes","AVIBASE-517E978A",7,4,3,0,4,11.9,6,2.8,2.6,18.3,66.3,15.9,52.1,23.4,53,10.2,"Dunning",NA,"NO",NA,NA,0,1,2,"Carnivore","Invertivore","Insessorial",-43.64,-37.01,-40.58,146.56,103769.56,22704825,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.73355924,-2.179411351,-0.380083462,0.123720121,3.25,2.447768463,-4.058605142,24.6756756756757
"92","Machlolophus holsti","Yellow Tit",7229,"Paridae","Passeriformes","AVIBASE-171B0084",2,1,1,0,2,11.6,8.2,4.3,4.6,18.4,74.5,12.9,61.5,17.4,51.5,16.7,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",22.35,24.88,23.79,121.12,12987.01,22711939,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.344663804,-1.686390352,-0.346430134,0.393998206,3.5,2.463326101,-4.031777709,23.6486486486486
"93","Ficedula platenae","Palawan Flycatcher",9281,"Muscicapidae","Passeriformes","AVIBASE-C7896162",4,1,2,1,4,13.8,8,4.1,3.7,19.2,61.2,8.3,53,13.5,41.8,12.1,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",8.33,11.43,9.73,118.56,11490.79,22709386,3,1,0,0,0,1,0,1,0,0,0,0,0,0,-1.467067586,-2.008593618,-0.40101419,NA,NA,2.466692999,-4.025971864,2.86936936936937
"94","Passerina ciris","Painted Bunting",10717,"Cardinalidae","Passeriformes","AVIBASE-0BDB87DE",23,10,12,1,8,11.7,7.6,4.9,6.5,18.8,69.6,15,54.1,21.6,52.4,15.5,"Dunning",NA,"NO",NA,NA,0,2,3,"Herbivore","Granivore","Terrestrial",25.29,39.1,32.24,-97.06,1410893.89,22723957,1,0,0,1,1,0,1,1,0,0,0,0,0,0,3.34336532,-1.760959047,-0.366540049,0.393998206,3.5,2.467333191,-4.024867923,25.8063063063063
"95","Poecile montanus","Willow Tit",7213,"Paridae","Passeriformes","AVIBASE-F963401E",25,12,13,0,4,11,7.1,3.4,4,16.2,65.5,11.6,53.9,17.7,59.3,11.1,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Invertivore","Insessorial",30.99,71.19,56.04,80.66,21263364.59,155139697,1,0,0,1,0,0,0,1,0,0,0,0,1,0,6.05612747,-2.094853963,-0.383366713,4.718447568,7.5,2.468340754,-4.023130492,26.7702702702703
"96","Nemosia rourei","Cherry-throated Tanager",10756,"Thraupidae","Passeriformes","AVIBASE-D9A06584",1,0,1,0,0,9.5,9.3,6.1,5.2,19,84.5,18,66.5,21.3,56.9,22,"Updated_literature","BoW","YES","Beak Depth","Nemosia pileata",NA,1,1,"Carnivore","Invertivore","Insessorial",-20.56,-19.89,-20.38,-41.17,52.79,22722293,5,1,1,0,1,1,0,1,0,0,0,0,1,0,-6.850046931,-1.410756618,-0.305389489,NA,NA,2.468432982,-4.022971455,1.0045045045045
"97","Tachycineta euchrysea","Golden Swallow",7737,"Hirundinidae","Passeriformes","AVIBASE-21BA7041",4,0,0,4,4,9.5,4.8,3.1,2.6,10.8,108,60,48,55.5,56.6,17,"EltonTraits_GenAvg",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Aerial",17.95,19.31,18.68,-71.37,8014.22,22712086,3,1,1,1,0,0,0,0,0,0,0,0,0,0,-1.827395967,-1.668585727,-0.208943976,-0.146557964,3,2.472523336,-4.01591809,24.4189189189189
"98","Drepanis coccinea","Iiwi",10099,"Fringillidae","Passeriformes","AVIBASE-A71C0CB7",5,2,3,0,4,29.2,20.8,4.5,5.9,23.7,77.3,19.4,56.5,25.5,56.7,18.2,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Nectarivore","Insessorial",19.1,22.2,19.93,-156.06,3813.22,22720844,3,1,1,1,1,0,0,1,0,0,0,0,1,0,-2.570139454,-1.600377477,-0.334938753,NA,NA,2.473744418,-4.013812469,16.0540540540541
"99","Upupa epops","Common Hoopoe",3324,"Upupidae","Bucerotiformes","AVIBASE-FA2F9125",14,7,7,0,12,55.8,46.9,5.5,6.3,21.1,142.3,30.5,111.5,21.4,96.9,66.9,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Invertivore","Terrestrial",-34.84,60.04,29.41,61.88,46881685.44,22682655,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6.84676894,-0.298600104,-0.068174567,2.772445355,5.7,2.477065393,-4.008085813,19.0945945945946
"100","Oreomystis bairdi","Akikiki",10069,"Fringillidae","Passeriformes","AVIBASE-2CFFFB8A",4,2,2,0,4,16.8,11,4,5.2,20.1,67.2,13.3,54,19.8,45.8,14.2,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",22.05,22.17,22.1,-159.57,85.6,22720809,5,1,1,1,0,0,0,1,0,0,0,0,1,0,-6.366683427,-1.848557106,-0.376389804,NA,NA,2.482175273,-3.999274388,10.8378378378378
"101","Cyanecula svecica","Bluethroat",9214,"Muscicapidae","Passeriformes","AVIBASE-AFD6FD81",14,8,6,0,4,15.1,8.9,3.2,3.2,26.3,73.1,15.6,57.5,21.3,50,17.2,"Dunning",NA,"NO",NA,NA,0,2,3,"Carnivore","Invertivore","Generalist",31.76,71.22,58.14,79.97,19896158.85,22709707,1,0,1,1,0,0,0,1,0,1,0,0,0,0,5.98966854,-1.656889687,-0.352175824,NA,NA,2.484010114,-3.996110407,11.0720720720721
"102","Apalis karamojae","Karamoja Apalis",7420,"Cisticolidae","Passeriformes","AVIBASE-D029B521",2,1,1,0,2,14.1,8.9,2.5,2.7,16.5,49,5.2,43.8,10.8,48,9.2,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Invertivore","Insessorial",-5.16,4.03,-1.92,34.45,23145.5,22713830,3,1,1,1,0,0,1,1,0,1,0,0,0,0,-0.76681305,-2.282595587,-0.451083776,NA,NA,2.488378288,-3.988577972,2.13063063063063
"103","Eurochelidon sirintarae","White-eyed River Martin",7677,"Hirundinidae","Passeriformes","AVIBASE-C1570ECC",1,0,0,1,1,15.9,9.3,4.8,4.9,16.8,117,59.7,57.3,51,39,26,"EltonTraits_GenAvg",NA,"NO",NA,NA,NA,3,3,"Carnivore","Invertivore","Aerial",15.23,15.24,15.24,100.25,0.98,22712042,5,1,1,0,0,0,0,1,1,1,0,0,0,0,-10.83657142,-1.243702533,-0.172007396,NA,NA,2.488401124,-3.988538594,1.21621621621622
"104","Setophaga angelae","Elfin Woods Warbler",10599,"Parulidae","Passeriformes","AVIBASE-369BAA3C",4,1,2,1,4,11.8,7.6,3.4,2.7,16.5,52.6,10.4,42.3,19.7,44.5,7.7,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",18.11,18.33,18.21,-66.45,135.32,22721749,4,1,1,0,1,0,0,0,0,0,0,0,1,0,-5.908726366,-2.460578742,-0.436309144,-1.227670305,2,2.501897347,-3.965265844,2.15765765765766
