"","species","English.name","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","wing.lcentr","clutchcentr","clutch.size","gen.length","genlcentr","hits"
"53","Zosterops melanocephalus","Mount Cameroon Speirops",8178,"Zosteropidae","Passeriformes","AVIBASE-2F6AB5CF",5,2,3,0,4,14.4,7.5,3.1,2.9,20.4,62.8,12.8,49.7,20.4,45.5,10.9,"Dunning",NA,"NO",NA,NA,0,2,1,"Omnivore","Invertivore","Insessorial",4.12,4.31,4.21,9.17,148.5,22713904,3,1,0,0,0,0,0,0,0,1,0,1,0,0,-5.815783752,-2.113036282,-0.394447687,-0.687114134,2.5,1.907548711,-4.990154599,0
"54","Zosterops oleagineus","Yap Olive White-eye",8231,"Zosteropidae","Passeriformes","AVIBASE-78540AAF",2,1,1,0,2,17.5,10.2,3.3,3.5,19.5,69.8,11.4,58.4,16.4,45.5,10.6,"EltonTraits_GenAvg",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",9.44,9.64,9.54,138.12,97.97,22714267,2,0,0,1,0,0,0,0,0,1,0,0,1,0,-6.231707401,-2.14094507,-0.365719236,NA,NA,1.911004613,-4.984195277,0
"55","Zosterops hypolais","Yap Plain White-eye",8252,"Zosteropidae","Passeriformes","AVIBASE-645B1F93",2,1,1,0,2,13.9,7.6,2.7,2.5,17.8,57,9.7,47.3,17,41.5,10.6,"EltonTraits_GenAvg",NA,"NO",NA,NA,0,2,1,"Omnivore","Omnivore","Insessorial",9.44,9.64,9.54,138.12,97.97,22714053,2,0,0,1,0,0,0,0,0,0,0,0,1,0,-6.231707401,-2.14094507,-0.418251261,NA,NA,1.911004613,-4.984195277,0
"56","Heteromunia pectoralis","Pictorella Mannikin",9860,"Estrildidae","Passeriformes","AVIBASE-E6B72B68",8,4,4,0,4,13.5,9.5,6.6,7.1,14.5,58.8,12.8,46.6,21.5,40.2,15.2,"Dunning",NA,"NO",NA,NA,0,3,1,"Herbivore","Granivore","Terrestrial",-23.35,-12.04,-18.09,133.17,1302318.41,22719908,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3.26328792,-1.780503643,-0.410863945,1.907555483,4.9,1.91111175,-4.984010531,0
"57","Otus brucei","Pallid Scops-owl",2844,"Strigidae","Strigiformes","AVIBASE-08C90B0F",4,2,2,0,4,17.2,9.1,5.1,9,31.3,159,53,106,33.4,78.2,84.4,"Dunning",NA,"NO",NA,NA,0,2,2,"Carnivore","Invertivore","Insessorial",21.66,46.52,36.55,62.95,1459194.93,22688631,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.37702671,-0.066231669,0.000363309,1.691333015,4.7,1.912029382,-4.982428175,0
"58","Erythrura trichroa","Blue-faced Parrotfinch",9882,"Estrildidae","Passeriformes","AVIBASE-A47408C2",10,5,5,0,4,14,9.3,6.2,7.6,17.1,58.5,13.4,46.5,22.4,49.1,14.4,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Granivore","Insessorial",-21.66,9.77,-4.48,137.17,858792.1,22719712,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.84691344,-1.834570864,-0.412095164,0.664276291,3.75,1.912104355,-4.982298893,0
"59","Rhipidura ocularis","Guadalcanal Fantail",6735,"Rhipiduridae","Passeriformes","AVIBASE-F3460FF2",4,2,2,0,4,11.8,6.2,3.5,3.1,16.7,72,13.9,58,19.4,76.5,11.1,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",-9.85,-9.56,-9.72,160.18,968.19,103710179,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.940940361,-2.094853963,-0.356690295,NA,NA,1.912743673,-4.981196459,0
"60","Rhipidura coultasi","White-gorgeted Fantail",6705,"Rhipiduridae","Passeriformes","AVIBASE-0F995883",0,0,0,0,0,16.8,10,5.5,4.3,14.6,85.8,18.4,67.3,21.5,85.2,17.5,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Rhipidura cockerelli",0,1,1,"Carnivore","Invertivore","Insessorial",-9.8,-7.87,-9,161,4369.01,103709405,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.434076992,-1.63959819,-0.300054206,NA,NA,1.912743673,-4.981196459,0
"61","Rhipidura rufilateralis","Taveuni Streaked Fantail",6739,"Rhipiduridae","Passeriformes","AVIBASE-2618FA8A",0,0,0,0,0,11.6,5.5,3.1,3.1,20.9,73,15.1,58,20.6,92.5,12.9,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Rhipidura verreauxi",NA,2,1,"Carnivore","Invertivore","Insessorial",-17.01,-16.17,-16.85,-68.14,425.03,103710745,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-4.764208955,-1.94457176,-0.35258623,NA,NA,1.912743673,-4.981196459,0
"62","Rhipidura sauli","Tablas Fantail",6688,"Rhipiduridae","Passeriformes","AVIBASE-D934677B",0,0,0,0,0,14.6,7.1,4.6,3.8,18.1,77.5,14.3,63.2,18.4,84.1,13.6,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Rhipidura cyaniceps",0,2,1,"Carnivore","Invertivore","Insessorial",12.1,12.68,12.41,122.04,677.81,103707852,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-4.297501697,-1.891729278,-0.33411794,-1.227670305,2,1.912743673,-4.981196459,0
"63","Lanius meridionalis","Iberian Grey Shrike",6907,"Laniidae","Passeriformes","AVIBASE-EDE09959",21,4,12,5,4,22.9,13.2,6.7,8.9,30.6,104.1,24.8,79.2,23.8,106.2,60.4,"Dunning",NA,"NO",NA,NA,0,2,2,"Carnivore","Invertivore","Insessorial",36.47,44.6,40.37,-3.1,557659.42,22729533,3,1,1,0,0,0,0,0,0,1,1,0,0,0,2.41513499,-0.400809966,-0.224949827,2.231889185,5.2,1.919442,-4.969645932,0
"64","Calyptura cristata","Kinglet Calyptura",5456,"Tyrannidae","Passeriformes","AVIBASE-9AD71DF9",4,1,2,1,4,8.5,4.5,3.1,3.8,14.9,47.9,3.8,44.1,7.9,23.2,7.8,"Updated_literature","BoW","NO",NA,NA,NA,1,NA,"Omnivore","Omnivore","Insessorial",-22.49,-22.47,-22.48,-43,3.12,22700827,5,1,1,0,0,0,0,1,0,0,0,0,1,0,-9.678535708,-2.447675337,-0.455598247,NA,NA,1.922254096,-4.964796782,0
"65","Zosterops samoensis","Samoan White-eye",8255,"Zosteropidae","Passeriformes","AVIBASE-F6F0421B",2,0,2,0,1,14.2,8.4,2.7,3.7,17.4,61.5,13.9,47.1,22.8,39.5,10.6,"EltonTraits_GenAvg",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-13.7,-13.53,-13.61,-172.47,521.64,22714258,3,1,1,1,0,0,0,0,0,0,0,0,1,0,-4.559391015,-2.14094507,-0.399782971,NA,NA,1.922327068,-4.96467095,0
"66","Eriocnemis isabellae","Gorgeted Puffleg",1346,"Trochilidae","Caprimulgiformes","AVIBASE-12F472A3",5,0,3,2,5,19.4,16.3,1.6,1.6,5.4,56.9,36.6,20.3,64.4,38.6,4.5,"Updated_literature","BoW","NO",NA,NA,0,1,1,"Herbivore","Nectarivore","Aerial",2.24,2.29,2.26,-77.36,44.21,22735457,5,1,1,0,0,0,1,0,0,0,0,0,0,0,-7.027417702,-2.997721674,-0.418661667,NA,NA,1.925409843,-4.959355044,0
"67","Eupherusa poliocerca","White-tailed Hummingbird",1448,"Trochilidae","Caprimulgiformes","AVIBASE-A972DFB2",5,0,5,0,4,21.5,15.9,2.3,2.1,5.3,60.6,38.6,21.1,64.7,38.2,4.8,"Updated_literature","Dunning (2021)","NO",NA,NA,0,1,1,"Herbivore","Nectarivore","Aerial",17.05,17.81,17.39,-99.81,3963.35,22687627,2,0,1,1,0,0,0,1,0,0,0,0,0,0,-2.531523804,-2.933183153,-0.403476629,-1.227670305,2,1.929411825,-4.952454067,0
"68","Leiothlypis virginiae","Virginia's Warbler",10579,"Parulidae","Passeriformes","AVIBASE-A97F14D0",5,2,3,0,4,11.6,7.7,3,3.3,16.8,61.1,11.4,48.7,18.9,49.2,8.2,"Dunning",NA,"NO",NA,NA,0,2,3,"Carnivore","Invertivore","Insessorial",30.37,44.14,38.31,-110.17,281000.1,22721630,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.72974159,-2.397664917,-0.401424597,0.718331908,3.8,1.930102826,-4.951262512,0
"69","Aethopyga primigenia","Grey-hooded Sunbird",9607,"Nectariniidae","Passeriformes","AVIBASE-C5403451",6,3,3,0,6,20.8,16.5,3.1,3.5,16.1,50.6,8,42.7,15.8,34.5,7,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Nectarivore","Insessorial",5.78,9.36,7.52,124.93,12041,22718048,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-1.420295938,-2.555888922,-0.444517273,NA,NA,1.933449689,-4.945491215,0
"70","Treron phayrei","Ashy-headed Green-pigeon",810,"Columbidae","Columbiformes","AVIBASE-4116FF6B",5,2,3,0,4,20.1,10.6,4.9,6.1,23.3,155.8,61,96,38.9,85.2,187,"Updated_literature","Dunning (2021)","NO",NA,NA,0,2,1,"Herbivore","Frugivore","Insessorial",8.56,28.92,19.87,98.97,1719830.14,22726285,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3.54136738,0.729309546,-0.012769697,-1.227670305,2,1.934411376,-4.943832892,0
"71","Treron chloropterus","Andaman Green-pigeon",813,"Columbidae","Columbiformes","AVIBASE-34FED63C",4,2,2,0,4,23.7,12.5,6.2,7.8,26.5,172,61.9,110.1,36,88,234,"DataFromSplit",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Insessorial",6.75,14.19,11.21,92.97,6117.84,22726279,2,0,1,0,1,0,0,1,0,0,0,0,0,0,-2.097404338,0.953522044,0.053716146,-1.227670305,2,1.934411376,-4.943832892,0
"72","Treron aromaticus","Buru Green-pigeon",815,"Columbidae","Columbiformes","AVIBASE-BA506943",4,2,1,1,4,21,10.8,4.8,5.4,23,156.8,55.3,101.4,35.2,79.8,234,"DataFromSplit",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Insessorial",-3.84,-3.05,-3.42,126.63,8554.31,22726297,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.762178182,0.953522044,-0.008665633,-1.227670305,2,1.934411376,-4.943832892,0
"73","Treron griveaudi","Comoro Green-pigeon",824,"Columbidae","Columbiformes","AVIBASE-4E869790",1,1,0,0,1,23.4,13.8,6.2,6.8,25.6,169,62.1,106.9,36.7,83,229,"DataFromSplit",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Insessorial",-12.35,-12.26,-12.31,43.71,63.88,22728176,4,1,1,1,0,0,0,1,0,1,0,0,1,0,-6.659362387,0.931922933,0.041403953,-1.49794839,1.75,1.934411376,-4.943832892,0
"74","Phylloscopus hainanus","Hainan Leaf-warbler",7998,"Phylloscopidae","Passeriformes","AVIBASE-EFE75F2E",2,0,2,0,2,11.1,6.4,2.3,2.1,16.5,51.5,6.8,44.8,13.1,38.6,9.5,"EltonTraits_Model",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",18.31,19.33,18.86,109.51,13199.58,22715363,3,1,1,0,0,0,0,1,0,0,0,0,1,0,-1.32842842,-2.250507272,-0.440823615,NA,NA,1.934738504,-4.943268796,0
"75","Lepidothrix vilasboasi","Golden-crowned Manakin",5325,"Pipridae","Passeriformes","AVIBASE-F70CF49B",4,2,2,0,4,10.6,6,3.9,3.7,13.2,55.2,10.4,44.8,18.9,30.8,8.4,"Inferred",NA,"YES","Body Mass","Lepidothrix nattereri",0,1,1,"Omnivore","Frugivore","Insessorial",-8.48,-4.72,-6.81,-56.71,78956.99,22701040,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.46028984,-2.373567365,-0.425638576,NA,NA,1.936311684,-4.94055602,0
"76","Lanius minor","Lesser Grey Shrike",6901,"Laniidae","Passeriformes","AVIBASE-8852337B",19,6,13,0,4,20,11,6.9,9.2,25.5,118,42.6,75.5,36,87.6,46.5,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Invertivore","Insessorial",31.54,57.34,47.12,49.2,8409985.28,22705038,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.12856157,-0.662346758,-0.167903332,2.556222887,5.5,1.936744455,-4.939809754,7.207207207
"77","Emberiza sulphurata","Yellow Bunting",10292,"Emberizidae","Passeriformes","AVIBASE-AB73D3C9",5,2,3,0,4,12.4,7.5,3.9,5.3,18,68.1,18.4,49.8,26.9,54.9,14.9,"Dunning",NA,"NO",NA,NA,0,1,3,"Omnivore","Omnivore","Terrestrial",35.08,41.55,37.92,139.48,111789.59,22720996,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0.80800501,-1.800437858,-0.372696146,0.826443142,3.9,1.936805179,-4.939705043,24.93243243
"78","Anthus sokokensis","Sokoke Pipit",9953,"Motacillidae","Passeriformes","AVIBASE-19489268",4,3,1,0,4,14.2,8.3,2.9,3.5,18,68.8,12.4,56.3,18.1,55.8,15,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Terrestrial",-6.96,-2.83,-4.74,39.39,2265.15,22718542,4,1,1,1,0,0,0,1,0,1,0,0,0,0,-3.090972449,-1.79374887,-0.369823301,NA,NA,1.937128461,-4.939147578,0
"79","Anthocephala floriceps","Santa Marta Blossomcrown",1432,"Trochilidae","Caprimulgiformes","AVIBASE-5DC3CCCD",5,2,2,1,5,17.1,15.2,1.1,1.1,4.3,48.7,32.6,16.1,66.9,28.5,3.9,"Updated_literature","Lozano et al. (2014)","NO",NA,NA,0,1,1,"Herbivore","Nectarivore","Aerial",10.48,11.31,10.96,-73.48,3065.92,154807906,3,1,0,0,0,0,0,1,0,0,0,0,0,0,-2.788265744,-3.140822518,-0.452314995,NA,NA,1.937869053,-4.937870509,0
"80","Aethopyga boltoni","Apo Sunbird",9608,"Nectariniidae","Passeriformes","AVIBASE-6270C239",7,3,4,0,7,20.1,15.4,3.4,3.2,15.4,49.4,8.3,41.1,16.9,40.7,7.1,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",5.93,8.37,7.32,124.69,7469.32,22718059,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.897809467,-2.541704287,-0.44944215,NA,NA,1.938357561,-4.937028131,0
"81","Loxia megaplaga","Hispaniolan Crossbill",10211,"Fringillidae","Passeriformes","AVIBASE-30E7CF04",4,1,3,0,4,20.6,14.4,5.7,10.5,17.6,85.1,26.8,58.3,31.5,60.8,28.7,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Granivore","Insessorial",18.02,19.33,18.73,-71.22,3541.2,22720651,4,1,1,1,0,0,0,1,0,1,0,0,0,0,-2.644147778,-1.144901948,-0.302927051,0.664276291,3.75,1.940012042,-4.934175161,0
"82","Anthus spragueii","Sprague's Pipit",9969,"Motacillidae","Passeriformes","AVIBASE-BF380B5D",5,2,3,0,4,14.2,8.9,3.5,3.8,22.2,78.1,20.8,58.1,26.4,65.2,25.5,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Invertivore","Terrestrial",44.84,55.21,50.4,-106.54,1036783.61,22718591,3,1,1,1,0,0,0,0,0,1,0,0,1,0,3.03526509,-1.263120619,-0.331655502,1.475110547,4.5,1.940463213,-4.933397166,0
"83","Zosterops kuehni","Ambon White-eye",8211,"Zosteropidae","Passeriformes","AVIBASE-E59BD52D",4,2,2,0,4,13.4,7.1,2.8,3.2,15.2,54.5,8.1,46.4,14.9,38.5,12,"EltonTraits_Model",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-3.8,-3.5,-3.65,128.14,794.7,22714155,2,0,1,0,0,0,0,1,0,1,0,0,0,0,-4.138404025,-2.016892421,-0.428511422,NA,NA,1.941271341,-4.932003638,0
"84","Zosterops palpebrosus","Indian White-eye",8170,"Zosteropidae","Passeriformes","AVIBASE-0BD6646B",16,3,13,0,13,12.7,6.9,2.9,2.8,14.9,51.8,10.7,40.9,20.7,35.3,8.6,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",5.92,35.84,22.22,90.83,6382482.99,155155950,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.85269905,-2.350036868,-0.439592395,-0.254669198,2.9,1.941772527,-4.931139398,3.711711712
"85","Zosterops anomalus","Black-ringed White-eye",8205,"Zosteropidae","Passeriformes","AVIBASE-C02EB43E",4,1,3,0,3,13.3,7.6,2.9,3.6,16.7,54.8,5.5,50.5,9.9,44,12,"EltonTraits_Model",NA,"NO",NA,NA,0,2,1,"Omnivore","Omnivore","Insessorial",-5.71,-2.82,-4.15,119.83,31315.06,22714110,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4645143,-2.016892421,-0.427280202,NA,NA,1.942761228,-4.929434492,0
"86","Zosterops inornatus","Large Lifou White-eye",8253,"Zosteropidae","Passeriformes","AVIBASE-C136FA8A",5,2,3,0,5,20.1,11.1,3.8,4.3,22,70.1,12.3,57.8,17.6,49.4,22.9,"Updated_literature","BoW","NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-21.19,-20.67,-20.94,167.23,1159.54,22714234,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.760590056,-1.37066216,-0.364488017,NA,NA,1.942975366,-4.929065235,0
"87","Zosterops minutus","Small Lifou White-eye",8258,"Zosteropidae","Passeriformes","AVIBASE-2BABE802",4,2,2,0,4,13.3,7.7,2.6,3.1,17.7,53.4,10.3,43,19.3,43.6,8.3,"Updated_literature","BoW","NO",NA,NA,0,2,1,"Omnivore","Invertivore","Insessorial",-21.19,-20.67,-20.94,167.23,1159.54,22714254,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.760590056,-2.385543556,-0.433025892,NA,NA,1.942975366,-4.929065235,0
"88","Aethopyga linaraborae","Lina's Sunbird",9606,"Nectariniidae","Passeriformes","AVIBASE-5D34F362",4,2,2,0,4,22.5,16.6,3.4,3.2,15.5,52,8.2,43.7,15.8,40.1,7.2,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Nectarivore","Insessorial",7.07,7.89,7.39,126.21,2030.38,22724518,2,0,0,0,0,1,0,0,0,0,0,0,0,0,-3.200390463,-2.527718045,-0.438771583,NA,NA,1.943178426,-4.92871508,0
"89","Phylloscartes kronei","Restinga Tyrannulet",5479,"Tyrannidae","Passeriformes","AVIBASE-97DCD1A5",3,0,1,2,3,9.1,7,3.6,3.6,17.8,50.6,9,41.7,17.5,51.3,8.3,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Invertivore","Insessorial",-29.77,-24.07,-26.29,-48.48,5479.39,22724425,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-2.20761965,-2.385543556,-0.444517273,NA,NA,1.94386885,-4.92752452,0
"90","Phylloscopus ijimae","Ijima's Leaf-warbler",7962,"Phylloscopidae","Passeriformes","AVIBASE-87D743DD",2,1,1,0,2,13.9,7.7,3,3,18.8,63,15.1,47.9,24,50.5,8.7,"Dunning",NA,"NO",NA,NA,0,2,1,"Omnivore","Invertivore","Insessorial",29.81,34.8,33.68,138.63,347.89,22715353,3,1,1,0,1,0,1,1,0,0,1,0,0,0,-4.964482372,-2.338476045,-0.393626874,NA,NA,1.943935319,-4.927409901,0
"91","Eriocnemis derbyi","Black-thighed Puffleg",1348,"Trochilidae","Caprimulgiformes","AVIBASE-AD8A1A5A",5,2,3,0,4,22.9,18,1.6,2,7.2,56.2,34.8,21.2,62.1,32.4,5.5,"Updated_literature","Dunning (2021)","NO",NA,NA,0,2,1,"Herbivore","Nectarivore","Aerial",-0.11,5.18,2.49,-76.53,24535.26,22687947,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.70850216,-2.797050979,-0.421534512,NA,NA,1.945489885,-4.924729224,0
"92","Leiothlypis crissalis","Colima Warbler",10576,"Parulidae","Passeriformes","AVIBASE-82F8890F",4,1,3,0,4,13.9,8.8,3.2,3.9,17.6,61.2,11.9,49.4,19.3,56.5,9.3,"Dunning",NA,"NO",NA,NA,0,2,3,"Carnivore","Invertivore","Insessorial",23.18,29.89,25.86,-101.47,99945.67,22721633,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.69601331,-2.271784671,-0.40101419,0.934554376,4,1.946424873,-4.92311694,3.765765766
"93","Augastes lumachella","Hooded Visorbearer",1251,"Trochilidae","Caprimulgiformes","AVIBASE-DFFC8C88",5,1,4,0,4,21.3,15.9,2,1.7,4.6,60.1,39.6,20.5,65.9,35.5,4,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Nectarivore","Aerial",-13.84,-10.09,-12.35,-41.78,20933.87,22688069,2,0,1,0,1,1,0,0,1,1,0,0,1,0,-0.86724501,-3.11550471,-0.405528661,NA,NA,1.950746866,-4.915664139,0
"94","Phylloscopus bonelli","Western Bonelli's Warbler",7924,"Phylloscopidae","Passeriformes","AVIBASE-C00674ED",13,5,8,0,4,11.5,6.7,2.6,2.3,18.2,63.5,14.7,48.9,23.1,49.8,8.7,"Dunning",NA,"NO",NA,NA,0,2,3,"Carnivore","Invertivore","Insessorial",31.07,49.73,42.2,3.08,1297862.66,22715255,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.25986065,-2.338476045,-0.391574842,1.112937913,4.165,1.952774996,-4.912166852,0
"95","Phylloscopus examinandus","Kamchatka Leaf-warbler",7978,"Phylloscopidae","Passeriformes","AVIBASE-CF467708",0,0,0,0,0,13.5,8.8,3.1,3.1,17.9,66.2,17,48.9,25.8,47,10.9,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Phylloscopus borealis",0,1,3,"Carnivore","Invertivore","Insessorial",41.39,68.39,56.69,71.95,564921.58,103845868,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.42807349,-2.113036282,-0.380493868,3.04272344,5.95,1.952774996,-4.912166852,0
"96","Phylloscopus xanthodryas","Japanese Leaf-warbler",7979,"Phylloscopidae","Passeriformes","AVIBASE-C794AF7E",0,0,0,0,0,13.5,8.8,3.1,3.1,17.9,66.2,17,48.9,25.8,47,10.9,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Phylloscopus borealis",0,1,3,"Carnivore","Invertivore","Insessorial",31,41.55,35.95,136.77,286897.73,22735629,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.75051238,-2.113036282,-0.380493868,3.04272344,5.95,1.952774996,-4.912166852,0
"97","Phylloscopus misoriensis","Biak Leaf-warbler",7993,"Phylloscopidae","Passeriformes","AVIBASE-0BD8476A",0,0,0,0,0,12.2,6.7,2.7,2.7,19.7,53.1,6.3,46.1,12,41.4,10.8,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Phylloscopus poliocephalus",0,1,1,"Carnivore","Invertivore","Insessorial",-1.22,-0.63,-0.94,135.89,2526.42,103866018,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-2.98181015,-2.122252937,-0.434257112,NA,NA,1.952774996,-4.912166852,0
"98","Phylloscopus maforensis","Numfor Leaf-warbler",7994,"Phylloscopidae","Passeriformes","AVIBASE-E25490A1",0,0,0,0,0,12.2,6.7,2.7,2.7,19.7,53.1,6.3,46.1,12,41.4,10.8,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Phylloscopus poliocephalus",0,1,1,"Carnivore","Invertivore","Insessorial",-1.14,-0.93,-1.03,134.89,338.2,103866023,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-4.992731274,-2.122252937,-0.434257112,NA,NA,1.952774996,-4.912166852,0
"99","Hemitriccus kaempferi","Kaempfer's Tody-tyrant",5555,"Tyrannidae","Passeriformes","AVIBASE-4F4E9022",2,1,1,0,1,12.2,7.4,4,3.3,17.8,47.1,4.1,42.4,8.8,40.5,8.5,"Updated_live.sample","Live sample (museum data)","NO",NA,NA,0,1,1,"Carnivore","Invertivore","Insessorial",-27.37,-25.54,-26.55,-48.8,7847.61,22698957,3,1,1,0,1,0,1,1,0,0,0,0,1,0,-1.848404404,-2.361732908,-0.458881498,NA,NA,1.958754654,-4.901855591,0
"100","Setophaga cerulea","Cerulean Warbler",10605,"Parulidae","Passeriformes","AVIBASE-D00EC2C9",9,3,5,1,4,14.3,8.2,3.2,3.3,15.5,65.6,21.9,44,33.2,42.3,9,"Dunning",NA,"NO",NA,NA,0,1,3,"Carnivore","Invertivore","Insessorial",33.26,47.22,40.57,-85.47,1849163.51,22721740,2,0,1,1,1,1,0,1,0,0,0,0,0,0,3.61387523,-2.304574494,-0.382956307,0.934554376,4,1.960813984,-4.898304503,16.88738739
"101","Polytmus milleri","Tepui Goldenthroat",1261,"Trochilidae","Caprimulgiformes","AVIBASE-E424717B",2,1,1,0,2,25.4,20.2,2.1,2.6,5.1,64.2,39.4,24.8,61.4,40.5,4.1,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Nectarivore","Aerial",3.15,6.03,4.96,-62.37,74967.65,22687485,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.40844326,-3.090812097,-0.388701997,-1.227670305,2,1.961055601,-4.897887861,0
"102","Polystictus pectoralis","Bearded Tachuri",5677,"Tyrannidae","Passeriformes","AVIBASE-5439BFE4",4,2,2,0,4,10.8,6.1,3.2,2.9,15,44.8,6.3,38.5,14,38.8,6.2,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Invertivore","Insessorial",-39.14,9.72,-21.45,-57.63,3620193.03,22699420,2,0,1,0,1,1,1,0,0,1,0,0,0,0,4.2856692,-2.677249779,-0.468320846,-0.146557964,3,1.964317813,-4.892262536,0
"103","Culicivora caudacuta","Sharp-tailed Tyrant",5679,"Tyrannidae","Passeriformes","AVIBASE-6F253FCF",6,2,3,1,4,11.2,5.5,3.7,3.1,15.6,41.1,7,33.6,17.2,49.7,6.1,"Updated_literature","Dunning (2021)","NO",NA,NA,0,3,2,"Carnivore","Invertivore","Insessorial",-30.82,-9.07,-19.44,-53.28,2101399.61,22699415,3,1,1,0,0,0,0,0,0,1,0,0,0,0,3.74174545,-2.6935103,-0.483505885,NA,NA,1.965014848,-4.891060576,0
