"","location","hits","keyword","geo","gprop"
"512","Armenia",NA,"Rhea pennata","world","web"
"513","American Samoa",NA,"Rhea pennata","world","web"
"514","Antarctica",NA,"Rhea pennata","world","web"
"515","French Southern Territories",NA,"Rhea pennata","world","web"
"516","Antigua & Barbuda",NA,"Rhea pennata","world","web"
"517","Australia",NA,"Rhea pennata","world","web"
"518","Austria",NA,"Rhea pennata","world","web"
"519","Azerbaijan",NA,"Rhea pennata","world","web"
"520","Burundi",NA,"Rhea pennata","world","web"
"521","Belgium",NA,"Rhea pennata","world","web"
"522","Benin",NA,"Rhea pennata","world","web"
"523","Caribbean Netherlands",NA,"Rhea pennata","world","web"
"524","Burkina Faso",NA,"Rhea pennata","world","web"
"525","Bangladesh",NA,"Rhea pennata","world","web"
"526","Bulgaria",NA,"Rhea pennata","world","web"
"527","Bahrain",NA,"Rhea pennata","world","web"
"528","Bahamas",NA,"Rhea pennata","world","web"
"529","Bosnia & Herzegovina",NA,"Rhea pennata","world","web"
"530","St. Barthélemy",NA,"Rhea pennata","world","web"
"531","Belarus",NA,"Rhea pennata","world","web"
"532","Belize",NA,"Rhea pennata","world","web"
"533","Bermuda",NA,"Rhea pennata","world","web"
"534","Bolivia",NA,"Rhea pennata","world","web"
"535","Brazil",NA,"Rhea pennata","world","web"
"536","Barbados",NA,"Rhea pennata","world","web"
"537","Brunei",NA,"Rhea pennata","world","web"
"538","Bhutan",NA,"Rhea pennata","world","web"
"539","Bouvet Island",NA,"Rhea pennata","world","web"
"540","Botswana",NA,"Rhea pennata","world","web"
"541","Central African Republic",NA,"Rhea pennata","world","web"
"542","Canada",NA,"Rhea pennata","world","web"
"543","Cocos (Keeling) Islands",NA,"Rhea pennata","world","web"
"544","Switzerland",NA,"Rhea pennata","world","web"
"545","Chile",NA,"Rhea pennata","world","web"
"546","China",NA,"Rhea pennata","world","web"
"547","Côte d’Ivoire",NA,"Rhea pennata","world","web"
"548","Cameroon",NA,"Rhea pennata","world","web"
"549","Congo - Kinshasa",NA,"Rhea pennata","world","web"
"550","Congo - Brazzaville",NA,"Rhea pennata","world","web"
"551","Cook Islands",NA,"Rhea pennata","world","web"
"552","Colombia",NA,"Rhea pennata","world","web"
"553","Comoros",NA,"Rhea pennata","world","web"
"554","Cape Verde",NA,"Rhea pennata","world","web"
"555","Costa Rica",NA,"Rhea pennata","world","web"
"556","Cuba",NA,"Rhea pennata","world","web"
"557","Curaçao",NA,"Rhea pennata","world","web"
"558","Christmas Island",NA,"Rhea pennata","world","web"
"559","Cayman Islands",NA,"Rhea pennata","world","web"
"560","Cyprus",NA,"Rhea pennata","world","web"
"561","Czechia",NA,"Rhea pennata","world","web"
"562","Germany",NA,"Rhea pennata","world","web"
"563","Djibouti",NA,"Rhea pennata","world","web"
"564","Dominica",NA,"Rhea pennata","world","web"
"565","Denmark",NA,"Rhea pennata","world","web"
"566","Dominican Republic",NA,"Rhea pennata","world","web"
"567","Algeria",NA,"Rhea pennata","world","web"
"568","Ecuador",NA,"Rhea pennata","world","web"
"569","Egypt",NA,"Rhea pennata","world","web"
"570","Eritrea",NA,"Rhea pennata","world","web"
"571","Western Sahara",NA,"Rhea pennata","world","web"
"572","Spain",NA,"Rhea pennata","world","web"
"573","Estonia",NA,"Rhea pennata","world","web"
"574","Ethiopia",NA,"Rhea pennata","world","web"
"575","Finland",NA,"Rhea pennata","world","web"
"576","Fiji",NA,"Rhea pennata","world","web"
"577","Falkland Islands (Islas Malvinas)",NA,"Rhea pennata","world","web"
"578","France",NA,"Rhea pennata","world","web"
"579","Faroe Islands",NA,"Rhea pennata","world","web"
"580","Micronesia",NA,"Rhea pennata","world","web"
"581","Gabon",NA,"Rhea pennata","world","web"
"582","United Kingdom",NA,"Rhea pennata","world","web"
"583","Georgia",NA,"Rhea pennata","world","web"
"584","Guernsey",NA,"Rhea pennata","world","web"
"585","Ghana",NA,"Rhea pennata","world","web"
"586","Gibraltar",NA,"Rhea pennata","world","web"
"587","Guinea",NA,"Rhea pennata","world","web"
"588","Guadeloupe",NA,"Rhea pennata","world","web"
"589","Gambia",NA,"Rhea pennata","world","web"
"590","Guinea-Bissau",NA,"Rhea pennata","world","web"
"591","Equatorial Guinea",NA,"Rhea pennata","world","web"
"592","Greece",NA,"Rhea pennata","world","web"
"593","Grenada",NA,"Rhea pennata","world","web"
"594","Greenland",NA,"Rhea pennata","world","web"
"595","Guatemala",NA,"Rhea pennata","world","web"
"596","French Guiana",NA,"Rhea pennata","world","web"
"597","Guam",NA,"Rhea pennata","world","web"
"598","Guyana",NA,"Rhea pennata","world","web"
"599","Hong Kong",NA,"Rhea pennata","world","web"
"600","Heard & McDonald Islands",NA,"Rhea pennata","world","web"
"601","Honduras",NA,"Rhea pennata","world","web"
"602","Croatia",NA,"Rhea pennata","world","web"
"603","Haiti",NA,"Rhea pennata","world","web"
"604","Hungary",NA,"Rhea pennata","world","web"
"605","Indonesia",NA,"Rhea pennata","world","web"
"606","Isle of Man",NA,"Rhea pennata","world","web"
"607","India",NA,"Rhea pennata","world","web"
"608","British Indian Ocean Territory",NA,"Rhea pennata","world","web"
"609","Ireland",NA,"Rhea pennata","world","web"
"610","Iran",NA,"Rhea pennata","world","web"
"611","Iraq",NA,"Rhea pennata","world","web"
"612","Iceland",NA,"Rhea pennata","world","web"
"613","Israel",NA,"Rhea pennata","world","web"
"614","Italy",NA,"Rhea pennata","world","web"
"615","Jamaica",NA,"Rhea pennata","world","web"
"616","Jersey",NA,"Rhea pennata","world","web"
"617","Jordan",NA,"Rhea pennata","world","web"
"618","Japan",NA,"Rhea pennata","world","web"
"619","Kazakhstan",NA,"Rhea pennata","world","web"
"620","Kenya",NA,"Rhea pennata","world","web"
"621","Kyrgyzstan",NA,"Rhea pennata","world","web"
"622","Cambodia",NA,"Rhea pennata","world","web"
"623","Kiribati",NA,"Rhea pennata","world","web"
"624","St. Kitts & Nevis",NA,"Rhea pennata","world","web"
"625","South Korea",NA,"Rhea pennata","world","web"
"626","Kuwait",NA,"Rhea pennata","world","web"
"627","Laos",NA,"Rhea pennata","world","web"
"628","Lebanon",NA,"Rhea pennata","world","web"
"629","Liberia",NA,"Rhea pennata","world","web"
"630","Libya",NA,"Rhea pennata","world","web"
"631","St. Lucia",NA,"Rhea pennata","world","web"
"632","Liechtenstein",NA,"Rhea pennata","world","web"
"633","Sri Lanka",NA,"Rhea pennata","world","web"
"634","Lesotho",NA,"Rhea pennata","world","web"
"635","Lithuania",NA,"Rhea pennata","world","web"
"636","Luxembourg",NA,"Rhea pennata","world","web"
"637","Latvia",NA,"Rhea pennata","world","web"
"638","Macao",NA,"Rhea pennata","world","web"
"639","St. Martin",NA,"Rhea pennata","world","web"
"640","Morocco",NA,"Rhea pennata","world","web"
"641","Monaco",NA,"Rhea pennata","world","web"
"642","Moldova",NA,"Rhea pennata","world","web"
"643","Madagascar",NA,"Rhea pennata","world","web"
"644","Maldives",NA,"Rhea pennata","world","web"
"645","Mexico",NA,"Rhea pennata","world","web"
"646","Marshall Islands",NA,"Rhea pennata","world","web"
"647","North Macedonia",NA,"Rhea pennata","world","web"
"648","Mali",NA,"Rhea pennata","world","web"
"649","Malta",NA,"Rhea pennata","world","web"
"650","Myanmar (Burma)",NA,"Rhea pennata","world","web"
"651","Montenegro",NA,"Rhea pennata","world","web"
"652","Mongolia",NA,"Rhea pennata","world","web"
"653","Northern Mariana Islands",NA,"Rhea pennata","world","web"
"654","Mozambique",NA,"Rhea pennata","world","web"
"655","Mauritania",NA,"Rhea pennata","world","web"
"656","Montserrat",NA,"Rhea pennata","world","web"
"657","Martinique",NA,"Rhea pennata","world","web"
"658","Mauritius",NA,"Rhea pennata","world","web"
"659","Malawi",NA,"Rhea pennata","world","web"
"660","Malaysia",NA,"Rhea pennata","world","web"
"661","Mayotte",NA,"Rhea pennata","world","web"
"662","Namibia",NA,"Rhea pennata","world","web"
"663","New Caledonia",NA,"Rhea pennata","world","web"
"664","Niger",NA,"Rhea pennata","world","web"
"665","Norfolk Island",NA,"Rhea pennata","world","web"
"666","Nigeria",NA,"Rhea pennata","world","web"
"667","Nicaragua",NA,"Rhea pennata","world","web"
"668","Niue",NA,"Rhea pennata","world","web"
"669","Netherlands",NA,"Rhea pennata","world","web"
"670","Norway",NA,"Rhea pennata","world","web"
"671","Nepal",NA,"Rhea pennata","world","web"
"672","Nauru",NA,"Rhea pennata","world","web"
"673","New Zealand",NA,"Rhea pennata","world","web"
"674","Oman",NA,"Rhea pennata","world","web"
"675","Pakistan",NA,"Rhea pennata","world","web"
"676","Panama",NA,"Rhea pennata","world","web"
"677","Pitcairn Islands",NA,"Rhea pennata","world","web"
"678","Philippines",NA,"Rhea pennata","world","web"
"679","Palau",NA,"Rhea pennata","world","web"
"680","Papua New Guinea",NA,"Rhea pennata","world","web"
"681","Poland",NA,"Rhea pennata","world","web"
"682","Puerto Rico",NA,"Rhea pennata","world","web"
"683","North Korea",NA,"Rhea pennata","world","web"
"684","Portugal",NA,"Rhea pennata","world","web"
"685","Paraguay",NA,"Rhea pennata","world","web"
"686","Palestine",NA,"Rhea pennata","world","web"
"687","French Polynesia",NA,"Rhea pennata","world","web"
"688","Qatar",NA,"Rhea pennata","world","web"
"689","Réunion",NA,"Rhea pennata","world","web"
"690","Romania",NA,"Rhea pennata","world","web"
"691","Russia",NA,"Rhea pennata","world","web"
"692","Rwanda",NA,"Rhea pennata","world","web"
"693","Saudi Arabia",NA,"Rhea pennata","world","web"
"694","Sudan",NA,"Rhea pennata","world","web"
"695","Senegal",NA,"Rhea pennata","world","web"
"696","Singapore",NA,"Rhea pennata","world","web"
"697","South Georgia & South Sandwich Islands",NA,"Rhea pennata","world","web"
"698","St. Helena",NA,"Rhea pennata","world","web"
"699","Svalbard & Jan Mayen",NA,"Rhea pennata","world","web"
"700","Solomon Islands",NA,"Rhea pennata","world","web"
"701","Sierra Leone",NA,"Rhea pennata","world","web"
"702","El Salvador",NA,"Rhea pennata","world","web"
"703","San Marino",NA,"Rhea pennata","world","web"
"704","Somalia",NA,"Rhea pennata","world","web"
"705","St. Pierre & Miquelon",NA,"Rhea pennata","world","web"
"706","Serbia",NA,"Rhea pennata","world","web"
"707","South Sudan",NA,"Rhea pennata","world","web"
"708","São Tomé & Príncipe",NA,"Rhea pennata","world","web"
"709","Suriname",NA,"Rhea pennata","world","web"
"710","Slovakia",NA,"Rhea pennata","world","web"
"711","Slovenia",NA,"Rhea pennata","world","web"
"712","Sweden",NA,"Rhea pennata","world","web"
"713","Eswatini",NA,"Rhea pennata","world","web"
"714","Sint Maarten",NA,"Rhea pennata","world","web"
"715","Seychelles",NA,"Rhea pennata","world","web"
"716","Syria",NA,"Rhea pennata","world","web"
"717","Turks & Caicos Islands",NA,"Rhea pennata","world","web"
"718","Chad",NA,"Rhea pennata","world","web"
"719","Togo",NA,"Rhea pennata","world","web"
"720","Thailand",NA,"Rhea pennata","world","web"
"721","Tajikistan",NA,"Rhea pennata","world","web"
"722","Tokelau",NA,"Rhea pennata","world","web"
"723","Turkmenistan",NA,"Rhea pennata","world","web"
"724","Timor-Leste",NA,"Rhea pennata","world","web"
"725","Tonga",NA,"Rhea pennata","world","web"
"726","Trinidad & Tobago",NA,"Rhea pennata","world","web"
"727","Tunisia",NA,"Rhea pennata","world","web"
"728","Turkey",NA,"Rhea pennata","world","web"
"729","Tuvalu",NA,"Rhea pennata","world","web"
"730","Taiwan",NA,"Rhea pennata","world","web"
"731","Tanzania",NA,"Rhea pennata","world","web"
"732","Uganda",NA,"Rhea pennata","world","web"
"733","Ukraine",NA,"Rhea pennata","world","web"
"734","U.S. Outlying Islands",NA,"Rhea pennata","world","web"
"735","Uruguay",NA,"Rhea pennata","world","web"
"736","Uzbekistan",NA,"Rhea pennata","world","web"
"737","Vatican City",NA,"Rhea pennata","world","web"
"738","St. Vincent & Grenadines",NA,"Rhea pennata","world","web"
"739","Venezuela",NA,"Rhea pennata","world","web"
"740","British Virgin Islands",NA,"Rhea pennata","world","web"
"741","U.S. Virgin Islands",NA,"Rhea pennata","world","web"
"742","Vietnam",NA,"Rhea pennata","world","web"
"743","Vanuatu",NA,"Rhea pennata","world","web"
"744","Wallis & Futuna",NA,"Rhea pennata","world","web"
"745","Samoa",NA,"Rhea pennata","world","web"
"746","Kosovo",NA,"Rhea pennata","world","web"
"747","Yemen",NA,"Rhea pennata","world","web"
"748","South Africa",NA,"Rhea pennata","world","web"
"749","Zambia",NA,"Rhea pennata","world","web"
"750","Zimbabwe",NA,"Rhea pennata","world","web"
"751","United States",NA,"Rhea tarapacensis","world","web"
"752","Aruba",NA,"Rhea tarapacensis","world","web"
"753","Afghanistan",NA,"Rhea tarapacensis","world","web"
"754","Angola",NA,"Rhea tarapacensis","world","web"
"755","Anguilla",NA,"Rhea tarapacensis","world","web"
"756","Åland Islands",NA,"Rhea tarapacensis","world","web"
"757","Albania",NA,"Rhea tarapacensis","world","web"
"758","Andorra",NA,"Rhea tarapacensis","world","web"
"759","United Arab Emirates",NA,"Rhea tarapacensis","world","web"
"760","Argentina",NA,"Rhea tarapacensis","world","web"
"761","Armenia",NA,"Rhea tarapacensis","world","web"
"762","American Samoa",NA,"Rhea tarapacensis","world","web"
"763","Antarctica",NA,"Rhea tarapacensis","world","web"
"764","French Southern Territories",NA,"Rhea tarapacensis","world","web"
"765","Antigua & Barbuda",NA,"Rhea tarapacensis","world","web"
"766","Australia",NA,"Rhea tarapacensis","world","web"
"767","Austria",NA,"Rhea tarapacensis","world","web"
"768","Azerbaijan",NA,"Rhea tarapacensis","world","web"
"769","Burundi",NA,"Rhea tarapacensis","world","web"
"770","Belgium",NA,"Rhea tarapacensis","world","web"
"771","Benin",NA,"Rhea tarapacensis","world","web"
"772","Caribbean Netherlands",NA,"Rhea tarapacensis","world","web"
"773","Burkina Faso",NA,"Rhea tarapacensis","world","web"
"774","Bangladesh",NA,"Rhea tarapacensis","world","web"
"775","Bulgaria",NA,"Rhea tarapacensis","world","web"
"776","Bahrain",NA,"Rhea tarapacensis","world","web"
"777","Bahamas",NA,"Rhea tarapacensis","world","web"
"778","Bosnia & Herzegovina",NA,"Rhea tarapacensis","world","web"
"779","St. Barthélemy",NA,"Rhea tarapacensis","world","web"
"780","Belarus",NA,"Rhea tarapacensis","world","web"
"781","Belize",NA,"Rhea tarapacensis","world","web"
"782","Bermuda",NA,"Rhea tarapacensis","world","web"
"783","Bolivia",NA,"Rhea tarapacensis","world","web"
"784","Brazil",NA,"Rhea tarapacensis","world","web"
"785","Barbados",NA,"Rhea tarapacensis","world","web"
"786","Brunei",NA,"Rhea tarapacensis","world","web"
"787","Bhutan",NA,"Rhea tarapacensis","world","web"
"788","Bouvet Island",NA,"Rhea tarapacensis","world","web"
"789","Botswana",NA,"Rhea tarapacensis","world","web"
"790","Central African Republic",NA,"Rhea tarapacensis","world","web"
"791","Canada",NA,"Rhea tarapacensis","world","web"
"792","Cocos (Keeling) Islands",NA,"Rhea tarapacensis","world","web"
"793","Switzerland",NA,"Rhea tarapacensis","world","web"
"794","Chile",NA,"Rhea tarapacensis","world","web"
"795","China",NA,"Rhea tarapacensis","world","web"
"796","Côte d’Ivoire",NA,"Rhea tarapacensis","world","web"
"797","Cameroon",NA,"Rhea tarapacensis","world","web"
"798","Congo - Kinshasa",NA,"Rhea tarapacensis","world","web"
"799","Congo - Brazzaville",NA,"Rhea tarapacensis","world","web"
"800","Cook Islands",NA,"Rhea tarapacensis","world","web"
"801","Colombia",NA,"Rhea tarapacensis","world","web"
"802","Comoros",NA,"Rhea tarapacensis","world","web"
"803","Cape Verde",NA,"Rhea tarapacensis","world","web"
"804","Costa Rica",NA,"Rhea tarapacensis","world","web"
"805","Cuba",NA,"Rhea tarapacensis","world","web"
"806","Curaçao",NA,"Rhea tarapacensis","world","web"
"807","Christmas Island",NA,"Rhea tarapacensis","world","web"
"808","Cayman Islands",NA,"Rhea tarapacensis","world","web"
"809","Cyprus",NA,"Rhea tarapacensis","world","web"
"810","Czechia",NA,"Rhea tarapacensis","world","web"
"811","Germany",NA,"Rhea tarapacensis","world","web"
"812","Djibouti",NA,"Rhea tarapacensis","world","web"
"813","Dominica",NA,"Rhea tarapacensis","world","web"
"814","Denmark",NA,"Rhea tarapacensis","world","web"
"815","Dominican Republic",NA,"Rhea tarapacensis","world","web"
"816","Algeria",NA,"Rhea tarapacensis","world","web"
"817","Ecuador",NA,"Rhea tarapacensis","world","web"
"818","Egypt",NA,"Rhea tarapacensis","world","web"
"819","Eritrea",NA,"Rhea tarapacensis","world","web"
"820","Western Sahara",NA,"Rhea tarapacensis","world","web"
"821","Spain",NA,"Rhea tarapacensis","world","web"
"822","Estonia",NA,"Rhea tarapacensis","world","web"
"823","Ethiopia",NA,"Rhea tarapacensis","world","web"
