Sequence,species,English.name,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,wing.lcentr,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,result.taxonid,result.category,agriculture,invasive,residential,energy,transportation,resource_use,intrusion,nat_sys_modif,pollution,geological,climate_change,other,masscentr,rangecentr,clutchcentr,clutch.size,gen.length,genlcentr
55,Casuarius unappendiculatus,Northern Cassowary,Casuariidae,Struthioniformes,AVIBASE-32E7303B,5,1,1,3,4,88.1,25,14.3,23.2,303.4,0.744661176,264.5,0.2,264.3,0.1,273.5,46073.9,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Terrestrial,-5.64,-0.34,-3.26,138.98,185350.58,22678114,LC,1,0,0,0,0,1,0,0,0,0,0,0,6.842031214,-0.320522862,0.768910806,6,12.72197507,1.866593678
56,Dromaius novaehollandiae,Common Emu,Casuariidae,Struthioniformes,AVIBASE-2DB5A970,5,2,3,0,4,81.5,26.5,32.2,17.7,382.8,-0.00354741,124.5,0.1,124.4,0.1,430,34093.3,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Omnivore,Terrestrial,-39.14,-11.12,-28.09,136.6,4231350.45,22678117,LC,0,0,0,0,0,0,0,0,0,0,0,0,6.540885469,2.807504556,1.710584043,9.5,7.631266788,0.80873941
59,Apteryx haastii,Great Spotted Kiwi,Apterygidae,Struthioniformes,AVIBASE-0D8B9E40,9,6,3,0,5,139.1,6.3,4.9,5.6,74.9,-0.668384182,0.1,0.1,0.1,0.1,0.1,2022.7,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial,-42.84,-40.5,-41.52,172.15,8561.32,22678132,VU,0,1,0,0,0,0,0,0,0,0,0,0,3.716217838,-3.395517537,-0.576336676,1,9.253745993,1.14589221
60,Apteryx owenii,Little Spotted Kiwi,Apterygidae,Struthioniformes,AVIBASE-187706CF,5,2,3,0,4,85.3,2,3.3,3.6,59.6,-0.668384182,0.1,0.1,0.1,0.1,0.1,1238.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-41.29,-35.89,-39.53,174.89,35.17,22678129,NT,0,1,0,0,0,0,0,0,0,0,0,0,3.225524056,-8.890333753,-0.482169352,1.35,8.82956697,1.057747386
61,Apteryx mantelli,North Island Brown Kiwi,Apterygidae,Struthioniformes,AVIBASE-DB55CB8C,4,2,2,0,4,140.6,4.3,4.3,4.5,64,-0.668384182,0.1,0.1,0.1,0.1,0.1,2320.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-40.89,-34.77,-37.84,175.51,37689.64,45353580,VU,1,1,0,0,0,0,0,0,0,0,0,0,3.853567265,-1.913386665,-0.455264403,1.45,8.50203165,0.989685219
62,Apteryx australis,Southern Brown Kiwi,Apterygidae,Struthioniformes,AVIBASE-6BA55EF0,5,1,2,2,4,126.4,2,4.7,5.8,67,-0.668384182,0.1,0.1,0.1,0.1,0.1,2320.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-47.29,-43.9,-45.55,167.43,11012.06,22678122,VU,0,1,0,0,0,0,0,0,0,0,0,0,3.853567265,-3.143780885,-0.509074302,1.25,9.627643814,1.223588551
63,Apteryx rowi,Okarito Kiwi,Apterygidae,Struthioniformes,AVIBASE-D433BDAB,1,1,0,0,1,157,2.4,4.7,5.3,84,-0.668384182,0.1,0.1,0.1,0.1,0.1,1924,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-43.33,-43.13,-43.25,170.19,239.4,22732871,VU,1,1,0,0,1,0,0,0,0,0,0,0,3.666190937,-6.972391406,-0.576336676,1,10.03354116,1.307934425
64,Alectura lathami,Australian Brush-turkey,Megapodiidae,Galliformes,AVIBASE-6BD20F58,4,2,2,0,4,37.8,20.9,12,17.4,80.6,0.879873156,289.8,61.7,228,21.4,218.5,2333.1,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-35.15,-10.02,-22.76,148.09,642830.5,22678551,LC,0,0,0,0,0,0,0,0,0,0,0,0,3.85898244,0.923109161,3.131165385,14.78,6.457182995,0.564763625
65,Aepypodius arfakianus,Wattled Brush-turkey,Megapodiidae,Galliformes,AVIBASE-06637487,5,2,3,0,4,35.4,19.8,12,17.6,83.4,0.756953174,266.8,45,222.2,16.9,127.2,1463.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-10.28,-0.39,-5.28,141.78,193721.04,22678555,LC,0,0,0,0,0,0,0,0,0,0,0,0,3.392820379,-0.276352734,4.535603756,20,1.752991678,-0.412772031
66,Aepypodius bruijnii,Waigeo Brush-turkey,Megapodiidae,Galliformes,AVIBASE-638C9A70,1,0,1,0,1,33.6,22.4,13.5,19.9,100,0.848875943,284,55.3,228.7,19.5,98,192,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-0.31,-0.03,-0.16,130.97,839.38,22678559,EN,0,1,0,0,0,1,0,1,0,0,1,0,1.361524678,-5.717863675,NA,NA,4.643783593,0.187937417
67,Talegalla cuvieri,Red-billed Brush-turkey,Megapodiidae,Galliformes,AVIBASE-9F3603B0,4,2,2,0,4,37.7,24.2,11,19,86.1,0.80077682,275,74.5,200.5,27.1,151.5,1785,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-4.97,-0.34,-2.59,133.79,122104.79,22678564,LC,1,0,0,0,0,1,0,0,0,0,0,0,3.591203,-0.73789231,NA,NA,7.413140777,0.763412607
68,Talegalla fuscirostris,Black-billed Brush-turkey,Megapodiidae,Galliformes,AVIBASE-49888E04,5,2,3,0,4,34.4,21.6,9.9,16.5,79.9,0.705647443,257.2,65.1,193.4,25.2,133.6,1314.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-10.19,-2.51,-6.82,141,284369.79,22678568,LC,0,0,0,0,0,0,0,0,0,0,0,0,3.28524095,0.107503548,NA,NA,7.173282807,0.713569881
69,Talegalla jobiensis,Collared Brush-turkey,Megapodiidae,Galliformes,AVIBASE-DF603601,4,1,3,0,4,37.9,22.9,11.2,19.1,84.7,0.860633507,286.2,70.9,215.3,24.8,181.2,1478.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-10.24,-1.47,-4.35,142.35,209938.41,22678572,LC,0,0,0,0,0,0,0,0,0,0,0,0,3.403015533,-0.195957718,4.535603756,20,7.185125117,0.716030725
70,Leipoa ocellata,Malleefowl,Megapodiidae,Galliformes,AVIBASE-BE7FA465,4,0,0,4,3,31.8,16.6,8.9,9.8,71,0.988897836,310.2,96.2,214.1,31,195,1913.9,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Terrestrial,-37.04,-25.52,-32.1,133.02,628981.06,22678646,VU,1,1,0,0,1,0,0,1,1,0,0,0,3.66092763,0.901329225,4.158934461,18.6,9.399378425,1.176154775
71,Macrocephalon maleo,Maleo,Megapodiidae,Galliformes,AVIBASE-7B3B8F2F,5,1,1,3,4,42.5,26,13.4,18.5,82.2,0.885217503,290.8,64.7,228.6,22,132,1563.3,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Terrestrial,-5.7,1.76,-1.66,121.4,146297.35,22678576,CR,1,1,1,1,1,1,1,1,0,0,0,0,3.458583557,-0.557130726,2.921306777,14,9.597014666,1.217223784
72,Eulipoa wallacei,Moluccan Scrubfowl,Megapodiidae,Galliformes,AVIBASE-9CE98D28,2,1,0,1,2,22.8,11.4,5.1,7.3,51.5,0.362540362,193,64.7,128.3,33.5,65,505,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-3.88,2.23,-1.57,128.35,49330.86,22678632,VU,1,1,0,1,1,1,0,0,0,0,0,0,2.328587735,-1.644222072,1.576059295,9,6.938448549,0.664771088
73,Megapodius nicobariensis,Nicobar Scrubfowl,Megapodiidae,Galliformes,AVIBASE-F4042498,4,2,2,0,4,24,12.1,7.2,8,64.2,0.543179293,226.8,45.5,181.2,20.1,62.8,836.7,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,6.75,8.57,7.37,93.68,1578.46,22678583,VU,1,1,1,0,1,1,0,0,0,0,1,0,2.833494889,-5.086322232,1.845108792,10,4.896317727,0.240414263
74,Megapodius cumingii,Philippine Scrubfowl,Megapodiidae,Galliformes,AVIBASE-A3FF8DCA,5,2,3,0,4,24.3,12.1,6.4,7.8,63,0.469427303,213,55.8,157.7,26.1,67.8,1044,EltonTraits_Model,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Terrestrial,-4.29,19.58,7.52,121.9,457462.43,22678588,LC,1,0,0,0,0,1,0,0,0,0,0,0,3.054844075,0.582922841,0.634386058,5.5,5.854940226,0.439616976
75,Megapodius bernsteinii,Sula Scrubfowl,Megapodiidae,Galliformes,AVIBASE-034D904B,1,0,1,0,1,22.4,11.9,6.2,7.9,60.8,0.319785586,185,48.1,136.9,26,57,768.6,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Terrestrial,-2.47,-1.15,-1.71,124.51,4283.59,22678593,VU,1,1,0,0,0,1,0,0,0,0,0,0,2.748599984,-4.087980477,1.845108792,10,7.446814413,0.770410023
76,Megapodius tenimberensis,Tanimbar Scrubfowl,Megapodiidae,Galliformes,AVIBASE-8A966B18,1,0,1,0,1,27.2,13.5,7.7,8.9,66,0.683201185,253,54.5,198.5,21.5,85,875.8,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Terrestrial,-8.03,-7.11,-7.59,131.41,3225.7,22732420,VU,0,1,0,0,0,1,0,0,0,0,0,0,2.87916706,-4.371621939,1.643321669,9.25,4.527674224,0.163809774
77,Megapodius layardi,Vanuatu Scrubfowl,Megapodiidae,Galliformes,AVIBASE-45EEB735,4,1,3,0,4,24,11.8,6.7,8,70,0.592347285,236,59.6,176.4,25.3,81.8,768.6,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-17.83,-13.22,-15.68,167.42,6452.14,22678615,VU,1,0,0,0,0,1,0,0,0,0,1,0,2.748599984,-3.678360062,NA,NA,4.801423619,0.220695172
78,Megapodius laperouse,Micronesian Scrubfowl,Megapodiidae,Galliformes,AVIBASE-E19BE428,5,2,1,2,4,22.3,10.8,5.2,6.8,51.5,0.223587339,167,51.8,113.4,31.4,55.4,308,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Terrestrial,6.89,20.54,11.48,139.7,838.35,22678620,NT,1,1,1,0,0,1,1,0,0,1,1,0,1.834129089,-5.719091525,1.037960302,7,4.744110458,0.20878544
79,Megapodius pritchardii,Tongan Scrubfowl,Megapodiidae,Galliformes,AVIBASE-69BBDE32,4,2,2,0,4,24.3,11.6,5.8,6.9,54,0.27703081,177,33.4,143.7,18.8,55.6,365,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Terrestrial,-18.03,-15.57,-15.8,-175.53,56.98,22678625,VU,0,1,0,0,0,1,0,0,0,1,1,0,2.00392666,-8.40782687,2.383207785,12,4.600997275,0.179046378
80,Megapodius freycinet,Dusky Scrubfowl,Megapodiidae,Galliformes,AVIBASE-D3A0B18E,10,3,4,3,8,26.7,13.4,6.8,8.2,63.4,0.454463132,210.2,53.4,159,25.1,75.9,642.5,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Terrestrial,-4.08,2.65,-1.29,128.54,59730.5,22678602,LC,1,0,0,0,0,1,0,0,0,0,0,0,2.569396123,-1.452929143,2.517732533,12.5,4.517987168,0.161796794
81,Megapodius geelvinkianus,Biak Scrubfowl,Megapodiidae,Galliformes,AVIBASE-8252F53B,2,0,2,0,2,28.6,13.2,6.2,8.4,66,0.466220695,212.4,39.4,173,18.5,68.8,642.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-1.53,-0.63,-0.97,135.76,2947.6,22728514,NT,1,1,1,0,0,1,0,0,0,0,1,0,2.569396123,-4.46178064,2.517732533,12.5,4.759216809,0.211924555
82,Megapodius decollatus,New Guinea Scrubfowl,Megapodiidae,Galliformes,AVIBASE-FAE8B00D,4,2,2,0,3,27.1,13.3,6.2,7.8,62.3,0.533025033,224.9,32.6,192.2,14.5,70.7,666.3,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-8.51,-1.47,-4.16,141.88,239677.89,22678607,LC,0,0,0,0,0,0,0,0,0,0,0,0,2.605769326,-0.063476023,3.997504763,18,4.526801705,0.163628464
83,Megapodius eremita,Melanesian Scrubfowl,Megapodiidae,Galliformes,AVIBASE-5795BC17,5,2,3,0,4,24.3,12,6,8.1,62.7,0.468358434,212.8,58.1,150.9,28,69.4,676.7,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,-10.91,-0.88,-6.29,153.92,84419.95,22678611,LC,0,0,0,0,0,0,0,0,0,0,0,0,2.621257349,-1.106968172,-0.576336676,1,5.799921462,0.428184022
84,Megapodius reinwardt,Orange-footed Scrubfowl,Megapodiidae,Galliformes,AVIBASE-73651931,5,2,3,0,4,27,13.7,6.8,8.1,65.4,0.564556681,230.8,53.9,181.9,22.8,88.2,875.8,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Terrestrial,-23.17,-0.34,-9.72,138.14,795651.65,22734302,LC,0,0,0,0,0,0,0,0,0,0,0,0,2.87916706,1.136389544,1.643321669,9.25,4.81712205,0.223957322
85,Chamaepetes unicolor,Black Guan,Cracidae,Galliformes,AVIBASE-8C688594,5,0,2,3,4,37.8,17.3,8.9,10.8,65.5,0.883079764,290.4,43,242.2,15,259.2,1135,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,8.37,10.99,9.43,-83.22,15572.6,22678443,LC,1,0,0,0,0,1,0,1,0,0,0,0,3.138417236,-2.797258961,-0.172762432,2.5,7.000325117,0.677629101
86,Chamaepetes goudotii,Sickle-winged Guan,Cracidae,Galliformes,AVIBASE-B019CEB9,11,4,5,2,4,36.6,16.6,8.8,10.6,67.3,0.685338924,253.4,25.4,231.1,9.9,247.2,727.7,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-17.48,11.23,-3.03,-75.55,316282.38,22678446,LC,0,0,0,0,0,0,0,0,0,0,0,0,2.693918181,0.213863502,NA,NA,6.396489336,0.552151422
87,Penelopina nigra,Highland Guan,Cracidae,Galliformes,AVIBASE-E627D25F,9,0,2,7,4,30.8,14.5,7.8,9.9,70.7,0.612121369,239.7,13.2,221.6,5.7,263.1,890,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,12.91,17.65,15.24,-90.19,103251.96,22678449,VU,1,0,0,1,0,1,0,0,0,0,1,0,2.895250769,-0.905599706,-0.30728718,2,7.045563915,0.687029768
88,Penelope argyrotis,Band-tailed Guan,Cracidae,Galliformes,AVIBASE-540D21F5,4,1,1,2,4,37.3,14.3,8.2,8.8,58.2,0.743057872,264.2,33.5,230.8,12.7,271.2,806.7,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,4.02,11.37,8.93,-70.84,88746.24,22678354,LC,0,0,0,0,0,0,0,0,0,0,0,0,2.796981158,-1.056990859,NA,NA,6.188169748,0.508862403
89,Penelope barbata,Bearded Guan,Cracidae,Galliformes,AVIBASE-89605A18,5,1,1,3,4,35.4,14.1,9.2,9.6,55.7,0.623878933,241.9,29.6,212.2,12.6,255.2,665,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-6.99,-3.33,-5.36,-79.22,16461.26,22678357,NT,1,0,0,1,1,1,0,0,0,0,0,0,2.603816347,-2.741762179,NA,NA,6.796920303,0.635361377
90,Penelope ortoni,Baudo Guan,Cracidae,Galliformes,AVIBASE-BA3D0CC1,4,2,2,0,4,35.7,16.5,8.7,10.3,56.2,0.760694217,267.5,32.8,234.7,12.2,267.5,872,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-0.02,7.43,3.16,-77.71,77623.51,22678360,EN,1,0,1,1,1,1,0,0,0,0,0,0,2.87481873,-1.190901575,NA,NA,6.845446769,0.645445225
91,Penelope montagnii,Andean Guan,Cracidae,Galliformes,AVIBASE-6CF279AC,11,4,6,1,4,34.8,14.6,9.1,10.1,58.7,0.621741194,241.5,30.9,219.7,12.2,250.8,706,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-18.07,11.08,-3.19,-73.51,368616.68,22678364,LC,0,0,0,0,0,0,0,0,0,0,0,0,2.663644544,0.366985376,-0.30728718,2,6.294913772,0.531043918
92,Penelope marail,Marail Guan,Cracidae,Galliformes,AVIBASE-B08C691D,5,0,1,4,4,40.9,18.6,9.1,10.9,78.9,1.048754523,321.4,35.3,292.7,10.7,348,879.7,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-3.22,8.59,2.61,-57.26,1217966.93,22678367,LC,0,0,0,0,0,0,0,0,0,0,0,0,2.883610246,1.562166376,-0.038237683,3,6.220894257,0.515662589
93,Penelope superciliaris,Rusty-margined Guan,Cracidae,Galliformes,AVIBASE-28799734,16,8,8,0,4,34.8,16.3,9.9,11,71.8,0.659686058,248.6,34.1,217.8,13.5,286.8,895,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-32.19,-0.58,-13.66,-48.58,5614395.75,22678370,NT,1,0,0,0,1,1,0,0,0,0,0,0,2.900853024,3.090317327,-0.038237683,3,5.959036654,0.461248318
94,Penelope dabbenei,Red-faced Guan,Cracidae,Galliformes,AVIBASE-D3E64B50,4,3,1,0,4,35.4,15.4,9.1,9.4,67.3,0.84620377,283.5,34.9,248.6,12.3,283.3,1230,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-24.05,-18.31,-21.04,-64.35,31904.43,22678373,LC,0,0,0,0,0,0,0,0,0,0,0,0,3.218798754,-2.080027049,-0.038237683,3,6.421616334,0.557372837
95,Penelope jacquacu,Spix's Guan,Cracidae,Galliformes,AVIBASE-1D1EDAF0,8,2,5,1,4,38.4,14.8,8.8,10.4,79.7,0.915145847,296.4,30.3,268.4,10.3,322.4,1487.9,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-18.28,8.63,-4.44,-66.36,5007343.09,22678386,LC,0,0,0,0,0,0,0,0,0,0,0,0,3.409150315,2.975888812,-0.172762432,2.5,7.440677483,0.769134762
96,Penelope purpurascens,Crested Guan,Cracidae,Galliformes,AVIBASE-01A38979,7,3,1,3,6,45.8,18.2,10.1,11.2,83.5,1.360329955,379.7,45.7,337.6,12,368.6,2060,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-4.22,24.46,13.31,-85.92,1269425.48,22678376,NT,1,0,0,0,0,1,0,0,0,0,0,0,3.734490568,1.603547779,-0.172762432,2.5,7.680779767,0.819028257
97,Penelope perspicax,Cauca Guan,Cracidae,Galliformes,AVIBASE-2296FCC4,2,0,1,1,1,40.5,15.5,18.8,10.7,86.2,1.067994172,325,43,309,12.2,333.5,1197,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,2.43,4.73,3.92,-75.98,107.66,22678379,VU,1,0,1,0,0,1,0,0,0,0,0,0,3.191603012,-7.771549086,-0.240024806,2.25,7.122982059,0.703117336
98,Penelope albipennis,White-winged Guan,Cracidae,Galliformes,AVIBASE-D10D229A,4,1,2,1,3,40.4,16.7,9.8,11.3,83.7,1.027911569,317.5,52,265.5,16.4,313.5,1750,Dunning,NA,NO,NA,NA,Woodland,1,1,Herbivore,Omnivore,Insessorial,-6.74,-5.43,-6.07,-79.62,3108.85,22678382,EN,1,0,0,1,0,1,0,0,0,0,0,0,3.571400373,-4.408519037,-0.038237683,3,7.372553489,0.754978528
99,Penelope obscura,Dusky-legged Guan,Cracidae,Galliformes,AVIBASE-C082DE35,10,4,3,3,5,34.5,16.6,10.2,12,70.6,0.984622358,309.4,14.6,286.3,4.9,313.5,1770,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-34.35,-17.04,-27.18,-53.23,1012773.03,22678389,LC,0,0,0,0,0,0,0,0,0,0,0,0,3.582764132,1.377675502,-0.038237683,3,7.636499553,0.809826784
100,Penelope pileata,White-crested Guan,Cracidae,Galliformes,AVIBASE-474C532A,7,1,4,2,4,40.7,17.5,9.6,11.8,85.5,1.051961131,322,31,290.6,9.6,358.3,1249.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-10.47,-1.2,-5.26,-54.53,1046616.16,22678392,VU,1,0,0,0,0,1,0,0,0,0,0,0,3.234768124,1.410545614,-0.038237683,3,6.023068929,0.474554288
101,Penelope ochrogaster,Chestnut-bellied Guan,Cracidae,Galliformes,AVIBASE-1CE8F9FE,8,2,3,3,4,34.1,17.1,10.6,12.1,80.9,1.043410176,320.4,32.3,283.5,10.1,334.8,1249.8,Inferred,NA,YES,Body Mass,Penelope pileata,Woodland,1,1,Herbivore,Frugivore,Insessorial,-18.03,-5.24,-13.81,-50.77,30953.73,22678395,VU,1,0,0,1,0,1,0,0,0,0,1,0,3.234768124,-2.110278412,-0.30728718,2,7.204151234,0.719984371
102,Penelope jacucaca,White-browed Guan,Cracidae,Galliformes,AVIBASE-7DDADC44,9,5,3,1,4,35.8,16.3,7.9,12.8,70.2,0.829636294,280.4,45.9,240.3,16.2,268.4,1400,Updated_live.sample,Live sample (museum data),NO,NA,NA,Woodland,1,1,Herbivore,Frugivore,Generalist,-14.69,-4.2,-9.55,-40.41,617593.52,22678398,VU,1,0,0,0,0,1,0,0,0,0,0,0,3.348256822,0.883058586,-0.172762432,2.5,6.91012512,0.658885451
103,Pipile pipile,Trinidad Piping-guan,Cracidae,Galliformes,AVIBASE-9D2FC800,4,2,2,0,4,37.6,18.2,9.8,11.1,64,1.100060254,331,63.1,267.9,18.7,280,1816.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,10.2,10.84,10.76,-61.16,502.77,22678401,CR,1,0,0,0,0,1,0,0,0,0,1,0,3.608751207,-6.23039439,-0.30728718,2,8.256941984,0.938755341
104,Pipile cumanensis,Blue-throated Piping-guan,Cracidae,Galliformes,AVIBASE-0440B291,7,1,3,3,4,36.9,18.2,10.3,10.7,61.7,1.118231034,334.4,61.7,279.4,18.1,302.1,1239.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-27.03,10.23,-0.21,-67.42,3138839.62,22727323,LC,0,0,0,0,0,0,0,0,0,0,0,0,3.226250595,2.508836542,-0.038237683,3,6.699559464,0.615129697
105,Pipile grayi,White-throated Piping-guan,Cracidae,Galliformes,AVIBASE-601C4D19,4,3,1,0,4,31.9,16.8,11.6,13.1,57.3,1.076010693,326.5,19.6,306.9,6,277.5,1239.2,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-22.72,-11.34,-15.63,-61.13,942279.32,22727333,NT,1,0,1,0,0,1,0,0,0,0,0,0,3.226250595,1.305529828,NA,NA,3.045870506,-0.144110519
106,Pipile cujubi,Red-throated Piping-guan,Cracidae,Galliformes,AVIBASE-B261EA96,5,2,2,1,4,36.1,16.6,9,10.9,66.4,1.189845285,347.8,53.7,292.8,15.6,299.6,1195.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-16.67,-0.96,-8.86,-55.21,2677912.48,22678422,VU,1,0,0,1,1,1,0,1,0,0,1,0,3.190600003,2.350020924,-0.172762432,2.5,7.001431855,0.677859082
107,Pipile jacutinga,Black-fronted Piping-guan,Cracidae,Galliformes,AVIBASE-DA1A931A,5,3,0,2,4,38.3,17.6,9.4,11.2,67.1,1.148159378,340,66.6,274.6,19.5,285.4,1241,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-28.3,-19.33,-25.01,-50.4,169256.82,22678429,EN,1,0,0,0,0,1,0,1,0,0,0,0,3.227702091,-0.411354714,-0.038237683,3,7.381390074,0.756814779
108,Aburria aburri,Wattled Guan,Cracidae,Galliformes,AVIBASE-50A42775,12,6,6,0,4,37.1,16.6,9.3,10.2,65.8,1.133195206,337.2,52.5,283.1,15.7,290.4,1405.1,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-13.43,11.15,-2.79,-75.23,139314.36,22678440,NT,1,0,0,0,0,1,0,0,0,0,0,0,3.35189306,-0.606038958,NA,NA,7.418901822,0.764609758
109,Oreophasis derbianus,Horned Guan,Cracidae,Galliformes,AVIBASE-9584A5CA,4,0,1,3,4,42.7,20.7,10.3,14.1,82,1.311161963,370.5,33.5,337,9,352.8,2071.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,14.41,17.18,15.12,-91.62,7715.08,22678453,EN,1,1,0,0,1,1,0,0,0,0,1,0,3.740057568,-3.499595065,-0.30728718,2,9.131387472,1.120465987
110,Ortalis vetula,Plain Chachalaca,Cracidae,Galliformes,AVIBASE-F4F49CCB,5,2,3,0,4,28.3,12.2,6.9,8.8,61.1,0.389262098,198,22.1,172.2,11.4,230.4,562.6,Dunning,NA,NO,NA,NA,Shrubland,1,1,Herbivore,Frugivore,Insessorial,9.83,26.91,19.19,-92.82,603225.55,22678305,LC,0,0,0,0,0,0,0,0,0,0,0,0,2.436598202,0.859519253,-0.038237683,3,4.804508169,0.221336145
111,Ortalis cinereiceps,Grey-headed Chachalaca,Cracidae,Galliformes,AVIBASE-3760C5DC,10,1,6,3,4,29.3,13.3,7.3,9,60.2,0.4293447,205.5,27.4,177.9,13.3,207.2,493,Dunning,NA,NO,NA,NA,Shrubland,1,1,Herbivore,Frugivore,Insessorial,5.31,15.88,10.62,-82.18,236334.32,22678308,LC,0,0,0,0,0,0,0,0,0,0,0,0,2.30453848,-0.077524508,-0.038237683,3,4.283435595,0.113056743
112,Ortalis garrula,Chestnut-winged Chachalaca,Cracidae,Galliformes,AVIBASE-B679EB0C,7,3,2,2,7,28.8,14.8,8.9,10.4,60.6,0.472633912,213.6,25.3,188.3,11.9,249.1,532,Dunning,NA,NO,NA,NA,Shrubland,1,1,Herbivore,Frugivore,Insessorial,6.9,11.36,8.91,-74.91,109708.02,22678312,LC,0,0,0,0,0,0,0,0,0,0,0,0,2.380672795,-0.844949447,-0.038237683,3,4.345856726,0.126027917
