English.name,newrow
Blue-rumped Pitta,1025
Red-tailed Amazon,1026
Maroon Shining-parrot,1026
Red-headed Lovebird,1026
Pale-billed Hornbill,1030
White-faced Starling,1030
Scarlet-and-white Tanager,1030
Green-backed Trogon,1031
Boat-billed Tody-tyrant,1033
White-crowned Robin-chat,1034
Fork-tailed Storm-petrel,1035
Congo Sand Martin,1035
White-throated Greenbul,1035
Papuan Frogmouth,1039
Indian Skimmer,1041
Moustached Turca,1041
River Lapwing,1047
Little Bustard,1048
New Georgia Dwarf-kingfisher,1050
White-winged Warbler,1050
Senegal Thick-knee,1052
Long-tailed Parakeet,1052
Chestnut-breasted Quail-thrush,1053
Capped Conebill,1053
Cactus Parakeet,1055
Northern Double-collared Sunbird,1055
Oriental Scops-owl,1056
Scarlet Tanager,1056
Dot-fronted Woodpecker,1057
Bioko Batis,1057
Markham's Storm-petrel,1058
Indian Blue Robin,1058
Striolated Manakin,1059
Sichuan Treecreeper,1059
Yellow-breasted Forest-robin,1061
Santa Marta Mountain-tanager,1061
Brown Quail,1064
Little Grassbird,1064
Northern Cassowary,1067
Tropical Parula,1067
Hooded Tinamou,1070
Mountain Bluebird,1070
Pacific Elaenia,1072
Pale-bellied Hermit,1073
Mountain Wheatear,1074
Buff-winged Starfrontlet,1075
Reunion Cuckooshrike,1075
Pied-winged Swallow,1077
Cream-browed White-eye,1077
Parker's Spinetail,1078
Barred Cuckoo-dove,1079
Seram Imperial-pigeon,1079
Red-tailed Laughingthrush,1080
Buff-streaked Chat,1080
Eurasian Blackbird,1081
Bornean Blue-flycatcher,1083
Slate-throated Whitestart,1083
Antipodes Parakeet,1084
White-lored Antpitta,1087
Banda Fantail,1087
Chestnut-sided Warbler,1089
Spot-breasted Ibis,1090
Happy Wren,1090
Unicolored Thrush,1090
Grey Kestrel,1091
Black-backed Water-tyrant,1093
Abyssinian White-eye,1096
White-browed Purpletuft,1097
Greylag Goose,1100
Jet Manakin,1100
Wagler's Toucanet,1101
Fine-banded Woodpecker,1101
Whiskered Auklet,1103
Scarlet-rumped Tanager,1103
Kerguelen Shag,1104
Somali Wheatear,1104
Mongolian Accentor,1105
Siberian Accentor,1105
Giant Pitta,1107
California Quail,1108
Papuan King-parrot,1108
Taiwan Blue Magpie,1110
Black-bellied Wren,1111
Abert's Towhee,1113
Rainbow-bearded Thornbill,1114
Kaempfer's Woodpecker,1114
Cream-winged Cinclodes,1114
Handsome Fruiteater,1114
Little Shrike-thrush,1114
Weyns's Weaver,1114
Little Black Cormorant,1115
Mississippi Kite,1115
Magdalena Antbird,1115
Great Spinetail,1115
Streaked Dacnis,1115
Mountain Velvetbreast,1116
Saffron Siskin,1116
Speke's Weaver,1117
Small Jamaican Elaenia,1119
Leaden Antwren,1120
Ash-throated Casiornis,1120
White-throated Screech-owl,1121
Woodland Pipit,1121
Banded Kingfisher,1122
Tawitawi Brown-dove,1123
Madagascar Buzzard,1123
Rufous-headed Woodpecker,1124
Lesser Short-toed Lark,1126
Goeldi's Antbird,1127
Crimson-fronted Cardinal,1127
Madagascar Long-eared Owl,1129
Andean Black-tyrant,1129
Rüppell's Weaver,1130
Hispaniolan Oriole,1131
Serendib Scops-owl,1132
Palau Owl,1132
Fuscous Flycatcher,1132
African Pipit,1132
Brown-chested Jungle-flycatcher,1133
South Georgia Diving-petrel,1134
Southern Black Tit,1134
Crissal Thrasher,1136
Henderson Fruit-dove,1137
Nepal House Martin,1137
White-backed Night-heron,1138
Sharp-beaked Ground-finch,1140
Red-fronted Lorikeet,1141
African Goshawk,1144
Sao Tome Grosbeak,1145
Samoan Fantail,1147
Yellow Longbill,1147
Rufous Owl,1148
Orange-fronted Plushcrown,1150
Slaty-capped Shrike-vireo,1151
Jacky Winter,1151
Western Mountain Greenbul,1152
Henderson Crake,1155
Collared Forest-falcon,1155
Dot-winged Antwren,1155
Fiscal Flycatcher,1155
Black-masked Finch,1155
Sao Paulo Tyrannulet,1156
Greater Pied Puffbird,1158
Barbados Bullfinch,1158
Plain Softtail,1159
Kolombangara Leaf-warbler,1164
Freckle-breasted Woodpecker,1166
Solomons Frogmouth,1167
Eastern Black-headed Oriole,1167
Red-shouldered Cuckooshrike,1167
Choco Toucan,1168
Western Spinebill,1168
Everett's White-eye,1168
White-banded Tyrannulet,1173
Yellow Bunting,1173
Scaly-throated Honeyguide,1174
Tibetan Snowfinch,1174
Amazonian Black-tyrant,1175
Mariana Crow,1175
Junin Rail,1176
Small Pale-browed Treehunter,1176
Bismarck Kingfisher,1178
Mourning Dove,1179
Rufous-crowned Elaenia,1181
Slaty-backed Forktail,1181
Fiji Shrikebill,1182
Tickell's Leaf-warbler,1182
Scrub Blackbird,1185
Puerto Rican Nightjar,1186
White-tailed Leaf-warbler,1188
Black Tinamou,1191
Vinaceous-breasted Amazon,1191
Tawny-chested Flycatcher,1191
Pale Thrush,1191
Kenya Sparrow,1191
Little Bunting,1191
Rose-bellied Bunting,1191
Masked Gnatcatcher,1192
Grey-winged Trumpeter,1193
Moustached Treeswift,1195
Yellow-eared Spiderhunter,1196
Red-throated Lorikeet,1197
Congo Peafowl,1199
White-eyed Foliage-gleaner,1200
Red-billed Pigeon,1201
Brown-capped Tyrannulet,1201
Black-and-rufous Warbling-finch,1201
Slaty-backed Flycatcher,1202
Black-collared Starling,1203
Montserrat Oriole,1203
Brown Oriole,1205
Light-crowned Spinetail,1206
Rota White-eye,1206
Sombre Hummingbird,1207
Boulder Chat,1207
Red Goshawk,1208
Chestnut-breasted Nigrita,1209
Sooty Oystercatcher,1210
White-faced Quail-dove,1213
Amethyst-throated Sunangel,1214
Fiery-billed Araçari,1215
Castelnau's Antshrike,1215
Sulphur-rumped Tanager,1215
Franklin's Gull,1216
Sharpe's Rosefinch,1216
African Olive-pigeon,1219
Emerald-bellied Puffleg,1220
Common Tody-flycatcher,1220
Mascarene Paradise-flycatcher,1220
Black-eared Cuckoo,1223
Papuan Grassbird,1223
Blackish-breasted Babbler,1223
Orange-crowned Euphonia,1223
Melanesian Cicadabird,1224
White-eared Brown-dove,1226
Rufous-faced Antpitta,1226
Sanford's Sea-eagle,1227
Three-streaked Tchagra,1228
Green-and-gold Tanager,1228
Green-backed Whistler,1229
Henderson Reed-warbler,1229
Stripe-throated Jery,1230
Dwarf Fruit-dove,1232
Tawny-crowned Pygmy-tyrant,1232
Dimorphic Jewel-babbler,1233
Galah,1234
Olive Finch,1234
Trinidad Piping-guan,1236
Black-browed Triller,1236
Black-crowned Waxbill,1236
Somali Fiscal,1241
Oleaginous Hemispingus,1241
Bahian Nighthawk,1242
American Bittern,1243
Sulu Pygmy Woodpecker,1243
Cinnamon-rumped Foliage-gleaner,1243
Purple-bellied Lory,1246
Akun Eagle-owl,1248
Common Flameback,1249
White-vented Euphonia,1249
Emin's Barbet,1250
White-throated Hawk,1252
Rufous-tailed Flatbill,1256
Mozambique Forest-warbler,1258
South Philippine Dwarf-Kingfisher,1259
Naked-faced Barbet,1261
Yellow-rumped Antwren,1261
Long-tailed Cinclodes,1261
Negros Striped Babbler,1262
Stierling's Woodpecker,1264
Himalayan Grasshopper-warbler,1266
White-eared Solitaire,1267
Black Scrub-robin,1268
Fiery Minivet,1270
Lord Howe Woodhen,1271
Babbling Starling,1271
Sula Golden Bulbul,1273
Crowned Woodnymph,1274
Rose-headed Parakeet,1274
Blue-chinned Barbet,1275
Black Woodpecker,1275
Omao,1275
Grey Partridge,1277
Olivaceous Elaenia,1278
Black-throated Parrotbill,1278
Pale-breasted Illadopsis,1278
Red-winged Francolin,1279
Yellow-browed Antwarbler,1281
Boucard's Wren,1282
Stripe-tailed Yellow-finch,1286
Masked Tanager,1286
Black-necked Wattle-eye,1289
Red-billed Emerald,1290
Dark-bellied Cinclodes,1291
Mbulu White-eye,1291
Whistling Cisticola,1292
Dark-sided Thrush,1292
Creamy-crested Spinetail,1294
Painted Buttonquail,1295
Sula Fruit-dove,1299
Friendly Grasshopper-warbler,1301
Dusky Lory,1302
Coastal Miner,1303
Common Redstart,1304
Jankowski's Bunting,1304
Buff-banded Rail,1306
Red-crested Woodpecker,1308
Short-legged Ground-roller,1309
Rufous Scrub-bird,1309
Rufous Hummingbird,1311
Black-headed Ibis,1312
Cape Clapper Lark,1312
Chinese Grosbeak,1312
Christmas Island Imperial-pigeon,1314
Narcissus Flycatcher,1314
Great Blue Heron,1316
Flame Bowerbird,1317
Huancavelica Canastero,1319
Green-tailed Towhee,1319
Plumbeous Antvireo,1324
Ringed Antpipit,1324
Tepui Goldenthroat,1325
Dinelli's Doradito,1325
African Silverbill,1325
Velvet Scoter,1327
Pink-legged Graveteiro,1327
Aplomado Falcon,1328
Mindoro Imperial-pigeon,1330
Crossley's Vanga,1333
Yellow-billed Nuthatch,1333
Black Bushbird,1334
Ochre-breasted Foliage-gleaner,1334
Black-eared Ground-thrush,1335
Coppery Emerald,1338
Chinese Grass-babbler,1339
Sooty Thrush,1339
Pinto's Spinetail,1345
Williams's Lark,1348
Black-chinned Whistler,1349
Rusty-naped Tanager,1349
Red-faced Guan,1350
Udzungwa Forest-partridge,1351
African Emerald Cuckoo,1352
Papyrus Gonolek,1353
Black-throated Sunbird,1354
Sri Lanka Junglefowl,1356
Pygmy Swiftlet,1357
Brown-rumped Seedeater,1357
Shining Honeycreeper,1357
Scarlet-breasted Lorikeet,1358
Plumbeous Water-redstart,1358
Short-tailed Akalat,1359
Brown-rumped Minivet,1361
African Long-eared Owl,1362
Retz's Helmetshrike,1362
Golden-winged Parakeet,1363
Cinnamon Flycatcher,1363
Eurasian Skylark,1363
Guadalcanal Dwarf-kingfisher,1364
Blue-throated Toucanet,1364
Red-backed Thrush,1364
Flavescent Bulbul,1365
Sao Tome Weaver,1365
Rufous-capped Spinetail,1366
Iberian Chiffchaff,1366
Blue-fronted Redstart,1366
Red-knobbed Imperial-pigeon,1367
Sumba Cicadabird,1368
Allen's Hummingbird,1369
Plain Thornbird,1369
Black-eared Seedeater,1370
Noisy Friarbird,1373
Wahnes's Parotia,1375
Cordilleran Canastero,1379
Golden Greenlet,1380
Kadavu Honeyeater,1381
Rusty Whistler,1381
Eurasian Blackcap,1381
Straight-billed Earthcreeper,1382
Red-eared Fruit-dove,1383
Bahia Tapaculo,1387
White-eyed River Martin,1388
Chestnut-bellied Guan,1390
Great Shearwater,1391
Philippine Swiftlet,1393
Bearded Barbet,1393
King Penguin,1394
Sumatran Shortwing,1394
Cordilleran Flycatcher,1395
Marbled Wood-quail,1398
Slender-billed Gull,1398
Finsch's Francolin,1401
Chuuk Monarch,1401
Moustached Warbler,1401
Palau Bush-warbler,1401
Glistening-green Tanager,1401
Common Crane,1404
Island Leaf-warbler,1404
Willow Warbler,1406
White-tailed Ant-thrush,1406
Curlew Sandpiper,1407
Tawny-flanked Prinia,1410
Restless Flycatcher,1412
Isabelline Warbler,1412
Vinous-breasted Myna,1413
Germain's Peacock-pheasant,1414
Atlantic Puffin,1414
Song Thrush,1414
Black-and-yellow Broadbill,1416
Pharaoh Eagle-owl,1417
Javan Oriole,1417
Huanuco Starfrontlet,1418
Bumblebee Hummingbird,1420
Madagascar Marsh-harrier,1420
Indochinese Green Magpie,1420
Wattled Ibis,1421
European Honey-buzzard,1421
Yellow-browed Tyrant,1421
Hispaniolan Mango,1423
Madagascar Green-pigeon,1425
Yellow-bellied Tyrannulet,1425
White-bellied Nothura,1426
White-plumed Antbird,1428
Green Peafowl,1435
Little Spotted Woodpecker,1436
Savannah Sparrow,1436
Guanay Cormorant,1437
Swift Parrot,1438
Peruvian Sierra-finch,1439
Eastern Little Hornbill,1440
Acre Antshrike,1441
Peruvian Meadowlark,1443
Buff-throated Warbler,1444
Thick-billed Parrot,1445
Golden-crested Myna,1445
White-faced Whitestart,1445
Hose's Broadbill,1447
Yellow-fronted Whitestart,1449
Striated Lorikeet,1450
Sao Tome Prinia,1452
Fork-tailed Drongo,1453
Grey-hooded White-eye,1453
Halmahera Paradise-crow,1459
White-crested Laughingthrush,1459
Black-thighed Falconet,1460
Thick-billed Fox-sparrow,1460
Hispaniolan Nightjar,1461
Eastern Hooded Pitta,1462
Needle-billed Hermit,1463
Wood Sandpiper,1464
Cliff Flycatcher,1464
Madagascar Bulbul,1464
Eastern Chanting-goshawk,1467
Olive Whistler,1467
Ribbon-tailed Drongo,1469
Spotted Puffbird,1470
Teardrop White-eye,1470
Fawn-breasted Wren,1470
Common Shelduck,1472
Hume's White-eye,1474
Snow Bunting,1475
Spot-billed Pelican,1477
Socotra Starling,1477
Dulit Partridge,1478
Black-casqued Hornbill,1478
Rufous-capped Nunlet,1480
Black-cowled Saltator,1480
Copper-tailed Starling,1481
Nusa Tenggara Paradise-flycatcher,1483
Apricot-breasted Sunbird,1483
Magellanic Diving-petrel,1484
Galapagos Petrel,1485
Short-clawed Lark,1486
Collared Brush-turkey,1488
Sooty Albatross,1488
Cape Teal,1489
Quail-plover,1490
Gizo White-eye,1492
Grey-fronted Dove,1494
Red-legged Crake,1494
Buff-bellied Puffbird,1494
Spotted Tody-flycatcher,1495
Masked Mountain-tanager,1496
Great Frigatebird,1497
Black-faced Laughingthrush,1499
Golden-winged Sparrow,1499
Least Auklet,1500
Ashy Woodpigeon,1501
Green-tailed Sunbird,1501
Black Guineafowl,1506
Rusty-flanked Robin-chat,1509
Spot-winged Grosbeak,1510
Grey-green Scrubwren,1512
Marsh Tapaculo,1516
Eastern Mountain Greenbul,1518
White-tailed Trogon,1520
Red-throated Barbet,1520
Principe Starling,1520
Grand Comoro Bulbul,1521
Senegal Eremomela,1525
Brown-faced Go-away-bird,1527
Orange-banded Thrush,1527
Rufous-capped Motmot,1529
White-throated Seedeater,1531
Greater Scythebill,1532
White-chested White-eye,1532
Yellow-throated Euphonia,1532
Chestnut-breasted Tanager,1535
Smoky Bush-tyrant,1536
Curve-billed Scythebill,1538
Scimitar-billed Woodcreeper,1538
Fairy Flycatcher,1538
Streak-backed Antshrike,1539
Northern Black-flycatcher,1539
Red-throated Ant-tanager,1540
Yellowhammer,1541
Flavescent Warbler,1542
Japanese Buzzard,1546
Sulphur-breasted Parakeet,1546
Caracas Tapaculo,1546
Papuan Pitta,1547
Apolinar's Wren,1547
Mentawai Malkoha,1548
Kikau,1548
Dusky Robin,1551
Mozambique Nightjar,1552
Gabon Batis,1552
Carp's Tit,1552
Rufous-breasted Flycatcher,1556
Vanuatu Honeyeater,1559
Cozumel Thrasher,1560
Finsch's Euphonia,1560
Cape Grassbird,1561
Scaled Fruiteater,1562
Grey-bellied Tesia,1562
Tocuyo Sparrow,1563
Bulwer's Pheasant,1564
Madagascar Plain Martin,1564
Gansu Leaf-warbler,1564
Manus Monarch,1565
Bismarck White-eye,1565
Scarlet-chested Parrot,1566
Common Myna,1566
Black Petrel,1568
White-headed Lapwing,1568
Parker's Antbird,1568
Indochinese Blue-flycatcher,1569
Black-backed Grosbeak,1571
Hume's Boobook,1572
Thick-billed Green-pigeon,1573
Sulawesi Cuckoo,1573
Micronesian Myzomela,1574
Black-bellied Myzomela,1576
Cinnamon-throated Hermit,1577
Russet-crowned Crake,1577
American Woodcock,1578
Yellow-throated Tanager,1578
Bare-shanked Screech-owl,1580
Audouin's Gull,1582
Striolated Tit-spinetail,1584
Brown-breasted Barbet,1586
Chiming Wedgebill,1588
White-eared Bronze-cuckoo,1589
Ash-colored Tapaculo,1589
Black-striped Sparrow,1589
Black Crake,1590
African Woollyneck,1591
Barnacle Goose,1592
Russet-crowned Motmot,1592
Yellow-rumped Flycatcher,1594
Plum-faced Lorikeet,1596
Lesser Antillean Euphonia,1596
Grimwood's Longclaw,1598
Puerto Rican Vireo,1600
Black-breasted Mannikin,1600
Powerful Owl,1601
Sind Woodpecker,1601
Reunion Grey White-eye,1601
Olive-crowned Crescentchest,1604
Grey-lined Hawk,1605
Saltmarsh Sparrow,1606
Cryptic Forest-falcon,1607
Rufous-banded Owl,1609
Indian Cuckooshrike,1609
Torrent Duck,1610
Handsome Flycatcher,1610
Wing-banded Wren,1610
Grey-headed Batis,1612
Giant Wren,1612
Collared Crescentchest,1614
Slaty Becard,1616
Madagascar Crested Ibis,1619
Great-billed Seed-finch,1619
Amani Sunbird,1622
Slaty Bunting,1624
Black-capped Kingfisher,1625
Bell Miner,1626
Saxaul Sparrow,1626
Tricolored Brush-finch,1626
South Island Oystercatcher,1627
Yellow-ridged Toucan,1627
Bluebonnet,1628
Tataupa Tinamou,1629
Yellow-whiskered Greenbul,1630
Mekong Wagtail,1630
Moluccan Myzomela,1631
Orange-billed Nightingale-thrush,1633
Zambian Yellow Warbler,1634
Flammulated Bamboo-tyrant,1635
Javan Grey-throated White-eye,1635
Brown Boobook,1638
Caspian Tern,1641
Common Kingfisher,1644
Black Hornbill,1645
Wire-tailed Manakin,1645
Black-throated Tody-tyrant,1645
Pale-footed Bush-warbler,1645
Southern Band-tailed Pigeon,1646
Racket-tailed Coquette,1647
Barred Owl,1647
Austral Rail,1648
Sclater's Tyrannulet,1648
Churring Cisticola,1650
Choco Brush-finch,1650
Northern Riverbank Warbler,1650
Austral Negrito,1652
Subtropical Cacique,1652
Small-billed Tinamou,1655
Puerto Rican Mango,1655
Long-tailed Potoo,1658
White-tipped Plantcutter,1658
Grey Currawong,1658
Satin Bowerbird,1659
Lesser Pied Puffbird,1662
Dusky-capped Flycatcher,1662
Karoo Eremomela,1663
Least Nighthawk,1664
Purple-throated Sunbird,1664
Grey-rumped Treeswift,1665
Van Dam's Vanga,1665
Black-bibbed Cicadabird,1666
Scarlet-breasted Dacnis,1666
Yellow-bellied Whistler,1668
Chapman's Antshrike,1669
Guanacaste Hummingbird,1670
Golden Whistler,1670
Olive-crowned Flowerpecker,1670
Striolated Bunting,1670
Luapula Cisticola,1671
Band-rumped Swift,1673
Golden-breasted Puffleg,1675
Lompobattang Fruit-dove,1676
White-bellied Pitohui,1676
Painted Honeyeater,1677
Common Stonechat,1678
Black-bellied Seedcracker,1679
Sapphire-vented Puffleg,1680
Sri Lanka Grey Hornbill,1680
Sage Thrasher,1680
Ruby-throated Bulbul,1682
Buru Flowerpecker,1682
Cochabamba Mountain-finch,1683
White Imperial-pigeon,1686
Lichtenstein's Sandgrouse,1687
Black-capped Woodland-warbler,1688
Ecuadorian Cacique,1688
Thick-billed Grasswren,1689
Forest Raven,1689
Yellow-billed Cotinga,1690
Red-and-yellow Barbet,1691
Great Rufous Woodcreeper,1692
White-fronted Falconet,1693
Scaled Flowerpiercer,1693
White-cheeked Cotinga,1694
Plush-crested Jay,1697
Seaside Cinclodes,1698
American Golden Plover,1700
Pale-throated Wren-babbler,1702
White-browed Forest-flycatcher,1703
Gorgeted Woodstar,1704
Rufous-legged Owl,1704
White-bellied Piculet,1704
Dusky-capped Woodcreeper,1704
Shade Bush-warbler,1705
Pale-eyed Bulbul,1706
New Zealand Storm-petrel,1709
Giant Kingbird,1712
Magellanic Steamerduck,1714
Blackish-grey Antshrike,1714
Purple Finch,1717
Indian Cormorant,1719
Yellow-fronted Tinkerbird,1719
Shiny Whistling-thrush,1720
Andean Tinamou,1721
Rock Ptarmigan,1722
Tundra Swan,1723
Monk Parakeet,1723
White-collared Starling,1725
Uniform Treehunter,1726
Jamaican Pewee,1726
Pale Prinia,1726
Stripe-breasted Wren,1727
Amazonian Tyrannulet,1729
Highland Guan,1733
White-rumped Swift,1734
Madagascar Heron,1735
Indigo Flycatcher,1735
Yellow-browed Sparrow,1735
White-winged Magpie,1738
Brown-crowned Scimitar-babbler,1740
Acorn Woodpecker,1742
Indian Pond-heron,1743
Yellow-faced Amazon,1743
Grey Go-away-bird,1745
Seram Oriole,1745
Chestnut-and-black Weaver,1748
Honduran Emerald,1749
White-spotted Flufftail,1750
Brown Crake,1750
Greater Short-toed Lark,1750
Black-headed Cuckooshrike,1752
Line-crowned Woodcreeper,1753
Lilac-tailed Parrotlet,1755
Upland Antshrike,1756
Eastern Bluebird,1756
Small Ground-finch,1756
Rusty-flanked Treecreeper,1758
Rufous-throated Hummingbird,1759
Scaly-fronted Weaver,1759
Eyebrowed Jungle-flycatcher,1760
Helmeted Woodpecker,1766
Henna-hooded Foliage-gleaner,1766
Zamboanga Bulbul,1769
Pied Goshawk,1770
Spiny-cheeked Honeyeater,1770
Coppery-bellied Puffleg,1771
White-shouldered Antbird,1771
Pallid Tit-spinetail,1771
Antarctic Tern,1772
Bahia Tyrannulet,1773
Drakensberg Prinia,1774
Hawaiian Crow,1775
Green Warbler,1776
Chestnut-bellied Starling,1778
Mayr's Honeyeater,1779
Kordofan Sparrow,1780
New Caledonian Crow,1784
Palani Chilappan,1784
Striped Woodpecker,1786
Orange Chat,1788
Cinnamon Screech-owl,1789
Tarim Hill-warbler,1790
White-cheeked Starling,1790
Broad-billed Hummingbird,1791
Rufous-chested Flycatcher,1791
Javan Broadbill,1793
Meyer's Goshawk,1795
Great Grebe,1796
Pale-naped Brush-finch,1796
Short-tailed Woodstar,1797
Western Crested Guineafowl,1799
Common Ringed Plover,1799
Blue Mountain Vireo,1799
Antillean Palm-swift,1800
Maroon Woodpecker,1804
Slate-coloured Boubou,1804
Bornean Shortwing,1805
Golden-browed Warbler,1805
Amethyst-throated Hummingbird,1807
Sharp-tailed Tyrant,1807
Cuban Kite,1809
Guianan Antwarbler,1809
White-winged Nightjar,1811
Red-winged Prinia,1811
Indigo Flowerpiercer,1813
Swamp Harrier,1815
Tree Pipit,1819
Apurimac Starfrontlet,1820
Common Pheasant,1821
Gould's Inca,1821
Fan-tailed Raven,1821
Black-and-chestnut Warbling-finch,1824
Spotless Crake,1825
Uluguru Violet-backed Sunbird,1826
Grey Woodpecker,1827
Ussher's Flycatcher,1828
Tanimbar Eclectus,1829
Streaked Tuftedcheek,1829
Pompadour Cotinga,1829
Northern Long-eared Owl,1830
Black-throated Apalis,1832
Sangkar White-eye,1832
White-breasted Babbler,1833
Chirinda Apalis,1835
Mottled Berryhunter,1838
White-headed Saw-wing,1839
Slaty-bellied Tesia,1839
Archbold's Owlet-nightjar,1840
Emerald Toucanet,1840
Red-billed Scythebill,1841
Orange-eyed Thornbird,1841
Gadwall,1842
Madagascar Wood-rail,1843
Blue-headed Macaw,1843
Chestnut-breasted Chlorophonia,1843
Speckled Spinetail,1844
Barred Becard,1845
Lunulated Antbird,1847
Grey Whistler,1847
Northern Chestnut-breasted Wren,1847
Yellow-rumped Seedeater,1847
Red Satinbird,1848
Italian Sparrow,1848
Scissor-tailed Kite,1849
Buff-spotted Flameback,1850
