"","X","Sequence","species","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other","logmass","logrange"
"62",62,3003,"Circaetus pectoralis","Accipitridae","Accipitriformes","AVIBASE-BF553D32",5,2,3,0,4,46.7,33.8,14.6,23.1,83.8,527.8,229,303.5,43,259.4,1500,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Vertivore","Generalist",-31.71,15.86,-10.32,28.83,9328714.6,22734223,1,0,0,0,0,0,1,1,0,0,0,0,0,1,7.3132203870903,16.0486077926999
"63",63,3068,"Circus aeruginosus","Accipitridae","Accipitriformes","AVIBASE-E2A19474",13,6,7,0,4,37.3,20.2,11.9,16.2,79.3,405.7,185.3,221.2,45.6,233.9,704.1,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Vertivore","Aerial",29.17,66.56,50.03,51.14,13390803.81,22695344,1,0,1,0,1,1,1,1,0,1,1,0,1,0,6.55692039152509,16.4100787464855
"64",64,3078,"Circus cyaneus","Accipitridae","Accipitriformes","AVIBASE-F558C7F9",9,4,4,1,3,30.1,16,9.7,13,72.1,352.4,158.9,197.1,44.7,131.7,393,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Aerial",37.61,73.38,58.07,84.36,17331412.86,22727733,1,0,1,1,0,0,0,1,0,1,0,0,0,0,5.97380961186926,16.6680311852007
"65",65,3074,"Circus macrosceles","Accipitridae","Accipitriformes","AVIBASE-C194112D",8,3,5,0,7,37.4,20.8,11.6,16.1,92.2,420.9,201.7,220.8,47.8,242.7,663.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Vertivore","Aerial",-24.47,-11.36,-19.14,46.18,412352.02,22695368,4,1,1,0,0,0,0,1,1,1,0,0,0,0,6.49767955831629,12.9296326810006
"66",66,3081,"Circus macrourus","Accipitridae","Accipitriformes","AVIBASE-22647E26",9,4,5,0,4,29.5,15,9.7,12.7,68,351.2,185,168.4,52.4,226.6,384.4,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Aerial",41.23,58.45,51.02,62.85,6168290.72,22695396,2,0,1,0,0,0,0,1,0,1,1,0,1,0,5.95168367709614,15.6349323267073
"67",67,3073,"Circus maillardi","Accipitridae","Accipitriformes","AVIBASE-02B81454",5,1,4,0,4,37.4,19.9,11.1,16.6,83.5,353.2,144,214.8,40.2,229,663.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Aerial",-21.36,-20.88,-21.1,55.53,1488.84,22728310,4,1,1,1,1,1,1,1,0,1,1,0,1,0,6.49767955831629,7.30575257224278
"68",68,3077,"Circus maurus","Accipitridae","Accipitriformes","AVIBASE-A41CD4E7",5,2,0,3,4,31.7,17,10.6,13.5,71.9,352.4,151.2,203.5,42.6,249.2,509,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Vertivore","Aerial",-34.84,-18.52,-30.91,22.27,597211.38,22695379,4,1,1,1,1,1,1,0,0,1,1,0,1,0,6.23244801655052,13.3000264000584
"69",69,3082,"Circus melanoleucos","Accipitridae","Accipitriformes","AVIBASE-1EA96AE1",5,2,3,0,4,29.9,15.5,9.4,13.1,72.5,352.6,179.8,176.5,50.5,214,336.3,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Aerial",25.99,54.28,49.1,122.04,1811211.65,22695402,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5.81800361874622,14.40950659917
"70",70,3083,"Circus pygargus","Accipitridae","Accipitriformes","AVIBASE-63B6412E",7,3,4,0,4,26.1,13.5,8.6,11.2,62,362.3,188,173.3,52,224.8,310.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Aerial",30.56,60.25,49.91,45.8,6837154.32,22695405,1,0,1,0,1,1,0,1,0,1,1,0,1,0,5.73914961849349,15.7378821679444
"71",71,3069,"Circus spilonotus","Accipitridae","Accipitriformes","AVIBASE-A2F048C0",4,2,2,0,4,38.3,20,12.1,15.9,86.3,407.2,194.2,213,47.7,241.2,558.8,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Vertivore","Aerial",39.66,64.43,52.88,121.45,5723030.46,61709141,1,0,1,0,1,1,0,1,0,1,1,0,0,0,6.32579162738281,15.5600090237604
"72",72,3044,"Clanga clanga","Accipitridae","Accipitriformes","AVIBASE-BAC4CA22",5,2,3,0,4,50.2,31.2,15.6,23.2,96.8,510.6,192.2,314.8,37.9,261.4,2154.3,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Vertivore","Generalist",38.72,65.94,55.15,73.97,8980278.98,22696027,3,1,1,1,1,1,1,1,1,1,0,0,0,0,7.67522112378438,16.010541506611
"73",73,3043,"Clanga hastata","Accipitridae","Accipitriformes","AVIBASE-3A985C9F",4,2,2,0,4,44.4,26.4,14,18.9,90.2,456.5,191.8,264.8,42,208.5,1359.4,"Dunning",NA,"NO",NA,NA,"Woodland",2,2,"Carnivore","Vertivore","Generalist",8.07,32.46,21.43,81.1,2409106.07,22729779,3,1,1,0,0,0,0,0,1,0,0,0,0,0,7.21479870491254,14.6947663113458
"74",74,3042,"Clanga pomarina","Accipitridae","Accipitriformes","AVIBASE-C2565B65",9,4,5,0,4,47.3,26.9,13.4,19.5,91.6,459.3,184.8,271,40.6,213,1359.4,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Vertivore","Generalist",35.81,60.04,49.67,26.85,2013351.79,22696022,1,0,1,0,0,1,1,1,1,1,0,0,0,1,7.21479870491254,14.5153114484194
"75",75,3164,"Cryptoleucopteryx plumbea","Accipitridae","Accipitriformes","AVIBASE-A6775D0C",5,2,3,0,4,32.1,21,11.2,16.7,58.9,238,74.2,164.8,31,145.4,482,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-4.13,9.63,4.34,-77.68,162116.76,22695732,2,0,1,0,0,1,0,1,0,0,0,0,0,0,6.1779441140506,11.9960720953464
"76",76,2963,"Elanus axillaris","Accipitridae","Accipitriformes","AVIBASE-67E74DD0",5,2,2,1,4,25.3,15.5,9,11.4,38.8,288.4,153,135.2,53.1,136.8,270.1,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Vertivore","Aerial",-43.06,-10.69,-25.69,134.44,7649038.18,22695033,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.59879226079857,15.8500904697937
"77",77,2962,"Elanus caeruleus","Accipitridae","Accipitriformes","AVIBASE-97C47F3E",7,3,4,0,4,30.9,16,9.2,11.3,32.1,286.3,132.1,160.2,45.2,127.7,259.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Vertivore","Aerial",-34.84,46.65,3.69,41.21,26685941.8,22695028,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5.5599121042365,17.0996474603633
"78",78,2965,"Elanus scriptus","Accipitridae","Accipitriformes","AVIBASE-468F7841",4,1,1,2,4,26.2,16.2,11.8,12,38.3,302.2,148.8,153.5,49.2,139.8,316,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Vertivore","Aerial",-30.46,-12.04,-22.87,139.41,727463.72,22695039,2,0,1,1,0,0,0,0,0,0,0,0,0,0,5.75574221358691,13.4973194073685
"79",80,3133,"Erythrotriorchis radiatus","Accipitridae","Accipitriformes","AVIBASE-235CF06A",4,2,1,1,4,34.8,20.7,11.9,17.4,74.5,387.2,161.8,225.5,41.8,250,887.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Aerial",-29.57,-11.12,-17.74,138.86,1074830.71,22695699,2,0,1,0,0,0,0,1,0,1,1,0,0,0,6.78829583894481,13.887673728073
"80",81,2986,"Eutriorchis astur","Accipitridae","Accipitriformes","AVIBASE-D5EF2E20",2,0,1,1,2,40.3,24.8,11.6,19.5,84,318.5,74.2,244.3,23.3,287.5,700,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-21.4,-13.61,-16.44,49.12,34460.57,22695336,4,1,1,0,0,1,0,1,1,1,0,0,1,0,6.5510803350434,10.4475710508621
"81",82,2990,"Gypaetus barbatus","Accipitridae","Accipitriformes","AVIBASE-81DB7410",5,2,3,0,4,78.2,46.6,20.8,28.1,103.6,760.6,370.2,378,49.5,468,5695,"Dunning",NA,"NO",NA,NA,"Rock",3,2,"Scavenger","Scavenger","Terrestrial",-31.4,51.5,34.75,76.41,8369572.33,22695174,2,0,1,1,1,1,1,1,1,0,1,0,1,1,8.64734387588128,15.9401133455808
"82",83,3012,"Gyps africanus","Accipitridae","Accipitriformes","AVIBASE-0419DDC2",5,2,3,0,4,61.3,44,20.5,30.5,95.7,578.4,225,349.2,39.2,224.6,5433,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Scavenger","Scavenger","Terrestrial",-30.05,17.01,-2.52,23.47,10465544.7,22695189,5,1,1,0,1,1,1,1,1,0,1,0,0,1,8.60024674655152,16.1635989621971
"83",84,3011,"Gyps bengalensis","Accipitridae","Accipitriformes","AVIBASE-FC2346E6",5,2,3,0,4,64.6,47.4,22.7,32.5,99.1,551.6,214,337.8,38.8,213.8,4385,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Scavenger","Scavenger","Terrestrial",11.3,34.17,23.99,83.33,3047965.15,22695194,5,1,1,1,0,1,1,1,0,1,1,0,0,1,8.38594490480628,14.9299847619963
"84",85,3015,"Gyps coprotheres","Accipitridae","Accipitriformes","AVIBASE-F85BEEB4",5,1,0,4,4,81.2,53.6,24.9,36.5,104.2,687.2,252.2,421.2,37.5,269.4,8177,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Scavenger","Scavenger","Terrestrial",-34.81,-20.54,-27.31,27.73,671208.3,22695225,3,1,0,1,0,1,1,1,1,1,0,0,1,0,9.00908061416198,13.4168347999705
"85",86,3017,"Gyps fulvus","Accipitridae","Accipitriformes","AVIBASE-5D1987CE",5,4,1,0,4,78.8,50.5,23.8,33.8,109.9,687.2,267.5,415.8,39.2,291.2,7436,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Scavenger","Scavenger","Terrestrial",13.36,49.36,36.3,52.81,3487541.03,22695219,1,0,0,0,0,1,1,1,1,1,0,0,0,1,8.91408834884133,15.0647074699171
"86",87,3010,"Gyps himalayensis","Accipitridae","Accipitriformes","AVIBASE-9BB5551E",4,1,1,2,4,82.5,55.2,23.5,34,115.6,759.8,269.5,490.2,35.5,339,9798,"Dunning",NA,"NO",NA,NA,"Rock",3,1,"Scavenger","Scavenger","Terrestrial",24.19,48.88,34.8,88.99,3859146.13,22695215,2,0,0,0,0,1,1,1,0,1,1,0,0,1,9.18993356219852,15.1659565071259
"87",88,3013,"Gyps indicus","Accipitridae","Accipitriformes","AVIBASE-C255F69A",5,2,3,0,4,71.3,44.6,20.5,29.7,99.7,585.6,223,360,38.3,235.2,5515,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Scavenger","Scavenger","Terrestrial",11.04,30.71,23.08,77.41,1117987.16,22729731,5,1,0,0,0,1,1,1,1,1,0,0,1,1,8.6152269316876,13.927040447837
"88",89,3016,"Gyps rueppelli","Accipitridae","Accipitriformes","AVIBASE-76B512B1",4,1,3,0,4,77.9,51.5,23,32.5,105.7,627.8,236,391.8,37.6,235.8,7400,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Scavenger","Scavenger","Terrestrial",-9.55,19.65,9.89,20.78,6445230.81,22695207,5,1,1,0,0,1,1,1,1,0,0,0,1,1,8.90923527919226,15.6788510059717
"89",90,3014,"Gyps tenuirostris","Accipitridae","Accipitriformes","AVIBASE-11324DC8",4,1,3,0,4,75.6,49,20,29.1,104.1,592.2,220.5,371.8,37.2,217.2,5515,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Scavenger","Scavenger","Terrestrial",11.48,29.26,24.18,93.19,705181.48,22729460,5,1,0,0,0,1,1,1,0,1,1,0,0,1,8.6152269316876,13.4662104671077
"90",91,3141,"Haliaeetus albicilla","Accipitridae","Accipitriformes","AVIBASE-5A3D91D3",5,2,3,0,4,74.1,46.1,22.9,33.9,95,599.5,227.2,370.9,38,294.2,4729.3,"Dunning",NA,"NO",NA,NA,"Rock",3,2,"Carnivore","Aquatic predator","Aerial",36.21,73.65,59.89,91.01,17404346.92,22695137,1,0,1,1,0,1,0,1,1,0,1,0,0,0,8.46153247899081,16.6722305559727
"91",92,3136,"Haliaeetus leucogaster","Accipitridae","Accipitriformes","AVIBASE-94383EEF",7,2,1,4,6,71.3,39.2,18.5,24.9,86,556.7,231.8,330.2,41.3,253.3,2827,"Dunning",NA,"NO",NA,NA,"Coastal",2,1,"Carnivore","Aquatic predator","Aerial",-43.64,26.38,-9.12,123.68,5127370.7,22695097,1,0,1,0,1,0,0,1,0,0,1,0,1,0,7.94697135769359,15.4501035516434
"92",93,3140,"Haliaeetus leucoryphus","Accipitridae","Accipitriformes","AVIBASE-F3CCFC18",5,2,3,0,4,63.6,39.1,19.3,28.3,95.3,566.6,241,322.8,42.8,290.3,2885.9,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Aerial",19.59,32.57,27.12,85.7,533825.64,22695130,4,1,1,1,1,1,0,1,1,1,1,0,1,0,7.96759208869884,13.1878245477702
"93",94,3143,"Haliaeetus pelagicus","Accipitridae","Accipitriformes","AVIBASE-C481FB24",4,1,2,1,4,90.6,60.3,28.9,47,96.3,598.5,186.2,412.2,31.1,333.6,7757,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Generalist",48.64,65.07,58.65,151.19,1293649.63,22695147,3,1,0,1,1,1,1,1,0,0,1,0,1,0,8.95635094049087,14.07297795231
"94",95,3137,"Haliaeetus sanfordi","Accipitridae","Accipitriformes","AVIBASE-4CD1AF3E",5,3,2,0,5,59.5,38.9,18.6,26.9,83,523.2,186.8,336.4,35.7,265,1980,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Omnivore","Generalist",-10.85,-5.01,-8.09,158.3,36124.13,22695105,3,1,1,0,0,0,0,1,0,0,1,0,0,0,7.59085212368858,10.4947163420797
"95",96,3138,"Haliaeetus vocifer","Accipitridae","Accipitriformes","AVIBASE-A19B0CF4",5,2,3,0,4,58.4,42.2,16.8,25.1,88.2,548.2,184.2,366,33.5,228,3400,"Dunning",NA,"NO",NA,NA,"Wetland",2,1,"Carnivore","Aquatic predator","Insessorial",-34.84,18.6,-0.96,20.97,15637883.11,22695115,1,0,0,0,1,0,0,1,0,0,1,0,0,0,8.13153071060425,16.5652069328976
"96",97,3139,"Haliaeetus vociferoides","Accipitridae","Accipitriformes","AVIBASE-A877BECE",5,1,4,0,4,57,34.4,16.6,25.1,93.3,487.2,156.2,333,31.9,236.8,3000,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Aquatic predator","Insessorial",-22.02,-11.95,-17.15,45.57,52761.99,22695121,5,1,1,0,0,0,0,1,1,0,1,0,0,0,8.00636756765025,10.8735463240881
"97",98,3023,"Harpia harpyja","Accipitridae","Accipitriformes","AVIBASE-4D324C9C",6,0,0,6,3,70.8,41,17.2,36.4,102.4,569.5,262.7,285.7,47.9,442,4800,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-30.4,19.09,-8.03,-56.95,11064295.35,22695998,3,1,1,0,0,1,1,1,0,1,0,0,1,0,8.47637119689598,16.2192338466559
"98",99,3021,"Harpyopsis novaeguineae","Accipitridae","Accipitriformes","AVIBASE-1076B5CE",4,0,2,2,4,60,39.8,18.2,33.2,133.8,426.2,72.2,354.1,16.9,377,1959.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-10.7,-0.34,-5.26,140.92,730591.98,22696007,3,1,1,0,0,0,0,1,0,0,0,0,0,0,7.58049564976442,13.5016104160041
"99",100,2980,"Henicopernis infuscatus","Accipitridae","Accipitriformes","AVIBASE-36DD499F",1,1,0,0,1,30.8,20.5,10.1,15.3,41.4,337,127,210,37.7,253,571.2,"Inferred",NA,"YES","Body Mass","Henicopernis longicauda","Forest",2,1,"Carnivore","Invertivore","Generalist",-6.32,-4.14,-5.47,150.66,33424.21,22694980,3,1,1,0,0,0,0,1,0,0,0,0,0,0,6.34773941102537,10.4170357666871
"100",101,3060,"Hieraaetus ayresii","Accipitridae","Accipitriformes","AVIBASE-7DF00403",6,2,3,1,5,33.5,20.5,11.7,17.8,68.2,383.5,130,251.8,34.2,210,806.1,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Carnivore","Vertivore","Aerial",-21.33,14.04,-5.21,29.21,5863148.99,22696103,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6.69220780428956,15.5841973875286
"101",102,3057,"Hieraaetus pennatus","Accipitridae","Accipitriformes","AVIBASE-4B8CC285",8,3,5,0,4,33.8,19.1,10.1,17,65.3,361.8,151.3,209.1,42,198,823.8,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Vertivore","Generalist",-34.84,57.55,42.1,55.17,6138248.03,22696092,1,0,1,0,1,1,1,1,1,1,1,0,0,0,6.71392778200198,15.6300499222734
"102",103,3056,"Hieraaetus wahlbergi","Accipitridae","Accipitriformes","AVIBASE-535F3C99",5,2,3,0,4,39.3,23.9,12.1,17.4,71.1,413.8,174.8,235.5,42.6,216.8,640,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Vertivore","Insessorial",-29.95,18.69,-4.41,23.1,9578321.34,22696072,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6.46146817635372,16.0750129091235
"103",104,3144,"Icthyophaga humilis","Accipitridae","Accipitriformes","AVIBASE-B7B03CB8",5,1,4,0,4,49.5,27.1,13.6,18.6,63,353.2,116.3,234.4,33.1,182.8,782,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Insessorial",-6.5,31.96,9.46,104.74,2763882.32,22695156,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6.66185474054531,14.8321468869865
"104",105,3145,"Icthyophaga ichthyaetus","Accipitridae","Accipitriformes","AVIBASE-4C057390",5,2,2,1,4,66.1,36,16.8,25.7,81.7,471.2,134.6,330.4,29,268.8,1590,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Carnivore","Aquatic predator","Insessorial",-7.82,29.13,10.81,102.19,3707887.55,22695163,2,0,0,0,0,0,0,1,0,1,1,0,0,0,7.37148929521428,15.1259728788866
"105",106,2969,"Leptodon forbesi","Accipitridae","Accipitriformes","AVIBASE-D54F02A6",5,3,1,1,5,36.2,23.3,12.2,17.4,43.1,316.2,89.4,226.8,28.5,233.4,577,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Omnivore","Insessorial",-12.53,-6.37,-8.94,-35.99,52831.24,22724659,4,1,1,0,0,0,0,1,0,0,0,0,0,0,6.3578422665081,10.8748579613953
"106",107,3034,"Lophotriorchis kienerii","Accipitridae","Accipitriformes","AVIBASE-BEB2A9A8",7,2,2,3,4,46.1,20.5,11.9,17.2,53.5,366.2,127.6,227.5,35.9,216.3,799,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Vertivore","Aerial",-9.11,29.46,9.42,104.2,3758691.08,22696111,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6.68336094576627,15.139581337738
"107",108,3134,"Megatriorchis doriae","Accipitridae","Accipitriformes","AVIBASE-0D0A9D98",2,0,2,0,2,35.1,19.9,11.6,16.7,80,290.5,75.6,214.9,26,257.5,1000,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-10.73,-0.34,-5.34,141.12,599836.92,22695706,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6.90775527898214,13.304413097254
"108",110,3149,"Milvus migrans","Accipitridae","Accipitriformes","AVIBASE-7D34E8B4",8,3,5,0,4,40,22.4,13,17.4,51.4,457.4,219.9,237.5,48.1,269.5,734.1,"Dunning",NA,"NO",NA,NA,"Woodland",3,3,"Omnivore","Omnivore","Aerial",-54.78,69.76,26.77,69.99,59168603.49,181568721,1,0,1,0,1,1,1,1,0,0,1,0,0,0,6.59864525911674,17.8959016127181
"109",111,3148,"Milvus milvus","Accipitridae","Accipitriformes","AVIBASE-451D6FC8",17,12,2,3,12,40.2,26.6,13.2,18.7,52.9,481.5,241.6,241.6,49.9,317.3,1071.8,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Omnivore","Omnivore","Generalist",14.8,61.66,48.65,10.52,1698401.57,22695072,1,0,1,0,0,1,1,1,0,0,1,0,0,0,6.97709475706075,14.3451981137702
"110",112,3022,"Morphnus guianensis","Accipitridae","Accipitriformes","AVIBASE-E19434C9",6,2,1,3,2,48.4,30.3,14.6,22.8,85.3,464.8,107.1,358.6,23,372.8,1750,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Generalist",-29.71,17.82,-7.66,-57.64,11702782.03,22695991,2,0,0,1,0,0,0,1,0,0,0,0,0,0,7.46737106691756,16.2753371518446
"111",113,3009,"Necrosyrtes monachus","Accipitridae","Accipitriformes","AVIBASE-131038AD",5,2,3,0,4,63.9,42.5,13.6,15.2,78.7,471.4,181.5,288,38.7,223,2043,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Scavenger","Scavenger","Terrestrial",-27.06,19.96,4.78,20.96,10764077.19,22695185,5,1,1,1,0,0,0,1,0,0,1,0,0,0,7.62217459481762,16.1917249619292
"112",114,2991,"Neophron percnopterus","Accipitridae","Accipitriformes","AVIBASE-6D3480A6",5,2,3,0,4,61.7,33,10.4,13.5,77.2,490.8,236,255,48,247.2,2082,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Omnivore","Scavenger","Generalist",-25.09,45.93,27.02,47.48,14111672.38,22695180,4,1,1,1,1,1,1,1,1,1,1,0,0,1,7.64108424917491,16.4625128412563
"113",115,3026,"Nisaetus bartelsi","Accipitridae","Accipitriformes","AVIBASE-A4AB4FBA",1,1,0,0,1,42.7,27.8,14,21.3,100.3,378,83.4,294.5,22.1,228.4,830,"Inferred",NA,"YES","Body Mass","Nisaetus alboniger","Forest",1,1,"Carnivore","Vertivore","Insessorial",-8.78,-6.23,-7.44,110.02,14421.49,22696165,4,1,1,0,1,0,0,1,0,1,0,0,0,0,6.72142570079064,9.57647473421102
"114",116,3033,"Nisaetus floris","Accipitridae","Accipitriformes","AVIBASE-FF57DFD2",1,0,1,0,1,41.7,26.5,12.8,21.6,113.9,436.7,115.9,320.8,26.5,229.3,1475.1,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Vertivore","Insessorial",-9.11,-8.07,-8.59,119.37,34986.16,22732096,5,1,1,0,0,0,0,1,0,0,0,0,0,0,7.296481063086,10.4627078336976
"115",117,3027,"Nisaetus nanus","Accipitridae","Accipitriformes","AVIBASE-42B300D2",6,1,2,3,5,44.2,21.6,11.3,17.3,75.5,312.7,79.8,234.6,25.4,240.8,557.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-5.95,11.8,0.56,108.02,1094809.57,22696186,3,1,1,0,0,0,0,1,0,1,0,0,1,0,6.32400047519339,13.9060909974331
"116",118,3025,"Nisaetus nipalensis","Accipitridae","Accipitriformes","AVIBASE-3F7CA21E",9,3,3,3,8,44.2,28,13.1,23.5,101.2,423.7,107,317.6,25.1,286.4,3005,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",6.26,45.52,26.77,106.31,2149247.14,22696153,2,0,1,1,0,0,1,1,0,0,0,0,0,0,8.00803284696931,14.5806281713391
"117",119,3030,"Nisaetus philippensis","Accipitridae","Accipitriformes","AVIBASE-7E5E739E",5,1,1,3,4,38.9,25.5,12.2,20.5,92,355.2,93.8,262.2,26.4,253.4,1168,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",12.21,18.65,15.69,121.39,114925.31,45015567,4,1,1,0,0,0,0,1,0,0,0,0,0,0,7.06304816338817,11.6520377180821
"118",120,3031,"Nisaetus pinskeri","Accipitridae","Accipitriformes","AVIBASE-573C98D5",1,0,1,0,1,43.2,24.6,12.9,20.9,89.7,349,73.1,276,20.9,248,1168,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",5.56,12.59,8.54,124.62,132366.04,22734083,4,1,1,0,0,0,0,1,0,0,0,0,0,0,7.06304816338817,11.7933263941162
"119",121,2973,"Pernis apivorus","Accipitridae","Accipitriformes","AVIBASE-ED5A7E8F",14,7,7,0,4,34.8,19.1,11.7,13.7,43.9,407.4,154.2,253,37.9,253.2,754.4,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",35.76,67.06,54.03,38.95,9317297.54,22694989,1,0,1,0,0,1,1,1,0,0,1,0,0,0,6.62592273131925,16.0473831810949
"120",122,2974,"Pernis ptilorhynchus","Accipitridae","Accipitriformes","AVIBASE-1192205B",5,2,3,0,4,55.9,21.4,13.1,15.4,49,413.6,130.7,278.6,32,263.8,1141.1,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-10.58,56.97,32.05,103.73,11263289.52,22694995,1,0,0,0,0,1,0,1,0,0,0,0,0,0,7.03974798844063,16.2370592801065
"121",123,3000,"Pithecophaga jefferyi","Accipitridae","Accipitriformes","AVIBASE-B3B046EC",4,2,1,1,4,85.3,57,20.8,49.6,133.8,585.8,178.7,407.1,30.3,423,5175.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",5.56,18.52,9.95,124.19,142256.55,22696012,5,1,1,1,0,1,0,1,0,0,1,0,1,0,8.55165258746781,11.8653873966227
"122",124,3035,"Polemaetus bellicosus","Accipitridae","Accipitriformes","AVIBASE-FDA2E4A3",5,2,3,0,4,54.3,34.7,16.8,28.7,112.4,571.6,205.8,374.2,35.5,256,3964.5,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Vertivore","Aerial",-34.84,17.63,-3.45,22.51,14888019.22,22696116,4,1,1,0,0,0,1,1,0,1,1,0,0,0,8.28513502271245,16.516067368276
"123",125,3179,"Pseudastur occidentalis","Accipitridae","Accipitriformes","AVIBASE-D0723571",4,1,1,2,4,36,22.9,12.4,18.5,76.2,346.2,97.8,248.5,28.2,192,660,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-4.38,0.91,-3.58,-79.86,6586.81,22695789,4,1,1,0,1,0,0,1,0,0,0,0,0,0,6.49223983502047,8.79282444353058
