"","species","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other"
"356","Amadina erythrocephala","0","0","0","0","0","0","0","0","0","0","0","0"
"357","Amadina fasciata","0","0","0","0","0","0","0","0","0","0","0","0"
"358","Amalocichla incerta","0","0","0","0","0","0","0","0","0","0","0","0"
"359","Amalocichla sclateriana","0","0","0","0","0","0","0","0","0","0","0","0"
"360","Amandava amandava","0","0","0","0","0","0","0","0","0","0","0","0"
"361","Amandava formosa","1","0","0","0","0","1","0","1","1","0","0","0"
"362","Amandava subflava","0","0","0","0","0","0","0","0","0","0","0","0"
"363","Amaurocichla bocagii","1","1","1","0","1","1","0","0","0","0","0","0"
"364","Amaurolimnas concolor","0","0","0","0","0","0","0","0","0","0","0","0"
"365","Amaurornis cinerea","0","0","0","0","0","0","0","0","0","0","0","0"
"366","Amaurornis isabellina","0","0","0","0","0","0","0","0","0","0","0","0"
"367","Amaurornis magnirostris","0","1","0","0","0","0","0","0","0","0","0","0"
"368","Amaurornis marginalis","1","0","0","0","0","0","0","1","0","0","0","0"
"369","Amaurornis moluccana","0","0","0","0","0","0","0","0","0","0","0","0"
"370","Amaurornis olivacea","0","0","0","0","0","0","0","0","0","0","0","0"
"371","Amaurornis phoenicurus","0","0","0","0","0","0","0","0","0","0","0","0"
"372","Amaurospiza moesta","1","0","1","0","1","1","0","0","0","0","0","0"
"373","Amaurospiza relicta","0","0","0","0","0","0","0","0","0","0","0","0"
"374","Amazilia alfaroana","1","0","0","0","0","0","0","0","0","0","0","0"
"375","Amazilia amabilis","0","0","0","0","0","0","0","0","0","0","0","0"
"376","Amazilia amazilia","0","0","0","0","0","0","0","0","0","0","0","0"
"377","Amazilia bartletti","0","0","0","0","0","0","0","0","0","0","0","0"
"378","Amazilia beryllina","0","0","0","0","0","0","0","0","0","0","0","0"
"379","Amazilia boucardi","1","0","1","0","1","1","0","0","1","0","1","0"
"380","Amazilia brevirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"381","Amazilia candida","0","0","0","0","0","0","0","0","0","0","0","0"
"382","Amazilia castaneiventris","1","0","1","1","1","1","0","0","0","0","0","0"
"383","Amazilia chionogaster","0","0","0","0","0","0","0","0","0","0","0","0"
"384","Amazilia chrysura","0","0","0","0","0","0","0","0","0","0","0","0"
"385","Amazilia coeruleogularis","0","0","0","0","0","0","0","0","0","0","0","0"
"386","Amazilia cupreicauda","0","0","0","0","0","0","0","0","0","0","0","0"
"387","Amazilia cyanifrons","0","0","0","0","0","0","0","0","0","0","0","0"
"388","Amazilia cyanocephala","0","0","0","0","0","0","0","0","0","0","0","0"
"389","Amazilia cyanura","0","0","0","0","0","0","0","0","0","0","0","0"
"390","Amazilia cyanus","0","0","0","0","0","0","0","0","0","0","0","0"
"391","Amazilia decora","0","0","0","0","0","0","0","0","0","0","0","0"
"392","Amazilia edward","0","0","0","0","0","0","0","0","0","0","0","0"
"393","Amazilia eliciae","0","0","0","0","0","0","0","0","0","0","0","0"
"394","Amazilia fimbriata","0","0","0","0","0","0","0","0","0","0","0","0"
"395","Amazilia franciae","0","0","0","0","0","0","0","0","0","0","0","0"
"396","Amazilia goudoti","0","0","0","0","0","0","0","0","0","0","0","0"
"397","Amazilia grayi","0","0","0","0","0","0","0","0","0","0","0","0"
"398","Amazilia humboldtii","0","0","0","0","0","0","0","0","0","0","0","0"
"399","Amazilia julie","0","0","0","0","0","0","0","0","0","0","0","0"
"400","Amazilia lactea","0","0","0","0","0","0","0","0","0","0","0","0"
"401","Amazilia leucogaster","0","0","0","0","0","0","0","0","0","0","0","0"
"402","Amazilia lilliae","1","0","1","0","1","1","0","1","1","0","0","0"
"403","Amazilia luciae","1","0","0","0","1","0","0","0","0","0","0","0"
"404","Amazilia oenone","0","0","0","0","0","0","0","0","0","0","0","0"
"405","Amazilia rosenbergi","0","0","0","0","0","0","0","0","0","0","0","0"
"406","Amazilia rutila","0","0","0","0","0","0","0","0","0","0","0","0"
"407","Amazilia sapphirina","0","0","0","0","0","0","0","0","0","0","0","0"
"408","Amazilia saucerottei","0","0","0","0","0","0","0","0","0","0","0","0"
"409","Amazilia tobaci","0","0","0","0","0","0","0","0","0","0","0","0"
"410","Amazilia tzacatl","0","0","0","0","0","0","0","0","0","0","0","0"
"411","Amazilia versicolor","0","0","0","0","0","0","0","0","0","0","0","0"
"412","Amazilia violiceps","0","0","0","0","0","0","0","0","0","0","0","0"
"413","Amazilia viridicauda","0","0","0","0","0","0","0","0","0","0","0","0"
"414","Amazilia viridifrons","0","0","0","0","0","0","0","0","0","0","0","0"
"415","Amazilia viridigaster","0","0","0","0","0","0","0","0","0","0","0","0"
"416","Amazilia wagneri","0","0","0","0","0","0","0","0","0","0","0","0"
"417","Amazilia yucatanensis","0","0","0","0","0","0","0","0","0","0","0","0"
"418","Amazona aestiva","1","0","0","0","0","1","0","1","0","0","1","0"
"419","Amazona agilis","1","1","0","1","0","1","0","0","0","0","1","0"
"420","Amazona albifrons","0","0","0","0","0","0","0","0","0","0","0","0"
"421","Amazona amazonica","0","0","0","0","0","0","0","0","0","0","0","0"
"422","Amazona arausiaca","1","0","0","0","0","1","0","0","0","0","1","0"
"423","Amazona auropalliata","1","1","0","0","0","1","0","0","0","0","1","0"
"424","Amazona autumnalis","0","0","0","0","0","0","0","0","0","0","0","0"
"425","Amazona barbadensis","1","1","1","1","0","1","0","0","0","0","0","0"
"426","Amazona bodini","1","0","0","0","0","1","0","0","0","0","0","0"
"427","Amazona brasiliensis","1","0","1","0","1","1","1","0","0","0","0","0"
"428","Amazona collaria","1","1","0","1","0","1","0","0","0","0","1","0"
"429","Amazona diadema","1","0","0","0","1","1","0","0","0","0","0","0"
"430","Amazona dufresniana","0","0","0","1","0","1","0","0","0","0","0","0"
"431","Amazona farinosa","1","0","0","0","1","1","0","0","0","0","0","0"
"432","Amazona festiva","1","0","0","0","0","1","0","0","0","0","0","0"
"433","Amazona finschi","1","0","0","0","0","1","0","1","0","0","1","0"
"434","Amazona guatemalae","1","0","0","0","0","1","0","0","0","0","0","0"
"435","Amazona guildingii","1","0","0","0","1","1","0","0","0","1","1","0"
"436","Amazona imperialis","1","0","0","0","0","1","0","0","0","0","1","0"
"437","Amazona kawalli","1","0","0","0","0","0","0","0","0","0","0","0"
"438","Amazona leucocephala","1","0","1","0","0","1","0","0","0","0","1","0"
"439","Amazona lilacina","1","0","1","0","1","1","0","0","0","0","0","0"
"440","Amazona mercenarius","0","0","0","0","0","0","0","0","0","0","0","0"
"441","Amazona ochrocephala","0","0","0","0","0","0","0","0","0","0","0","0"
"442","Amazona oratrix","1","0","1","0","0","1","0","0","0","0","1","0"
"443","Amazona pretrei","1","0","0","0","0","1","0","0","0","0","1","0"
"444","Amazona rhodocorytha","1","0","1","0","0","1","0","0","0","0","0","0"
"445","Amazona tucumana","1","0","0","0","0","1","0","1","0","0","0","0"
"446","Amazona ventralis","1","0","0","0","0","1","0","0","0","0","0","0"
"447","Amazona versicolor","0","0","0","0","0","1","0","0","0","0","1","0"
"448","Amazona vinacea","1","0","1","1","0","1","0","0","0","0","0","0"
"449","Amazona viridigenalis","1","0","1","0","0","1","0","0","0","0","0","0"
"450","Amazona vittata","1","1","0","0","0","1","0","0","0","0","1","0"
"451","Amazona xantholora","0","0","0","0","0","1","0","0","0","0","0","0"
"452","Amazonetta brasiliensis","0","0","0","0","0","0","0","0","0","0","0","0"
"453","Amblycercus holosericeus","0","0","0","0","0","0","0","0","0","0","0","0"
"454","Amblyornis flavifrons","0","0","0","0","0","0","0","0","0","0","1","0"
"455","Amblyornis inornata","0","0","0","0","0","0","0","0","0","0","0","0"
"456","Amblyornis macgregoriae","0","0","0","0","0","0","0","0","0","0","0","0"
"457","Amblyornis subalaris","0","0","0","0","0","0","0","0","0","0","0","0"
"458","Amblyospiza albifrons","0","0","0","0","0","0","0","0","0","0","0","0"
"459","Amblyramphus holosericeus","0","0","0","0","0","0","0","0","0","0","0","0"
"460","Ammodramus aurifrons","0","0","0","0","0","0","0","0","0","0","0","0"
"461","Ammodramus humeralis","0","0","0","0","0","0","0","0","0","0","0","0"
"462","Ammodramus savannarum","0","0","0","0","0","0","0","0","0","0","0","0"
"463","Ammomanes cinctura","0","0","0","0","0","0","0","0","0","0","0","0"
"464","Ammomanes deserti","0","0","0","0","0","0","0","0","0","0","0","0"
"465","Ammomanes phoenicura","0","0","0","0","0","0","0","0","0","0","0","0"
"466","Ammomanopsis grayi","0","0","0","0","0","0","0","0","0","0","0","0"
"467","Ammonastes pelzelni","0","0","0","0","0","0","0","0","0","0","0","0"
"468","Ammoperdix griseogularis","0","0","0","0","0","0","0","0","0","0","0","0"
"469","Ammoperdix heyi","0","0","0","0","0","0","0","0","0","0","0","0"
"470","Ammospiza caudacuta","0","1","1","0","1","0","0","1","1","0","1","0"
"471","Ammospiza leconteii","0","0","0","0","0","0","0","0","0","0","0","0"
"472","Ammospiza maritima","0","0","0","0","0","0","0","0","0","0","0","0"
"473","Ammospiza nelsoni","0","0","0","0","0","0","0","0","0","0","0","0"
"474","Ampeliceps coronatus","0","0","0","0","0","0","0","0","0","0","0","0"
"475","Ampelioides tschudii","0","0","0","0","0","0","0","0","0","0","0","0"
"476","Ampelion rubrocristatus","0","0","0","0","0","0","0","0","0","0","0","0"
"477","Ampelion rufaxilla","0","0","0","0","0","0","0","0","0","0","0","0"
"478","Ampelornis griseiceps","1","0","1","0","0","1","0","0","0","0","0","0"
"479","Amphispiza bilineata","0","0","0","0","0","0","0","0","0","0","0","0"
"480","Amphispiza quinquestriata","0","0","0","0","0","0","0","0","0","0","0","0"
"481","Amytornis ballarae","0","0","0","0","0","0","0","0","0","0","0","0"
"482","Amytornis barbatus","0","0","0","0","0","0","0","0","0","0","0","0"
"483","Amytornis dorotheae","0","1","0","1","0","0","0","1","0","0","1","0"
"484","Amytornis goyderi","0","0","0","0","0","0","0","0","0","0","0","0"
"485","Amytornis housei","0","0","0","0","0","0","0","1","0","0","1","0"
"486","Amytornis merrotsyi","1","1","0","0","0","0","0","1","0","0","0","0"
"487","Amytornis modestus","0","0","0","0","0","0","0","0","0","0","0","0"
"488","Amytornis purnelli","0","0","0","0","0","0","0","0","0","0","0","0"
"489","Amytornis striatus","0","0","0","0","0","0","0","0","0","0","0","0"
"490","Amytornis textilis","0","0","0","0","0","0","0","0","0","0","0","0"
"491","Amytornis woodwardi","0","0","0","0","0","0","0","1","0","0","1","0"
"492","Anabacerthia amaurotis","1","0","1","1","1","0","0","0","0","0","0","0"
"493","Anabacerthia lichtensteini","0","0","0","0","0","0","0","0","0","0","0","0"
"494","Anabacerthia ruficaudata","0","0","0","0","0","0","0","0","0","0","0","0"
"495","Anabacerthia striaticollis","0","0","0","0","0","0","0","0","0","0","0","0"
"496","Anabacerthia variegaticeps","0","0","0","0","0","0","0","0","0","0","0","0"
"497","Anabathmis hartlaubii","0","0","0","0","0","0","0","0","0","0","0","0"
"498","Anabathmis newtonii","0","0","0","0","0","0","0","0","0","0","0","0"
"499","Anabathmis reichenbachii","0","0","0","0","0","0","0","0","0","0","0","0"
"500","Anabazenops dorsalis","0","0","0","0","0","0","0","0","0","0","0","0"
"501","Anabazenops fuscus","0","0","0","0","0","0","0","0","0","0","0","0"
"502","Anairetes alpinus","1","0","0","0","0","1","0","1","0","0","0","0"
"503","Anairetes fernandezianus","0","1","0","0","0","0","0","0","0","0","0","0"
"504","Anairetes flavirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"505","Anairetes nigrocristatus","0","0","0","0","0","0","0","0","0","0","0","0"
"506","Anairetes parulus","0","0","0","0","0","0","0","0","0","0","0","0"
"507","Anairetes reguloides","0","0","0","0","0","0","0","0","0","0","0","0"
"508","Anaplectes jubaensis","0","0","0","0","0","0","0","0","0","0","0","0"
"509","Anaplectes leuconotos","0","0","0","0","0","0","0","0","0","0","0","0"
"510","Anaplectes rubriceps","0","0","0","0","0","0","0","0","0","0","0","0"
"511","Anarhynchus frontalis","1","1","0","1","0","0","1","1","1","0","0","0"
"512","Anas acuta","0","0","0","0","0","0","0","0","0","0","0","0"
"513","Anas albogularis","0","0","1","0","1","1","1","0","0","0","0","0"
"514","Anas andium","0","0","0","0","0","0","0","0","0","0","0","0"
"515","Anas aucklandica","0","1","0","0","0","0","0","0","0","0","0","0"
"516","Anas bahamensis","0","0","0","0","0","0","0","0","0","0","0","0"
"517","Anas bernieri","1","1","0","0","0","1","1","0","0","0","0","0"
"518","Anas capensis","0","1","1","0","1","0","1","0","0","0","0","0"
"519","Anas carolinensis","0","0","0","0","0","0","0","0","0","0","0","0"
"520","Anas castanea","0","0","0","0","0","0","0","0","0","0","0","0"
"521","Anas chlorotis","1","1","0","0","1","1","0","0","0","0","1","0"
"522","Anas crecca","0","0","0","0","0","0","0","0","0","0","0","0"
"523","Anas eatoni","0","1","0","0","0","1","0","0","0","0","0","0"
"524","Anas erythrorhyncha","0","1","0","0","0","0","0","1","0","0","0","0"
"525","Anas flavirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"526","Anas fulvigula","0","0","0","0","0","0","0","0","0","0","0","0"
"527","Anas georgica","0","0","0","0","0","0","0","0","0","0","0","0"
"528","Anas gibberifrons","0","0","1","0","0","1","0","0","0","0","0","0"
"529","Anas gracilis","0","0","0","0","0","0","0","0","0","0","0","0"
"530","Anas laysanensis","0","1","0","0","0","1","0","0","0","0","1","0"
"531","Anas luzonica","1","0","0","0","0","1","0","0","1","0","0","0"
"532","Anas melleri","1","1","0","0","0","1","1","0","1","0","0","0"
"533","Anas nesiotis","0","1","0","0","0","0","0","0","1","0","1","0"
"534","Anas platyrhynchos","0","0","0","0","0","0","0","0","0","0","0","0"
"535","Anas poecilorhyncha","0","0","0","0","0","0","0","0","0","0","0","0"
"536","Anas rubripes","0","0","0","0","0","0","0","0","0","0","0","0"
"537","Anas sparsa","0","1","0","0","0","1","0","1","0","0","0","0"
"538","Anas superciliosa","0","0","0","0","0","0","0","0","0","0","0","0"
"539","Anas undulata","0","1","0","0","0","0","0","0","1","0","0","0"
"540","Anas wyvilliana","1","1","1","0","0","1","1","1","0","0","1","0"
"541","Anas zonorhyncha","0","0","0","0","0","0","0","0","0","0","0","0"
"542","Anastomus lamelligerus","0","0","0","0","0","0","0","0","0","0","0","0"
"543","Anastomus oscitans","0","0","0","0","0","0","0","0","0","0","0","0"
"544","Ancistrops strigilatus","0","0","0","0","0","0","0","0","0","0","0","0"
"545","Andigena cucullata","0","0","0","0","0","0","0","0","0","0","0","0"
"546","Andigena hypoglauca","1","0","0","1","0","1","0","0","0","0","0","0"
"547","Andigena laminirostris","1","0","0","1","0","1","0","0","0","0","0","0"
"548","Andigena nigrirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"549","Androdon aequatorialis","0","0","0","0","0","0","0","0","0","0","0","0"
"550","Andropadus importunus","0","0","0","0","0","0","0","0","0","0","0","0"
"551","Androphobus viridis","0","0","0","0","0","1","0","0","0","0","0","0"
"552","Anhima cornuta","0","0","0","0","0","0","0","0","0","0","0","0"
"553","Anhinga anhinga","0","0","0","0","0","0","0","0","0","0","0","0"
"554","Anhinga melanogaster","0","0","0","0","0","1","1","1","1","0","0","0"
"555","Anhinga novaehollandiae","0","0","0","0","0","0","0","0","0","0","0","0"
"556","Anhinga rufa","0","0","0","0","0","1","1","0","1","0","0","0"
"557","Anisognathus flavinucha","0","0","0","0","0","0","0","0","0","0","0","0"
"558","Anisognathus igniventris","0","0","0","0","0","0","0","0","0","0","0","0"
"559","Anisognathus lacrymosus","0","0","0","0","0","0","0","0","0","0","0","0"
"560","Anisognathus lunulatus","0","0","0","0","0","0","0","0","0","0","0","0"
"561","Anisognathus melanogenys","0","0","0","0","0","0","0","0","0","0","0","0"
"562","Anisognathus notabilis","0","0","0","0","0","0","0","0","0","0","0","0"
"563","Anisognathus somptuosus","0","0","0","0","0","0","0","0","0","0","0","0"
"564","Anodorhynchus glaucus","1","0","1","0","0","1","0","0","0","0","0","0"
"565","Anodorhynchus hyacinthinus","1","0","1","0","0","1","0","0","0","0","0","0"
"566","Anodorhynchus leari","1","0","0","0","0","1","0","1","0","0","0","0"
"567","Anomalospiza imberbis","0","0","0","0","0","0","0","0","0","0","0","0"
"568","Anopetia gounellei","0","0","0","0","0","0","0","0","0","0","0","0"
"569","Anorrhinus austeni","1","0","0","0","1","1","0","0","0","0","0","0"
"570","Anorrhinus galeritus","1","0","0","0","0","1","0","0","0","0","0","0"
"571","Anorrhinus tickelli","1","0","0","0","0","1","0","1","0","0","0","0"
"572","Anous albivittus","0","1","0","0","0","0","0","0","0","0","0","0"
"573","Anous ceruleus","0","0","0","0","0","0","0","0","0","0","0","0"
"574","Anous minutus","0","1","0","0","0","1","0","0","0","0","1","0"
"575","Anous stolidus","0","1","0","0","0","1","0","0","0","0","0","0"
"576","Anous tenuirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"577","Anser albifrons","0","0","0","0","0","0","0","0","0","0","1","0"
"578","Anser anser","0","0","0","0","0","0","0","0","0","0","0","0"
"579","Anser brachyrhynchus","0","0","0","0","0","0","0","0","0","0","1","0"
"580","Anser caerulescens","0","0","0","0","0","0","0","0","0","0","1","0"
"581","Anser canagicus","0","0","0","0","0","1","0","0","1","0","1","0"
"582","Anser cygnoid","1","1","1","0","0","1","1","1","1","0","1","0"
"583","Anser erythropus","1","1","0","0","0","1","1","1","1","0","1","0"
"584","Anser fabalis","0","0","0","0","0","1","0","0","0","0","1","0"
"585","Anser indicus","0","0","0","0","0","0","0","0","0","0","0","0"
"586","Anser rossii","0","0","0","0","0","0","0","0","0","0","1","0"
"587","Anseranas semipalmata","0","0","0","0","0","0","0","0","0","0","1","0"
"588","Anthipes monileger","0","0","0","0","0","0","0","0","0","0","0","0"
"589","Anthipes solitaris","0","0","0","0","0","0","0","0","0","0","0","0"
"590","Anthobaphes violacea","0","0","0","0","0","0","0","0","0","0","1","0"
"591","Anthocephala berlepschi","1","0","0","1","0","1","0","0","0","0","0","0"
